25678314 1 -16 157 -1259 9373 -69959 | 40319 362815 3626193 39832512 476571539 6161320522
13842576 1 -16 158 -1284 9683 -72872 | 40319 362815 3626192 39832416 476566117 6161084469
14756382 1 -16 158 -1284 9683 -72401 | 40319 362815 3626192 39832416 476566117 6161083998
13842675 1 -16 158 -1276 9331 -64020 | 40319 362815 3626192 39832408 476565317 6161037761
13842756 1 -16 158 -1276 9331 -64117 | 40319 362815 3626192 39832408 476565317 6161037858
13845267 1 -16 158 -1278 9421 -66055 | 40319 362815 3626192 39832410 476565515 6161048922
17648325 1 -16 158 -1278 9421 -66123 | 40319 362815 3626192 39832410 476565515 6161048990
13845672 1 -16 156 -1228 8832 -63434 | 40319 362815 3626194 39832602 476576328 6161518994
16758423 1 -16 156 -1228 8832 -63476 | 40319 362815 3626194 39832602 476576328 6161519036
13846257 1 -16 160 -1348 10841 -88256 | 40319 362815 3626190 39832238 476556751 6160701351
17483625 1 -16 160 -1348 10841 -88262 | 40319 362815 3626190 39832238 476556751 6160701357
13846527 1 -16 158 -1272 9195 -61501 | 40319 362815 3626192 39832404 476564877 6161009554
13854627 1 -16 158 -1272 9195 -61472 | 40319 362815 3626192 39832404 476564877 6161009525
13847526 1 -16 160 -1346 10781 -87448 | 40319 362815 3626190 39832236 476556523 6160686347
17483526 1 -16 160 -1346 10781 -87582 | 40319 362815 3626190 39832236 476556523 6160686481
24168537 1 -16 160 -1346 10781 -87520 | 40319 362815 3626190 39832236 476556523 6160686419
13847625 1 -16 159 -1307 9868 -70592 | 40319 362815 3626191 39832318 476560532 6160840012
14758326 1 -16 159 -1307 9868 -70547 | 40319 362815 3626191 39832318 476560532 6160839967
13856274 1 -16 159 -1310 10025 -75144 | 40319 362815 3626191 39832321 476560807 6160854535
23648175 1 -16 159 -1310 10025 -75070 | 40319 362815 3626191 39832321 476560807 6160854461
13856427 1 -16 158 -1272 9189 -61280 | 40319 362815 3626192 39832404 476564883 6161010347
13864527 1 -16 158 -1272 9189 -61256 | 40319 362815 3626192 39832404 476564883 6161010323
13857264 1 -16 160 -1346 10746 -85644 | 40319 362815 3626190 39832236 476556558 6160690458
13864275 1 -16 160 -1346 10746 -85745 | 40319 362815 3626190 39832236 476556558 6160690559
13865247 1 -16 159 -1309 9968 -73296 | 40319 362815 3626191 39832320 476560720 6160850152
15387264 1 -16 159 -1309 9968 -73390 | 40319 362815 3626191 39832320 476560720 6160850246
13867254 1 -16 157 -1244 8770 -57259 | 40319 362815 3626193 39832497 476569982 6161227209
32617854 1 -16 157 -1244 8770 -56836 | 40319 362815 3626193 39832497 476569982 6161226786
13867452 1 -16 156 -1225 8685 -59337 | 40319 362815 3626194 39832599 476576043 6161503236
25678134 1 -16 156 -1225 8685 -58993 | 40319 362815 3626194 39832599 476576043 6161502892
13872654 1 -16 157 -1254 9163 -65715 | 40319 362815 3626193 39832507 476571029 6161290928
