class_id,size,representative,c8,c9,c10,c11,c12,c13,c14,Av8,Av9,Av10,Av11,Av12,Av13,Av14,cutoff
1,56,12345678,1,-16,153,-1140,7315,,,40319,362815,3626197,39832877,476591309,,,11
2,20,12345768,1,-16,153,-1141,7357,,,40319,362815,3626197,39832878,476591411,,,12
3,40,12345786,1,-16,154,-1172,7918,,,40319,362815,3626196,39832788,476586602,,,12
4,32,12346578,1,-16,153,-1141,7353,-43308,,40319,362815,3626197,39832878,476591415,6162162531,,13
5,32,12346758,1,-16,155,-1208,8672,,,40319,362815,3626195,39832703,476582320,,,12
6,32,12346785,1,-16,154,-1165,7624,,,40319,362815,3626196,39832781,476585888,,,12
7,32,12346857,1,-16,155,-1206,8598,,,40319,362815,3626195,39832701,476582106,,,12
8,32,12346875,1,-16,155,-1204,8512,,,40319,362815,3626195,39832699,476581904,,,12
9,16,12347658,1,-16,153,-1141,7343,-42808,,40319,362815,3626197,39832878,476591425,6162163721,,13
10,32,12347685,1,-16,155,-1204,8517,,,40319,362815,3626195,39832699,476581899,,,12
11,16,12347856,1,-16,154,-1166,7660,,,40319,362815,3626196,39832782,476585996,,,12
12,32,12347865,1,-16,154,-1167,7707,,,40319,362815,3626196,39832783,476586093,,,12
13,16,12348675,1,-16,154,-1169,7789,,,40319,362815,3626196,39832785,476586299,,,12
14,18,12354678,1,-16,153,-1141,7353,-43333,,40319,362815,3626197,39832878,476591415,6162162556,,13
15,12,12354768,1,-16,153,-1142,7394,,,40319,362815,3626197,39832879,476591518,,,12
16,24,12354786,1,-16,154,-1172,7906,-50724,,40319,362815,3626196,39832788,476586614,6161962922,,13
17,48,12356478,1,-16,155,-1204,8476,,,40319,362815,3626195,39832699,476581940,,,12
18,24,12356748,1,-16,155,-1194,8063,,,40319,362815,3626195,39832689,476580913,,,12
19,24,12356784,1,-16,154,-1165,7676,,,40319,362815,3626196,39832781,476585836,,,12
20,24,12356847,1,-16,157,-1268,9693,,,40319,362815,3626193,39832521,476572515,,,12
21,24,12356874,1,-16,155,-1195,8160,,,40319,362815,3626195,39832690,476580960,,,12
22,24,12357468,1,-16,156,-1240,9256,,,40319,362815,3626194,39832614,476577632,,,12
23,24,12357486,1,-16,157,-1270,9772,,,40319,362815,3626193,39832523,476572724,,,12
24,24,12357648,1,-16,156,-1236,9079,,,40319,362815,3626194,39832610,476577233,,,12
25,24,12357684,1,-16,155,-1197,8248,,,40319,362815,3626195,39832692,476581160,,,12
26,24,12357846,1,-16,156,-1229,8802,,,40319,362815,3626194,39832603,476576502,,,12
27,24,12357864,1,-16,156,-1232,8963,,,40319,362815,3626194,39832606,476576773,,,12
28,24,12358467,1,-16,157,-1272,9867,,,40319,362815,3626193,39832525,476572917,,,12
29,24,12358476,1,-16,156,-1235,9029,,,40319,362815,3626194,39832609,476577139,,,12
30,24,12358647,1,-16,158,-1304,10470,,,40319,362815,3626192,39832436,476568210,,,12
31,24,12358674,1,-16,156,-1232,8962,,,40319,362815,3626194,39832606,476576774,,,12
32,24,12358746,1,-16,157,-1268,9708,,,40319,362815,3626193,39832521,476572500,,,12
33,24,12358764,1,-16,155,-1197,8199,,,40319,362815,3626195,39832692,476581209,,,12
34,24,12365478,1,-16,153,-1141,7339,-42668,,40319,362815,3626197,39832878,476591429,6162164257,,13
35,24,12365748,1,-16,156,-1236,9086,,,40319,362815,3626194,39832610,476577226,,,12
36,24,12365784,1,-16,155,-1195,8148,,,40319,362815,3626195,39832690,476580972,,,12
37,24,12365847,1,-16,156,-1232,8902,,,40319,362815,3626194,39832606,476576834,,,12
38,24,12365874,1,-16,155,-1194,8088,,,40319,362815,3626195,39832689,476580888,,,12
39,12,12367458,1,-16,155,-1196,8128,,,40319,362815,3626195,39832691,476581136,,,12
40,24,12367485,1,-16,156,-1226,8671,,,40319,362815,3626194,39832600,476576201,,,12
41,24,12367548,1,-16,155,-1198,8231,,,40319,362815,3626195,39832693,476581321,,,12
42,24,12367584,1,-16,156,-1230,8872,,,40319,362815,3626194,39832604,476576576,,,12
43,24,12367845,1,-16,154,-1162,7543,,,40319,362815,3626196,39832778,476585537,,,12
44,24,12367854,1,-16,154,-1162,7544,,,40319,362815,3626196,39832778,476585536,,,12
45,12,12368475,1,-16,157,-1266,9599,,,40319,362815,3626193,39832519,476572321,,,12
46,24,12368547,1,-16,157,-1269,9739,,,40319,362815,3626193,39832522,476572613,,,12
47,24,12368574,1,-16,156,-1234,9029,,,40319,362815,3626194,39832608,476576995,,,12
48,24,12368745,1,-16,155,-1193,8068,,,40319,362815,3626195,39832688,476580764,,,12
49,24,12368754,1,-16,155,-1195,8140,,,40319,362815,3626195,39832690,476580980,,,12
50,12,12375648,1,-16,155,-1201,8351,,,40319,362815,3626195,39832696,476581633,,,12
51,24,12375684,1,-16,156,-1228,8780,-60826,,40319,362815,3626194,39832602,476576380,6161525174,,13
52,12,12375846,1,-16,157,-1267,9650,,,40319,362815,3626193,39832520,476572414,,,12
53,24,12375864,1,-16,156,-1234,9039,,,40319,362815,3626194,39832608,476576985,,,12
54,12,12376548,1,-16,153,-1141,7343,-42951,,40319,362815,3626197,39832878,476591425,6162163864,,13
55,24,12376584,1,-16,155,-1196,8164,,,40319,362815,3626195,39832691,476581100,,,12
56,24,12376845,1,-16,155,-1193,8070,,,40319,362815,3626195,39832688,476580762,,,12
57,24,12376854,1,-16,155,-1197,8224,,,40319,362815,3626195,39832692,476581184,,,12
58,24,12378564,1,-16,154,-1165,7650,-45828,,40319,362815,3626196,39832781,476585862,6161916114,,13
59,12,12378645,1,-16,154,-1160,7445,-40908,,40319,362815,3626196,39832776,476585347,6161884999,,13
60,24,12378654,1,-16,154,-1167,7737,,,40319,362815,3626196,39832783,476586063,,,12
61,12,12385674,1,-16,154,-1161,7495,-42405,,40319,362815,3626196,39832777,476585441,6161890214,,13
62,12,12385764,1,-16,156,-1236,9132,,,40319,362815,3626194,39832610,476577180,,,12
63,12,12386574,1,-16,156,-1233,9006,,,40319,362815,3626194,39832607,476576874,,,12
64,24,12386754,1,-16,154,-1166,7690,,,40319,362815,3626196,39832782,476585966,,,12
65,8,12435768,1,-16,153,-1142,7395,,,40319,362815,3626197,39832879,476591517,,,12
66,16,12435786,1,-16,154,-1173,7960,-52433,,40319,362815,3626196,39832789,476586704,6161967673,,13
67,8,12436578,1,-16,153,-1142,7390,,,40319,362815,3626197,39832879,476591522,,,12
68,16,12436758,1,-16,155,-1208,8660,-62891,,40319,362815,3626195,39832703,476582332,6161794935,,13
69,16,12436785,1,-16,154,-1165,7619,-43996,,40319,362815,3626196,39832781,476585893,6161919521,,13
70,16,12436857,1,-16,155,-1206,8588,-61453,,40319,362815,3626195,39832701,476582116,6161781329,,13
71,16,12436875,1,-16,155,-1204,8504,-59438,,40319,362815,3626195,39832699,476581912,6161769174,,13
72,8,12437658,1,-16,153,-1142,7380,-43566,,40319,362815,3626197,39832879,476591532,6162170394,,13
73,16,12437685,1,-16,155,-1204,8509,-59675,,40319,362815,3626195,39832699,476581907,6161768566,,13
74,8,12437856,1,-16,154,-1166,7654,-44654,,40319,362815,3626196,39832782,476586002,6161926432,,13
75,16,12437865,1,-16,154,-1167,7700,-45858,,40319,362815,3626196,39832783,476586100,6161932030,,13
76,8,12438675,1,-16,154,-1169,7781,-47776,,40319,362815,3626196,39832785,476586307,6161944595,,13
77,16,12453768,1,-16,155,-1204,8464,,,40319,362815,3626195,39832699,476581952,,,12
78,32,12453786,1,-16,155,-1192,7949,,,40319,362815,3626195,39832687,476580739,,,12
79,16,12456378,1,-16,155,-1190,7883,,,40319,362815,3626195,39832685,476580517,,,12
80,16,12456738,1,-16,155,-1194,8142,,,40319,362815,3626195,39832689,476580834,,,12
81,16,12456783,1,-16,154,-1165,7651,-45431,,40319,362815,3626196,39832781,476585861,6161915548,,13
82,16,12456837,1,-16,157,-1257,9251,,,40319,362815,3626193,39832510,476571373,,,12
83,16,12456873,1,-16,155,-1195,8180,,,40319,362815,3626195,39832690,476580940,,,12
84,16,12457368,1,-16,158,-1300,10255,,,40319,362815,3626192,39832432,476567849,,,12
85,16,12457386,1,-16,158,-1289,9800,-72881,,40319,362815,3626192,39832421,476566720,6161125545,,13
86,16,12457638,1,-16,156,-1223,8563,-55699,,40319,362815,3626194,39832597,476575877,6161495880,,13
87,16,12457683,1,-16,155,-1194,8125,-51271,,40319,362815,3626195,39832689,476580851,6161703378,,13
88,16,12457836,1,-16,157,-1250,8922,,,40319,362815,3626193,39832503,476570694,,,12
89,16,12457863,1,-16,156,-1223,8568,,,40319,362815,3626194,39832597,476575872,,,12
90,16,12458367,1,-16,157,-1243,8534,,,40319,362815,3626193,39832496,476570074,,,12
91,16,12458376,1,-16,157,-1253,9001,,,40319,362815,3626193,39832506,476571047,,,12
92,16,12458637,1,-16,158,-1287,9738,,,40319,362815,3626192,39832419,476566494,,,12
93,16,12458673,1,-16,156,-1225,8658,-57685,,40319,362815,3626194,39832599,476576070,6161506147,,13
94,16,12458736,1,-16,157,-1244,8620,,,40319,362815,3626193,39832497,476570132,,,12
95,16,12458763,1,-16,155,-1190,7951,,,40319,362815,3626195,39832685,476580449,,,12
96,16,12463578,1,-16,156,-1236,9050,,,40319,362815,3626194,39832610,476577262,,,12
97,16,12463758,1,-16,158,-1302,10331,,,40319,362815,3626192,39832434,476568061,,,11
98,16,12463785,1,-16,158,-1293,9960,,,40319,362815,3626192,39832425,476567136,,,12
99,16,12463857,1,-16,158,-1293,9953,,,40319,362815,3626192,39832425,476567143,,,12
100,16,12463875,1,-16,158,-1295,10018,,,40319,362815,3626192,39832427,476567366,,,12
101,32,12465378,1,-16,156,-1232,8885,,,40319,362815,3626194,39832606,476576851,,,12
102,16,12465738,1,-16,156,-1225,8658,-58328,,40319,362815,3626194,39832599,476576070,6161506790,,13
103,16,12465783,1,-16,155,-1194,8125,-51323,,40319,362815,3626195,39832689,476580851,6161703430,,13
104,16,12465837,1,-16,157,-1254,9092,,,40319,362815,3626193,39832507,476571100,,,12
105,16,12465873,1,-16,155,-1193,8087,-50603,,40319,362815,3626195,39832688,476580745,6161696964,,13
106,16,12467358,1,-16,157,-1254,9047,,,40319,362815,3626193,39832507,476571145,,,12
107,16,12467385,1,-16,157,-1248,8843,,,40319,362815,3626193,39832501,476570485,,,12
108,16,12467538,1,-16,157,-1258,9264,,,40319,362815,3626193,39832511,476571504,,,12
109,16,12467583,1,-16,157,-1264,9583,,,40319,362815,3626193,39832517,476572049,,,12
110,16,12467835,1,-16,156,-1224,8644,,,40319,362815,3626194,39832598,476575940,,,12
111,16,12467853,1,-16,156,-1225,8661,-57946,,40319,362815,3626194,39832599,476576067,6161505901,,13
112,16,12468357,1,-16,158,-1289,9820,,,40319,362815,3626192,39832421,476566700,,,12
113,16,12468375,1,-16,159,-1323,10488,,,40319,362815,3626191,39832334,476562216,,,12
114,16,12468537,1,-16,159,-1324,10540,,,40319,362815,3626191,39832335,476562308,,,12
115,16,12468573,1,-16,157,-1262,9475,,,40319,362815,3626193,39832515,476571869,,,12
116,16,12468735,1,-16,157,-1254,9141,,,40319,362815,3626193,39832507,476571051,,,12
117,16,12468753,1,-16,157,-1260,9387,,,40319,362815,3626193,39832513,476571669,,,12
118,16,12473568,1,-16,158,-1300,10235,,,40319,362815,3626192,39832432,476567869,,,12
119,16,12473586,1,-16,159,-1335,10949,,,40319,362815,3626191,39832346,476563483,,,11
120,16,12473658,1,-16,157,-1266,9529,,,40319,362815,3626193,39832519,476572391,,,12
121,16,12473685,1,-16,159,-1331,10798,,,40319,362815,3626191,39832342,476563058,,,12
122,16,12473856,1,-16,158,-1293,9965,,,40319,362815,3626192,39832425,476567131,,,12
123,16,12473865,1,-16,158,-1290,9802,,,40319,362815,3626192,39832422,476566862,,,12
124,16,12475368,1,-16,159,-1332,10844,,,40319,362815,3626191,39832343,476563156,,,11
125,16,12475386,1,-16,159,-1327,10631,,,40319,362815,3626191,39832338,476562649,,,12
126,16,12475638,1,-16,157,-1256,9163,,,40319,362815,3626193,39832509,476571317,,,12
127,16,12475683,1,-16,157,-1261,9446,-71757,,40319,362815,3626193,39832514,476571754,6161334319,,13
128,16,12475836,1,-16,159,-1326,10625,,,40319,362815,3626191,39832337,476562511,,,12
129,16,12475863,1,-16,157,-1262,9467,,,40319,362815,3626193,39832515,476571877,,,12
130,16,12476358,1,-16,158,-1297,10126,,,40319,362815,3626192,39832429,476567546,,,12
131,16,12476385,1,-16,158,-1278,9290,,,40319,362815,3626192,39832410,476565646,,,12
132,16,12476538,1,-16,156,-1228,8717,,,40319,362815,3626194,39832602,476576443,,,12
133,16,12476583,1,-16,155,-1189,7899,,,40319,362815,3626195,39832684,476580357,,,12
134,16,12476835,1,-16,157,-1251,8989,,,40319,362815,3626193,39832504,476570771,,,12
135,16,12476853,1,-16,157,-1260,9388,,,40319,362815,3626193,39832513,476571668,,,12
136,16,12478356,1,-16,157,-1251,8949,-57804,,40319,362815,3626193,39832504,476570811,6161282679,,13
137,16,12478365,1,-16,157,-1249,8867,,,40319,362815,3626193,39832502,476570605,,,12
138,16,12478536,1,-16,158,-1283,9544,,,40319,362815,3626192,39832415,476566112,,,12
139,16,12478563,1,-16,156,-1222,8514,,,40319,362815,3626194,39832596,476575782,,,12
140,16,12478635,1,-16,157,-1250,8924,,,40319,362815,3626193,39832503,476570692,,,12
141,16,12478653,1,-16,156,-1223,8577,,,40319,362815,3626194,39832597,476575863,,,12
142,16,12483567,1,-16,157,-1261,9377,,,40319,362815,3626193,39832514,476571823,,,12
143,16,12483576,1,-16,157,-1254,9038,,,40319,362815,3626193,39832507,476571154,,,12
144,16,12483657,1,-16,157,-1258,9228,,,40319,362815,3626193,39832511,476571540,,,12
145,16,12483675,1,-16,157,-1255,9107,,,40319,362815,3626193,39832508,476571229,,,12
146,16,12483756,1,-16,157,-1258,9253,,,40319,362815,3626193,39832511,476571515,,,12
147,16,12483765,1,-16,156,-1230,8829,,,40319,362815,3626194,39832604,476576619,,,12
148,16,12485367,1,-16,158,-1287,9714,,,40319,362815,3626192,39832419,476566518,,,12
149,16,12485376,1,-16,158,-1283,9503,,,40319,362815,3626192,39832415,476566153,,,12
150,16,12485637,1,-16,158,-1281,9469,,,40319,362815,3626192,39832413,476565899,,,12
151,16,12485673,1,-16,156,-1224,8621,,,40319,362815,3626194,39832598,476575963,,,12
152,16,12485736,1,-16,159,-1324,10535,,,40319,362815,3626191,39832335,476562313,,,12
153,16,12485763,1,-16,157,-1258,9301,-67847,,40319,362815,3626193,39832511,476571467,6161318410,,13
154,16,12486357,1,-16,159,-1324,10538,,,40319,362815,3626191,39832335,476562310,,,12
155,16,12486375,1,-16,159,-1326,10613,,,40319,362815,3626191,39832337,476562523,,,12
156,16,12486537,1,-16,158,-1281,9441,,,40319,362815,3626192,39832413,476565927,,,12
157,16,12486573,1,-16,157,-1256,9214,,,40319,362815,3626193,39832509,476571266,,,12
158,16,12486735,1,-16,157,-1254,9103,,,40319,362815,3626193,39832507,476571089,,,12
159,16,12486753,1,-16,156,-1225,8661,-58285,,40319,362815,3626194,39832599,476576067,6161506240,,13
160,16,12487356,1,-16,157,-1244,8604,,,40319,362815,3626193,39832497,476570148,,,12
161,16,12487365,1,-16,157,-1250,8895,,,40319,362815,3626193,39832503,476570721,,,12
162,16,12487536,1,-16,158,-1287,9725,,,40319,362815,3626192,39832419,476566507,,,12
163,16,12487563,1,-16,156,-1223,8579,,,40319,362815,3626194,39832597,476575861,,,12
164,16,12487635,1,-16,157,-1257,9234,,,40319,362815,3626193,39832510,476571390,,,12
165,16,12487653,1,-16,155,-1197,8226,,,40319,362815,3626195,39832692,476581182,,,12
166,8,12543768,1,-16,153,-1142,7380,-43654,,40319,362815,3626197,39832879,476591532,6162170482,,13
167,16,12543786,1,-16,154,-1172,7906,-50952,,40319,362815,3626196,39832788,476586614,6161963150,,13
168,16,12546738,1,-16,156,-1223,8563,-55718,,40319,362815,3626194,39832597,476575877,6161495899,,13
169,16,12546783,1,-16,155,-1195,8167,,,40319,362815,3626195,39832690,476580953,,,12
170,16,12546837,1,-16,157,-1250,8897,,,40319,362815,3626193,39832503,476570719,,,12
171,16,12546873,1,-16,155,-1188,7857,,,40319,362815,3626195,39832683,476580255,,,12
172,16,12547368,1,-16,157,-1266,9547,,,40319,362815,3626193,39832519,476572373,,,12
173,16,12547386,1,-16,158,-1293,9936,,,40319,362815,3626192,39832425,476567160,,,12
174,16,12547638,1,-16,156,-1222,8479,,,40319,362815,3626194,39832596,476575817,,,12
175,16,12547683,1,-16,155,-1193,8083,,,40319,362815,3626195,39832688,476580749,,,12
176,16,12547836,1,-16,157,-1249,8869,,,40319,362815,3626193,39832502,476570603,,,12
177,16,12547863,1,-16,156,-1221,8486,,,40319,362815,3626194,39832595,476575666,,,12
178,16,12548367,1,-16,157,-1255,9092,,,40319,362815,3626193,39832508,476571244,,,12
179,16,12548376,1,-16,156,-1224,8553,,,40319,362815,3626194,39832598,476576031,,,12
180,16,12548637,1,-16,158,-1283,9519,,,40319,362815,3626192,39832415,476566137,,,12
181,16,12548673,1,-16,156,-1221,8488,,,40319,362815,3626194,39832595,476575664,,,12
182,16,12548736,1,-16,157,-1251,8954,,,40319,362815,3626193,39832504,476570806,,,12
183,16,12548763,1,-16,155,-1190,7939,,,40319,362815,3626195,39832685,476580461,,,12
184,8,12563478,1,-16,155,-1192,7939,,,40319,362815,3626195,39832687,476580749,,,12
185,16,12563748,1,-16,157,-1254,9063,,,40319,362815,3626193,39832507,476571129,,,12
186,16,12563784,1,-16,157,-1247,8780,,,40319,362815,3626193,39832500,476570404,,,12
187,16,12563847,1,-16,158,-1286,9678,,,40319,362815,3626192,39832418,476566410,,,12
188,16,12563874,1,-16,157,-1246,8729,,,40319,362815,3626193,39832499,476570311,,,12
189,16,12564378,1,-16,155,-1194,8041,,,40319,362815,3626195,39832689,476580935,,,12
190,16,12564738,1,-16,157,-1258,9274,,,40319,362815,3626193,39832511,476571494,,,12
191,16,12564783,1,-16,156,-1219,8397,,,40319,362815,3626194,39832593,476575467,,,12
192,16,12564837,1,-16,157,-1250,8928,,,40319,362815,3626193,39832503,476570688,,,12
193,16,12564873,1,-16,156,-1217,8324,,,40319,362815,3626194,39832591,476575252,,,12
194,16,12567348,1,-16,155,-1188,7860,,,40319,362815,3626195,39832683,476580252,,,12
195,16,12567384,1,-16,156,-1221,8545,,,40319,362815,3626194,39832595,476575607,,,12
196,16,12567438,1,-16,155,-1188,7862,,,40319,362815,3626195,39832683,476580250,,,12
197,16,12567483,1,-16,156,-1222,8552,,,40319,362815,3626194,39832596,476575744,,,12
198,16,12567834,1,-16,154,-1162,7549,-43744,,40319,362815,3626196,39832778,476585531,6161894595,,13
199,16,12567843,1,-16,154,-1162,7549,-43712,,40319,362815,3626196,39832778,476585531,6161894563,,13
200,16,12568347,1,-16,157,-1248,8844,,,40319,362815,3626193,39832501,476570484,,,12
201,16,12568374,1,-16,158,-1282,9529,,,40319,362815,3626192,39832414,476565983,,,12
202,16,12568437,1,-16,157,-1241,8497,,,40319,362815,3626193,39832494,476569823,,,12
203,16,12568473,1,-16,158,-1292,9988,,,40319,362815,3626192,39832424,476566964,,,12
204,16,12568734,1,-16,155,-1188,7888,,,40319,362815,3626195,39832683,476580224,,,12
205,16,12568743,1,-16,155,-1188,7883,,,40319,362815,3626195,39832683,476580229,,,12
206,8,12573648,1,-16,158,-1295,10016,,,40319,362815,3626192,39832427,476567368,,,12
207,16,12573684,1,-16,159,-1322,10429,-82059,,40319,362815,3626191,39832333,476562131,6160939190,,13
208,8,12573846,1,-16,158,-1283,9578,,,40319,362815,3626192,39832415,476566078,,,12
209,16,12573864,1,-16,159,-1319,10310,,,40319,362815,3626191,39832330,476561818,,,12
210,16,12574368,1,-16,158,-1297,10122,,,40319,362815,3626192,39832429,476567550,,,12
211,16,12574386,1,-16,158,-1287,9678,,,40319,362815,3626192,39832419,476566554,,,12
212,16,12574638,1,-16,157,-1262,9408,-69126,,40319,362815,3626193,39832515,476571936,6161350278,,13
213,16,12574683,1,-16,157,-1258,9301,-67996,,40319,362815,3626193,39832511,476571467,6161318559,,13
214,16,12574836,1,-16,159,-1321,10393,,,40319,362815,3626191,39832332,476562023,,,12
215,16,12574863,1,-16,158,-1290,9872,,,40319,362815,3626192,39832422,476566792,,,12
216,16,12576348,1,-16,156,-1218,8331,-49635,,40319,362815,3626194,39832592,476575389,6161468184,,13
217,16,12576384,1,-16,157,-1247,8824,,,40319,362815,3626193,39832500,476570360,,,12
218,16,12576438,1,-16,156,-1224,8572,,,40319,362815,3626194,39832598,476576012,,,12
219,16,12576483,1,-16,157,-1256,9234,-66951,,40319,362815,3626193,39832509,476571246,6161304501,,13
220,16,12576834,1,-16,155,-1190,7968,-47859,,40319,362815,3626195,39832685,476580432,6161677827,,13
221,16,12576843,1,-16,155,-1190,7959,,,40319,362815,3626195,39832685,476580441,,,12
222,16,12578346,1,-16,156,-1218,8382,,,40319,362815,3626194,39832592,476575338,,,12
223,16,12578364,1,-16,158,-1287,9746,,,40319,362815,3626192,39832419,476566486,,,12
224,16,12578436,1,-16,157,-1250,8939,,,40319,362815,3626193,39832503,476570677,,,12
225,16,12578463,1,-16,157,-1259,9328,,,40319,362815,3626193,39832512,476571584,,,12
226,16,12578634,1,-16,156,-1225,8700,,,40319,362815,3626194,39832599,476576028,,,12
227,16,12578643,1,-16,156,-1225,8678,,,40319,362815,3626194,39832599,476576050,,,12
228,8,12583674,1,-16,158,-1274,9122,,,40319,362815,3626192,39832406,476565238,,,12
229,8,12583764,1,-16,157,-1248,8794,,,40319,362815,3626193,39832501,476570534,,,12
230,16,12584367,1,-16,157,-1245,8626,,,40319,362815,3626193,39832498,476570270,,,12
231,16,12584376,1,-16,157,-1252,8961,,,40319,362815,3626193,39832505,476570943,,,12
232,16,12584637,1,-16,159,-1320,10351,,,40319,362815,3626191,39832331,476561921,,,12
233,16,12584673,1,-16,158,-1293,10025,,,40319,362815,3626192,39832425,476567071,,,12
234,16,12584736,1,-16,158,-1289,9800,-72816,,40319,362815,3626192,39832421,476566720,6161125480,,13
235,16,12584763,1,-16,157,-1250,8904,,,40319,362815,3626193,39832503,476570712,,,12
236,16,12586347,1,-16,158,-1280,9416,,,40319,362815,3626192,39832412,476565808,,,12
237,16,12586374,1,-16,159,-1323,10512,-85123,,40319,362815,3626191,39832334,476562192,6160940395,,13
238,16,12586437,1,-16,158,-1284,9611,,,40319,362815,3626192,39832416,476566189,,,12
239,16,12586473,1,-16,159,-1328,10749,,,40319,362815,3626191,39832339,476562675,,,12
240,16,12586734,1,-16,156,-1225,8684,-59323,,40319,362815,3626194,39832599,476576044,6161503391,,13
241,16,12586743,1,-16,156,-1225,8684,-59348,,40319,362815,3626194,39832599,476576044,6161503416,,13
242,16,12587346,1,-16,157,-1250,8959,,,40319,362815,3626193,39832503,476570657,,,12
243,16,12587364,1,-16,158,-1285,9668,,,40319,362815,3626192,39832417,476566276,,,12
244,16,12587436,1,-16,157,-1240,8442,,,40319,362815,3626193,39832493,476569734,,,12
245,16,12587463,1,-16,158,-1296,10149,,,40319,362815,3626192,39832428,476567379,,,12
246,16,12587634,1,-16,155,-1186,7783,,,40319,362815,3626195,39832681,476580041,,,12
247,16,12587643,1,-16,155,-1188,7843,,,40319,362815,3626195,39832683,476580269,,,12
248,8,12645378,1,-16,155,-1197,8150,,,40319,362815,3626195,39832692,476581258,,,12
249,16,12645738,1,-16,157,-1256,9183,,,40319,362815,3626193,39832509,476571297,,,12
250,16,12645783,1,-16,156,-1221,8497,,,40319,362815,3626194,39832595,476575655,,,12
251,16,12645837,1,-16,157,-1247,8779,,,40319,362815,3626193,39832500,476570405,,,12
252,16,12645873,1,-16,156,-1217,8332,,,40319,362815,3626194,39832591,476575244,,,12
253,8,12647358,1,-16,158,-1295,10017,,,40319,362815,3626192,39832427,476567367,,,12
254,16,12647385,1,-16,159,-1321,10390,,,40319,362815,3626191,39832332,476562026,,,12
255,16,12647538,1,-16,157,-1262,9408,-69064,,40319,362815,3626193,39832515,476571936,6161350216,,13
256,16,12647583,1,-16,157,-1258,9297,,,40319,362815,3626193,39832511,476571471,,,12
257,16,12647835,1,-16,158,-1284,9579,,,40319,362815,3626192,39832416,476566221,,,12
258,16,12647853,1,-16,158,-1294,10052,,,40319,362815,3626192,39832426,476567188,,,12
259,8,12648375,1,-16,158,-1284,9590,,,40319,362815,3626192,39832416,476566210,,,12
260,16,12648537,1,-16,159,-1324,10522,,,40319,362815,3626191,39832335,476562326,,,12
261,16,12648573,1,-16,158,-1291,9919,,,40319,362815,3626192,39832423,476566889,,,12
262,16,12648735,1,-16,158,-1287,9742,,,40319,362815,3626192,39832419,476566490,,,12
263,16,12648753,1,-16,157,-1257,9216,,,40319,362815,3626193,39832510,476571408,,,12
264,8,12654378,1,-16,153,-1141,7339,-42786,,40319,362815,3626197,39832878,476591429,6162164375,,13
265,16,12654738,1,-16,156,-1228,8730,,,40319,362815,3626194,39832602,476576430,,,12
266,16,12654783,1,-16,155,-1190,7948,,,40319,362815,3626195,39832685,476580452,,,12
267,16,12654837,1,-16,156,-1227,8727,,,40319,362815,3626194,39832601,476576289,,,12
268,16,12654873,1,-16,155,-1190,7942,,,40319,362815,3626195,39832685,476580458,,,12
269,16,12657348,1,-16,156,-1218,8331,-49573,,40319,362815,3626194,39832592,476575389,6161468122,,13
270,16,12657384,1,-16,157,-1250,8968,,,40319,362815,3626193,39832503,476570648,,,12
271,16,12657438,1,-16,156,-1224,8564,,,40319,362815,3626194,39832598,476576020,,,12
272,16,12657483,1,-16,157,-1258,9306,,,40319,362815,3626193,39832511,476571462,,,12
273,16,12657834,1,-16,155,-1188,7885,,,40319,362815,3626195,39832683,476580227,,,12
274,16,12657843,1,-16,155,-1188,7871,,,40319,362815,3626195,39832683,476580241,,,12
275,16,12658347,1,-16,157,-1246,8768,,,40319,362815,3626193,39832499,476570272,,,12
276,16,12658374,1,-16,158,-1285,9674,,,40319,362815,3626192,39832417,476566270,,,12
277,16,12658437,1,-16,157,-1249,8845,,,40319,362815,3626193,39832502,476570627,,,12
278,16,12658473,1,-16,157,-1255,9146,,,40319,362815,3626193,39832508,476571190,,,12
279,16,12658734,1,-16,155,-1187,7839,,,40319,362815,3626195,39832682,476580129,,,12
280,16,12658743,1,-16,155,-1187,7819,,,40319,362815,3626195,39832682,476580149,,,12
281,16,12674538,1,-16,155,-1193,8037,,,40319,362815,3626195,39832688,476580795,,,12
282,16,12674583,1,-16,156,-1218,8355,,,40319,362815,3626194,39832592,476575365,,,12
283,16,12674835,1,-16,158,-1288,9792,,,40319,362815,3626192,39832420,476566584,,,12
284,16,12674853,1,-16,157,-1259,9337,,,40319,362815,3626193,39832512,476571575,,,12
285,8,12675348,1,-16,155,-1184,7656,,,40319,362815,3626195,39832679,476579880,,,12
286,16,12675384,1,-16,157,-1246,8750,,,40319,362815,3626193,39832499,476570290,,,12
287,16,12675438,1,-16,155,-1198,8266,,,40319,362815,3626195,39832693,476581286,,,12
288,16,12675483,1,-16,156,-1219,8432,,,40319,362815,3626194,39832593,476575432,,,12
289,16,12675834,1,-16,156,-1224,8661,,,40319,362815,3626194,39832598,476575923,,,12
290,16,12675843,1,-16,156,-1226,8709,,,40319,362815,3626194,39832600,476576163,,,12
291,8,12678345,1,-16,154,-1162,7557,,,40319,362815,3626196,39832778,476585523,,,12
292,16,12678354,1,-16,155,-1193,8129,,,40319,362815,3626195,39832688,476580703,,,12
293,16,12678435,1,-16,155,-1193,8128,,,40319,362815,3626195,39832688,476580704,,,12
294,16,12678453,1,-16,154,-1161,7507,-42973,,40319,362815,3626196,39832777,476585429,6161888754,,13
295,16,12678534,1,-16,154,-1160,7491,,,40319,362815,3626196,39832776,476585301,,,12
