class_id,size,representative,c8,c9,c10,c11,c12,c13,c14,Av8,Av9,Av10,Av11,Av12,Av13,Av14,cutoff
1272,8,14736825,1,-16,160,-1339,10442,,,40319,362815,3626190,39832229,476555854,,,12
1273,8,14736852,1,-16,160,-1351,10950,,,40319,362815,3626190,39832241,476557074,,,12
1274,8,14738256,1,-16,159,-1303,9677,,,40319,362815,3626191,39832314,476560147,,,12
1275,8,14738265,1,-16,159,-1306,9789,,,40319,362815,3626191,39832317,476560467,,,12
1276,8,14738526,1,-16,160,-1331,10073,,,40319,362815,3626190,39832221,476555071,,,12
1277,8,14738562,1,-16,159,-1313,10111,,,40319,362815,3626191,39832324,476561153,,,12
1278,8,14738625,1,-16,160,-1339,10462,,,40319,362815,3626190,39832229,476555834,,,12
1279,8,14738652,1,-16,159,-1310,9966,-71781,,40319,362815,3626191,39832321,476560866,6160861143,,13
1280,8,14752386,1,-16,159,-1310,9991,-73719,,40319,362815,3626191,39832321,476560841,6160858856,,13
1281,8,14752638,1,-16,160,-1351,10923,,,40319,362815,3626190,39832241,476557101,,,12
1282,8,14752683,1,-16,160,-1336,10343,,,40319,362815,3626190,39832226,476555521,,,12
1283,8,14752836,1,-16,160,-1334,10238,,,40319,362815,3626190,39832224,476555338,,,12
1284,8,14752863,1,-16,160,-1339,10449,,,40319,362815,3626190,39832229,476555847,,,12
1285,8,14753286,1,-16,159,-1316,10237,,,40319,362815,3626191,39832327,476561459,,,12
1286,8,14753628,1,-16,160,-1356,11162,,,40319,362815,3626190,39832246,476557582,,,12
1287,8,14753682,1,-16,160,-1356,11204,,,40319,362815,3626190,39832246,476557540,,,12
1288,8,14753826,1,-16,160,-1344,10710,,,40319,362815,3626190,39832234,476556306,,,12
1289,8,14753862,1,-16,160,-1351,10961,,,40319,362815,3626190,39832241,476557063,,,12
1290,8,14756238,1,-16,157,-1253,9127,,,40319,362815,3626193,39832506,476570921,,,12
1291,8,14756283,1,-16,158,-1277,9401,,,40319,362815,3626192,39832409,476565391,,,12
1292,8,14756328,1,-16,157,-1253,9113,,,40319,362815,3626193,39832506,476570935,,,12
1293,8,14756382,1,-16,158,-1284,9683,-72401,,40319,362815,3626192,39832416,476566117,6161083998,,13
1294,8,14756823,1,-16,157,-1258,9333,-69366,,40319,362815,3626193,39832511,476571435,6161314521,,13
1295,8,14756832,1,-16,157,-1258,9333,-69384,,40319,362815,3626193,39832511,476571435,6161314539,,13
1296,8,14758236,1,-16,159,-1310,10009,,,40319,362815,3626191,39832321,476560823,,,12
1297,8,14758263,1,-16,160,-1347,10799,,,40319,362815,3626190,39832237,476556649,,,12
1298,8,14758326,1,-16,159,-1307,9868,-70547,,40319,362815,3626191,39832318,476560532,6160839967,,13
1299,8,14758362,1,-16,160,-1354,11076,,,40319,362815,3626190,39832244,476557380,,,12
1300,8,14758623,1,-16,157,-1259,9350,,,40319,362815,3626193,39832512,476571562,,,12
1301,8,14758632,1,-16,157,-1259,9346,,,40319,362815,3626193,39832512,476571566,,,12
1302,8,14762385,1,-16,158,-1264,8843,,,40319,362815,3626192,39832396,476564077,,,12
1303,8,14762538,1,-16,159,-1315,10148,,,40319,362815,3626191,39832326,476561404,,,12
1304,8,14762583,1,-16,159,-1299,9497,,,40319,362815,3626191,39832310,476559751,,,12
1305,8,14762835,1,-16,159,-1306,9880,-72291,,40319,362815,3626191,39832317,476560376,6160827515,,13
1306,8,14762853,1,-16,159,-1298,9508,,,40319,362815,3626191,39832309,476559596,,,12
1307,4,14763258,1,-16,158,-1269,8895,,,40319,362815,3626192,39832401,476564745,,,12
1308,8,14763285,1,-16,158,-1265,8877,,,40319,362815,3626192,39832397,476564187,,,12
1309,8,14763528,1,-16,159,-1326,10635,,,40319,362815,3626191,39832337,476562501,,,12
1310,8,14763582,1,-16,159,-1321,10479,,,40319,362815,3626191,39832332,476561937,,,12
1311,8,14763825,1,-16,159,-1298,9500,-62164,,40319,362815,3626191,39832309,476559604,6160784264,,13
1312,8,14763852,1,-16,159,-1302,9563,,,40319,362815,3626191,39832313,476560117,,,12
1313,8,14765238,1,-16,156,-1215,8237,,,40319,362815,3626194,39832589,476575051,,,12
1314,8,14765283,1,-16,157,-1244,8776,,,40319,362815,3626193,39832497,476569976,,,12
1315,8,14765328,1,-16,156,-1220,8414,,,40319,362815,3626194,39832594,476575594,,,12
1316,8,14765382,1,-16,157,-1252,9064,,,40319,362815,3626193,39832505,476570840,,,12
1317,8,14765823,1,-16,155,-1186,7818,,,40319,362815,3626195,39832681,476580006,,,12
1318,8,14765832,1,-16,155,-1186,7812,,,40319,362815,3626195,39832681,476580012,,,12
1319,8,14768235,1,-16,157,-1248,8927,,,40319,362815,3626193,39832501,476570401,,,12
1320,8,14768253,1,-16,158,-1276,9358,-65342,,40319,362815,3626192,39832408,476565290,6161034520,,13
1321,8,14768325,1,-16,157,-1241,8648,-54286,,40319,362815,3626193,39832494,476569672,6161208350,,13
1322,8,14768352,1,-16,158,-1283,9588,,,40319,362815,3626192,39832415,476566068,,,12
1323,8,14768523,1,-16,157,-1257,9288,,,40319,362815,3626193,39832510,476571336,,,12
1324,8,14768532,1,-16,157,-1257,9277,-67780,,40319,362815,3626193,39832510,476571347,6161310231,,13
1325,8,14782356,1,-16,157,-1243,8699,,,40319,362815,3626193,39832496,476569909,,,12
1326,8,14782365,1,-16,157,-1239,8551,,,40319,362815,3626193,39832492,476569481,,,12
1327,8,14782536,1,-16,159,-1309,9966,,,40319,362815,3626191,39832320,476560722,,,12
1328,8,14782563,1,-16,158,-1269,9035,,,40319,362815,3626192,39832401,476564605,,,12
1329,8,14782635,1,-16,159,-1306,9848,-70837,,40319,362815,3626191,39832317,476560408,6160831469,,13
1330,8,14782653,1,-16,158,-1273,9204,-60718,,40319,362815,3626192,39832405,476565012,6161019418,,13
1331,8,14783256,1,-16,157,-1236,8392,,,40319,362815,3626193,39832489,476569208,,,12
1332,8,14783265,1,-16,157,-1238,8479,-48970,,40319,362815,3626193,39832491,476569409,6161195091,,13
1333,8,14783526,1,-16,159,-1305,9780,,,40319,362815,3626191,39832316,476560332,,,12
1334,8,14783562,1,-16,158,-1280,9423,,,40319,362815,3626192,39832412,476565801,,,12
1335,8,14783625,1,-16,159,-1309,9940,,,40319,362815,3626191,39832320,476560748,,,12
1336,8,14783652,1,-16,158,-1274,9182,,,40319,362815,3626192,39832406,476565178,,,12
1337,8,14785236,1,-16,158,-1269,9018,,,40319,362815,3626192,39832401,476564622,,,12
1338,8,14785263,1,-16,159,-1307,9817,,,40319,362815,3626191,39832318,476560583,,,12
1339,8,14785326,1,-16,158,-1271,9098,,,40319,362815,3626192,39832403,476564830,,,12
1340,8,14785362,1,-16,159,-1311,9972,,,40319,362815,3626191,39832322,476561004,,,12
1341,8,14785623,1,-16,156,-1219,8398,,,40319,362815,3626194,39832593,476575466,,,12
1342,8,14785632,1,-16,156,-1219,8405,,,40319,362815,3626194,39832593,476575459,,,12
1343,8,14786235,1,-16,157,-1244,8741,,,40319,362815,3626193,39832497,476570011,,,12
1344,8,14786253,1,-16,158,-1276,9328,,,40319,362815,3626192,39832408,476565320,,,12
1345,8,14786325,1,-16,157,-1238,8510,,,40319,362815,3626193,39832491,476569378,,,12
1346,8,14786352,1,-16,158,-1282,9519,-66118,,40319,362815,3626192,39832414,476565993,6161081095,,13
1347,8,14786523,1,-16,156,-1220,8485,,,40319,362815,3626194,39832594,476575523,,,12
1348,8,14786532,1,-16,156,-1220,8470,-54071,,40319,362815,3626194,39832594,476575538,6161473465,,13
1349,4,14825673,1,-16,158,-1270,9111,,,40319,362815,3626192,39832402,476564673,,,12
1350,4,14825763,1,-16,158,-1261,8679,,,40319,362815,3626192,39832393,476563809,,,12
1351,4,14826573,1,-16,158,-1261,8651,,,40319,362815,3626192,39832393,476563837,,,12
1352,8,14826753,1,-16,158,-1275,9290,-62926,,40319,362815,3626192,39832407,476565214,6161031428,,13
1353,4,14827653,1,-16,157,-1252,9065,,,40319,362815,3626193,39832505,476570839,,,12
1354,8,14832567,1,-16,157,-1249,8940,-60201,,40319,362815,3626193,39832502,476570532,6161262261,,13
1355,8,14832576,1,-16,157,-1247,8897,,,40319,362815,3626193,39832500,476570287,,,12
1356,8,14832657,1,-16,157,-1247,8852,,,40319,362815,3626193,39832500,476570332,,,12
1357,8,14832675,1,-16,157,-1242,8654,,,40319,362815,3626193,39832495,476569810,,,12
1358,8,14832756,1,-16,157,-1242,8631,,,40319,362815,3626193,39832495,476569833,,,12
1359,8,14832765,1,-16,157,-1254,9129,,,40319,362815,3626193,39832507,476571063,,,12
1360,8,14835267,1,-16,159,-1310,9966,-72220,,40319,362815,3626191,39832321,476560866,6160861582,,13
1361,8,14835276,1,-16,159,-1308,9899,,,40319,362815,3626191,39832319,476560645,,,12
1362,8,14835627,1,-16,159,-1305,9794,,,40319,362815,3626191,39832316,476560318,,,12
1363,8,14835672,1,-16,158,-1286,9726,,,40319,362815,3626192,39832418,476566362,,,12
1364,8,14835726,1,-16,160,-1338,10417,,,40319,362815,3626190,39832228,476555735,,,12
1365,8,14835762,1,-16,158,-1274,9187,,,40319,362815,3626192,39832406,476565173,,,12
1366,8,14836257,1,-16,160,-1347,10767,,,40319,362815,3626190,39832237,476556681,,,12
1367,8,14836275,1,-16,160,-1342,10569,,,40319,362815,3626190,39832232,476556159,,,12
1368,8,14836527,1,-16,159,-1303,9701,,,40319,362815,3626191,39832314,476560123,,,12
1369,8,14836572,1,-16,158,-1278,9375,-63351,,40319,362815,3626192,39832410,476565561,6161053992,,13
1370,8,14836725,1,-16,159,-1302,9637,,,40319,362815,3626191,39832313,476560043,,,12
1371,8,14836752,1,-16,158,-1275,9260,,,40319,362815,3626192,39832407,476565244,,,12
1372,8,14837256,1,-16,159,-1312,10077,,,40319,362815,3626191,39832323,476561043,,,12
1373,8,14837265,1,-16,158,-1284,9661,,,40319,362815,3626192,39832416,476566139,,,12
1374,8,14837526,1,-16,160,-1340,10522,,,40319,362815,3626190,39832230,476555918,,,12
1375,8,14837562,1,-16,158,-1278,9404,,,40319,362815,3626192,39832410,476565532,,,12
1376,8,14837625,1,-16,159,-1307,9855,-69823,,40319,362815,3626191,39832318,476560545,6160841440,,13
1377,8,14837652,1,-16,157,-1249,8946,-60383,,40319,362815,3626193,39832502,476570526,6161261429,,13
1378,8,14852367,1,-16,158,-1271,9106,,,40319,362815,3626192,39832403,476564822,,,12
1379,8,14852376,1,-16,158,-1271,9138,,,40319,362815,3626192,39832403,476564790,,,12
1380,8,14852637,1,-16,160,-1342,10594,,,40319,362815,3626190,39832232,476556134,,,12
1381,8,14852673,1,-16,159,-1298,9477,,,40319,362815,3626191,39832309,476559627,,,12
1382,8,14852736,1,-16,160,-1331,10074,,,40319,362815,3626190,39832221,476555070,,,12
1383,8,14852763,1,-16,159,-1298,9483,,,40319,362815,3626191,39832309,476559621,,,12
1384,8,14853267,1,-16,158,-1275,9270,,,40319,362815,3626192,39832407,476565234,,,12
1385,8,14853276,1,-16,158,-1275,9282,-62558,,40319,362815,3626192,39832407,476565222,6161032412,,13
1386,8,14853627,1,-16,160,-1342,10603,,,40319,362815,3626190,39832232,476556125,,,12
1387,8,14853672,1,-16,159,-1312,10069,-74790,,40319,362815,3626191,39832323,476561051,6160871081,,13
1388,8,14853726,1,-16,160,-1340,10529,,,40319,362815,3626190,39832230,476555911,,,12
1389,8,14853762,1,-16,159,-1308,9871,,,40319,362815,3626191,39832319,476560673,,,12
1390,8,14856237,1,-16,158,-1272,9169,,,40319,362815,3626192,39832404,476564903,,,12
1391,8,14856273,1,-16,159,-1309,9959,,,40319,362815,3626191,39832320,476560729,,,12
1392,8,14856327,1,-16,158,-1272,9173,,,40319,362815,3626192,39832404,476564899,,,12
1393,8,14856372,1,-16,159,-1309,9906,,,40319,362815,3626191,39832320,476560782,,,12
1394,8,14856723,1,-16,156,-1221,8483,,,40319,362815,3626194,39832595,476575669,,,12
1395,8,14856732,1,-16,156,-1221,8485,-53335,,40319,362815,3626194,39832595,476575667,6161482362,,13
1396,8,14857236,1,-16,159,-1306,9820,-69084,,40319,362815,3626191,39832317,476560436,6160834448,,13
1397,8,14857263,1,-16,160,-1346,10766,,,40319,362815,3626190,39832236,476556538,,,12
1398,8,14857326,1,-16,159,-1304,9738,,,40319,362815,3626191,39832315,476560230,,,12
1399,8,14857362,1,-16,160,-1352,10990,,,40319,362815,3626190,39832242,476557178,,,12
1400,8,14857623,1,-16,157,-1255,9197,-65842,,40319,362815,3626193,39832508,476571139,6161297477,,13
1401,8,14857632,1,-16,157,-1255,9192,,,40319,362815,3626193,39832508,476571144,,,12
1402,8,14862357,1,-16,159,-1312,10127,,,40319,362815,3626191,39832323,476560993,,,12
1403,8,14862375,1,-16,159,-1296,9352,,,40319,362815,3626191,39832307,476559464,,,12
1404,8,14862537,1,-16,160,-1336,10311,,,40319,362815,3626190,39832226,476555553,,,12
1405,8,14862573,1,-16,160,-1330,10066,,,40319,362815,3626190,39832220,476554934,,,12
1406,8,14862735,1,-16,160,-1345,10738,-86515,,40319,362815,3626190,39832235,476556422,6160680513,,13
1407,8,14862753,1,-16,160,-1341,10531,-80406,,40319,362815,3626190,39832231,476556053,6160660715,,13
1408,8,14863257,1,-16,159,-1300,9530,,,40319,362815,3626191,39832311,476559862,,,12
1409,8,14863275,1,-16,159,-1299,9508,,,40319,362815,3626191,39832310,476559740,,,12
1410,8,14863527,1,-16,160,-1344,10662,,,40319,362815,3626190,39832234,476556354,,,12
1411,8,14863572,1,-16,160,-1348,10806,,,40319,362815,3626190,39832238,476556786,,,12
1412,8,14863725,1,-16,160,-1335,10245,,,40319,362815,3626190,39832225,476555475,,,12
1413,8,14863752,1,-16,160,-1350,10856,,,40319,362815,3626190,39832240,476557024,,,12
1414,8,14865237,1,-16,158,-1272,9205,-62021,,40319,362815,3626192,39832404,476564867,6161008384,,13
1415,8,14865273,1,-16,159,-1302,9651,,,40319,362815,3626191,39832313,476560029,,,12
1416,8,14865327,1,-16,158,-1275,9286,-62536,,40319,362815,3626192,39832407,476565218,6161031714,,13
1417,8,14865372,1,-16,159,-1309,9938,,,40319,362815,3626191,39832320,476560750,,,12
1418,8,14865723,1,-16,157,-1253,9109,,,40319,362815,3626193,39832506,476570939,,,12
1419,8,14865732,1,-16,157,-1253,9107,-63584,,40319,362815,3626193,39832506,476570941,6161286093,,13
1420,8,14867235,1,-16,157,-1246,8813,-56514,,40319,362815,3626193,39832499,476570227,6161243533,,13
1421,8,14867253,1,-16,158,-1276,9321,,,40319,362815,3626192,39832408,476565327,,,12
1422,8,14867325,1,-16,157,-1238,8490,,,40319,362815,3626193,39832491,476569398,,,12
1423,8,14867352,1,-16,158,-1286,9694,,,40319,362815,3626192,39832418,476566394,,,12
1424,8,14867523,1,-16,156,-1222,8573,,,40319,362815,3626194,39832596,476575723,,,12
1425,8,14867532,1,-16,156,-1222,8556,-56205,,40319,362815,3626194,39832596,476575740,6161485401,,13
1426,8,14872356,1,-16,157,-1238,8494,,,40319,362815,3626193,39832491,476569394,,,12
1427,8,14872365,1,-16,157,-1236,8425,,,40319,362815,3626193,39832489,476569175,,,12
1428,8,14872536,1,-16,159,-1306,9828,,,40319,362815,3626191,39832317,476560428,,,12
1429,8,14872563,1,-16,158,-1266,8916,,,40319,362815,3626192,39832398,476564292,,,12
1430,8,14872635,1,-16,159,-1306,9838,-70275,,40319,362815,3626191,39832317,476560418,6160832597,,13
1431,8,14872653,1,-16,158,-1278,9426,-66361,,40319,362815,3626192,39832410,476565510,6161048383,,13
1432,8,14873256,1,-16,157,-1236,8465,,,40319,362815,3626193,39832489,476569135,,,12
1433,8,14873265,1,-16,157,-1236,8394,,,40319,362815,3626193,39832489,476569206,,,12
1434,8,14873526,1,-16,159,-1303,9702,,,40319,362815,3626191,39832314,476560122,,,12
1435,8,14873562,1,-16,158,-1273,9097,,,40319,362815,3626192,39832405,476565119,,,12
1436,8,14873625,1,-16,159,-1309,9929,,,40319,362815,3626191,39832320,476560759,,,12
1437,8,14873652,1,-16,158,-1275,9218,,,40319,362815,3626192,39832407,476565286,,,12
1438,8,14875236,1,-16,158,-1271,9094,,,40319,362815,3626192,39832403,476564834,,,12
1439,8,14875263,1,-16,159,-1312,10067,,,40319,362815,3626191,39832323,476561053,,,12
1440,8,14875326,1,-16,158,-1277,9388,,,40319,362815,3626192,39832409,476565404,,,12
1441,8,14875362,1,-16,159,-1315,10179,,,40319,362815,3626191,39832326,476561373,,,12
1442,8,14875623,1,-16,156,-1220,8467,-53724,,40319,362815,3626194,39832594,476575541,6161473625,,13
1443,8,14875632,1,-16,156,-1220,8467,-53758,,40319,362815,3626194,39832594,476575541,6161473659,,13
1444,8,14876235,1,-16,157,-1247,8856,,,40319,362815,3626193,39832500,476570328,,,12
1445,8,14876253,1,-16,158,-1285,9742,,,40319,362815,3626192,39832417,476566202,,,12
1446,8,14876325,1,-16,157,-1244,8774,,,40319,362815,3626193,39832497,476569978,,,12
1447,8,14876352,1,-16,158,-1289,9836,,,40319,362815,3626192,39832421,476566684,,,12
1448,8,14876523,1,-16,155,-1190,7970,,,40319,362815,3626195,39832685,476580430,,,12
1449,8,14876532,1,-16,155,-1192,8040,,,40319,362815,3626195,39832687,476580648,,,12
1450,8,15342786,1,-16,155,-1193,8052,,,40319,362815,3626195,39832688,476580780,,,12
1451,8,15346782,1,-16,156,-1225,8670,,,40319,362815,3626194,39832599,476576058,,,12
1452,8,15346827,1,-16,158,-1284,9711,,,40319,362815,3626192,39832416,476566089,,,12
1453,8,15346872,1,-16,156,-1220,8484,-54830,,40319,362815,3626194,39832594,476575524,6161471858,,13
1454,8,15347286,1,-16,158,-1276,9310,,,40319,362815,3626192,39832408,476565338,,,12
1455,8,15347682,1,-16,156,-1220,8474,-54263,,40319,362815,3626194,39832594,476575534,6161472981,,13
1456,8,15347826,1,-16,157,-1237,8469,-49821,,40319,362815,3626193,39832490,476569275,6161185464,,13
1457,8,15347862,1,-16,156,-1208,7950,-41099,,40319,362815,3626194,39832582,476574330,6161402357,,13
1458,8,15348267,1,-16,157,-1240,8557,,,40319,362815,3626193,39832493,476569619,,,12
1459,8,15348276,1,-16,157,-1247,8820,,,40319,362815,3626193,39832500,476570364,,,12
1460,8,15348627,1,-16,158,-1272,9174,,,40319,362815,3626192,39832404,476564898,,,12
1461,8,15348672,1,-16,156,-1208,7933,,,40319,362815,3626194,39832582,476574347,,,12
1462,8,15348726,1,-16,157,-1237,8458,,,40319,362815,3626193,39832490,476569286,,,12
1463,8,15348762,1,-16,156,-1221,8546,-57029,,40319,362815,3626194,39832595,476575606,6161475747,,13
1464,8,15362784,1,-16,159,-1308,9876,-69915,,40319,362815,3626191,39832319,476560668,6160850151,,13
1465,8,15362847,1,-16,160,-1341,10454,,,40319,362815,3626190,39832231,476556130,,,12
1466,8,15362874,1,-16,159,-1308,9888,,,40319,362815,3626191,39832319,476560656,,,12
1467,8,15364782,1,-16,157,-1256,9224,,,40319,362815,3626193,39832509,476571256,,,12
1468,8,15364827,1,-16,158,-1280,9473,,,40319,362815,3626192,39832412,476565751,,,12
1469,8,15364872,1,-16,157,-1254,9146,,,40319,362815,3626193,39832507,476571046,,,12
1470,8,15367284,1,-16,159,-1306,9824,,,40319,362815,3626191,39832317,476560432,,,12
1471,8,15367482,1,-16,159,-1320,10390,,,40319,362815,3626191,39832331,476561882,,,12
1472,8,15367824,1,-16,158,-1284,9668,,,40319,362815,3626192,39832416,476566132,,,12
1473,8,15367842,1,-16,158,-1287,9758,,,40319,362815,3626192,39832419,476566474,,,12
1474,8,15368247,1,-16,160,-1341,10540,,,40319,362815,3626190,39832231,476556044,,,12
1475,8,15368274,1,-16,160,-1337,10411,,,40319,362815,3626190,39832227,476555597,,,12
1476,8,15368427,1,-16,160,-1340,10463,,,40319,362815,3626190,39832230,476555977,,,12
1477,8,15368472,1,-16,160,-1355,11099,,,40319,362815,3626190,39832245,476557501,,,12
1478,8,15368724,1,-16,158,-1278,9447,,,40319,362815,3626192,39832410,476565489,,,12
1479,8,15368742,1,-16,158,-1280,9448,,,40319,362815,3626192,39832412,476565776,,,12
1480,2,15372648,1,-16,159,-1313,10002,,,40319,362815,3626191,39832324,476561262,,,12
1481,8,15372684,1,-16,160,-1345,10684,,,40319,362815,3626190,39832235,476556476,,,12
1482,4,15372846,1,-16,160,-1341,10496,,,40319,362815,3626190,39832231,476556088,,,12
1483,8,15372864,1,-16,160,-1345,10715,,,40319,362815,3626190,39832235,476556445,,,12
1484,8,15374286,1,-16,160,-1349,10843,,,40319,362815,3626190,39832239,476556893,,,12
1485,4,15374628,1,-16,159,-1319,10321,,,40319,362815,3626191,39832330,476561807,,,12
1486,8,15374682,1,-16,159,-1323,10535,,,40319,362815,3626191,39832334,476562169,,,12
1487,8,15374826,1,-16,160,-1341,10530,,,40319,362815,3626190,39832231,476556054,,,12
1488,8,15374862,1,-16,159,-1315,10177,,,40319,362815,3626191,39832326,476561375,,,12
1489,8,15376248,1,-16,159,-1315,10159,,,40319,362815,3626191,39832326,476561393,,,12
1490,8,15376284,1,-16,159,-1304,9754,,,40319,362815,3626191,39832315,476560214,,,12
1491,8,15376428,1,-16,158,-1287,9721,,,40319,362815,3626192,39832419,476566511,,,12
1492,8,15376482,1,-16,158,-1284,9614,,,40319,362815,3626192,39832416,476566186,,,12
1493,8,15376824,1,-16,158,-1280,9511,,,40319,362815,3626192,39832412,476565713,,,12
1494,8,15376842,1,-16,158,-1284,9623,,,40319,362815,3626192,39832416,476566177,,,12
1495,8,15378246,1,-16,159,-1306,9812,,,40319,362815,3626191,39832317,476560444,,,12
1496,8,15378264,1,-16,159,-1305,9796,,,40319,362815,3626191,39832316,476560316,,,12
1497,8,15378426,1,-16,159,-1297,9371,,,40319,362815,3626191,39832308,476559589,,,12
1498,8,15378462,1,-16,159,-1315,10172,,,40319,362815,3626191,39832326,476561380,,,12
1499,8,15378624,1,-16,158,-1272,9116,,,40319,362815,3626192,39832404,476564956,,,12
1500,8,15378642,1,-16,158,-1284,9653,-71073,,40319,362815,3626192,39832416,476566147,6161087740,,13
1501,4,15382674,1,-16,159,-1306,9839,,,40319,362815,3626191,39832317,476560417,,,12
1502,4,15382764,1,-16,158,-1282,9566,-68998,,40319,362815,3626192,39832414,476565946,6161076032,,13
1503,8,15384267,1,-16,159,-1308,9876,-70103,,40319,362815,3626191,39832319,476560668,6160850339,,13
1504,8,15384276,1,-16,159,-1311,10007,,,40319,362815,3626191,39832322,476560969,,,12
1505,8,15384627,1,-16,160,-1336,10305,,,40319,362815,3626190,39832226,476555559,,,12
1506,8,15384672,1,-16,159,-1315,10178,,,40319,362815,3626191,39832326,476561374,,,12
1507,8,15384726,1,-16,160,-1342,10585,,,40319,362815,3626190,39832232,476556143,,,12
1508,8,15384762,1,-16,159,-1316,10233,,,40319,362815,3626191,39832327,476561463,,,12
1509,8,15386247,1,-16,160,-1333,10148,,,40319,362815,3626190,39832223,476555284,,,12
1510,8,15386274,1,-16,160,-1334,10224,,,40319,362815,3626190,39832224,476555352,,,12
1511,8,15386427,1,-16,160,-1344,10645,-82810,,40319,362815,3626190,39832234,476556371,6160680357,,13
1512,8,15386472,1,-16,160,-1351,10945,-89884,,40319,362815,3626190,39832241,476557079,6160721907,,13
1513,8,15386724,1,-16,158,-1272,9134,,,40319,362815,3626192,39832404,476564938,,,12
1514,8,15386742,1,-16,158,-1281,9507,,,40319,362815,3626192,39832413,476565861,,,12
1515,8,15387246,1,-16,159,-1303,9697,,,40319,362815,3626191,39832314,476560127,,,12
1516,8,15387264,1,-16,159,-1309,9968,-73390,,40319,362815,3626191,39832320,476560720,6160850246,,13
1517,8,15387426,1,-16,159,-1300,9538,,,40319,362815,3626191,39832311,476559854,,,12
1518,8,15387462,1,-16,159,-1312,10007,,,40319,362815,3626191,39832323,476561113,,,12
1519,8,15387624,1,-16,158,-1285,9722,,,40319,362815,3626192,39832417,476566222,,,12
1520,8,15387642,1,-16,157,-1256,9234,-66984,,40319,362815,3626193,39832509,476571246,6161304534,,13
1521,8,15432786,1,-16,154,-1172,7906,-50904,,40319,362815,3626196,39832788,476586614,6161963102,,13
1522,8,15436782,1,-16,155,-1194,8126,-51490,,40319,362815,3626195,39832689,476580850,6161703428,,13
1523,8,15436827,1,-16,157,-1254,9178,,,40319,362815,3626193,39832507,476571014,,,12
1524,8,15436872,1,-16,155,-1192,8079,-51606,,40319,362815,3626195,39832687,476580609,6161687151,,13
1525,8,15437286,1,-16,158,-1293,10017,,,40319,362815,3626192,39832425,476567079,,,12
1526,8,15437682,1,-16,155,-1193,8095,-51161,,40319,362815,3626195,39832688,476580737,6161696170,,13
1527,8,15437826,1,-16,157,-1250,8992,,,40319,362815,3626193,39832503,476570624,,,12
1528,8,15437862,1,-16,156,-1225,8723,,,40319,362815,3626194,39832599,476576005,,,12
1529,8,15438267,1,-16,157,-1259,9354,,,40319,362815,3626193,39832512,476571558,,,12
1530,8,15438276,1,-16,156,-1227,8740,,,40319,362815,3626194,39832601,476576276,,,12
1531,8,15438627,1,-16,158,-1287,9824,,,40319,362815,3626192,39832419,476566408,,,12
1532,8,15438672,1,-16,156,-1225,8722,,,40319,362815,3626194,39832599,476576006,,,12
1533,8,15438726,1,-16,157,-1253,9118,,,40319,362815,3626193,39832506,476570930,,,12
1534,8,15438762,1,-16,155,-1194,8144,,,40319,362815,3626195,39832689,476580832,,,12
1535,8,15462783,1,-16,157,-1237,8426,,,40319,362815,3626193,39832490,476569318,,,12
1536,8,15462837,1,-16,158,-1270,9027,,,40319,362815,3626192,39832402,476564757,,,12
1537,8,15462873,1,-16,157,-1237,8453,,,40319,362815,3626193,39832490,476569291,,,12
1538,8,15463782,1,-16,157,-1253,9106,,,40319,362815,3626193,39832506,476570942,,,12
1539,8,15463827,1,-16,158,-1286,9778,-75524,,40319,362815,3626192,39832418,476566310,6161095402,,13
1540,8,15463872,1,-16,157,-1253,9134,,,40319,362815,3626193,39832506,476570914,,,12
1541,8,15467283,1,-16,157,-1251,9076,,,40319,362815,3626193,39832504,476570684,,,12
1542,8,15467382,1,-16,157,-1251,9031,,,40319,362815,3626193,39832504,476570729,,,12
1543,8,15467823,1,-16,155,-1192,8050,-49789,,40319,362815,3626195,39832687,476580638,6161690235,,13
1544,8,15467832,1,-16,155,-1192,8050,-49841,,40319,362815,3626195,39832687,476580638,6161690287,,13
1545,8,15468237,1,-16,157,-1238,8509,,,40319,362815,3626193,39832491,476569379,,,12
1546,8,15468273,1,-16,158,-1276,9390,,,40319,362815,3626192,39832408,476565258,,,12
1547,8,15468327,1,-16,157,-1238,8528,,,40319,362815,3626193,39832491,476569360,,,12
1548,8,15468372,1,-16,158,-1278,9384,-63826,,40319,362815,3626192,39832410,476565552,6161052946,,13
1549,8,15468723,1,-16,155,-1185,7767,-43348,,40319,362815,3626195,39832680,476579913,6161646445,,13
1550,8,15468732,1,-16,155,-1185,7767,-43424,,40319,362815,3626195,39832680,476579913,6161646521,,13
1551,8,15472386,1,-16,158,-1270,9052,,,40319,362815,3626192,39832402,476564732,,,12
1552,8,15472683,1,-16,159,-1308,9903,,,40319,362815,3626191,39832319,476560641,,,12
1553,8,15472836,1,-16,159,-1305,9811,,,40319,362815,3626191,39832316,476560301,,,12
1554,8,15472863,1,-16,159,-1301,9633,,,40319,362815,3626191,39832312,476559903,,,12
1555,8,15473286,1,-16,158,-1274,9175,,,40319,362815,3626192,39832406,476565185,,,12
1556,8,15473682,1,-16,158,-1287,9760,,,40319,362815,3626192,39832419,476566472,,,12
1557,8,15473826,1,-16,159,-1309,9942,,,40319,362815,3626191,39832320,476560746,,,12
1558,8,15473862,1,-16,159,-1315,10182,-77108,,40319,362815,3626191,39832326,476561370,6160890806,,13
