rank,pattern,contains_10,avoids_10
13116,36247158,2610,3626190
13117,36247185,2610,3626190
13118,36247518,2610,3626190
13119,36247581,2610,3626190
13120,36247815,2609,3626191
13121,36247851,2609,3626191
13122,36248157,2610,3626190
13123,36248175,2610,3626190
13124,36248517,2610,3626190
13125,36248571,2610,3626190
13126,36248715,2609,3626191
13127,36248751,2609,3626191
13128,36251478,2608,3626192
13129,36251487,2608,3626192
13130,36251748,2610,3626190
13131,36251784,2609,3626191
13132,36251847,2610,3626190
13133,36251874,2609,3626191
13134,36254178,2607,3626193
13135,36254187,2607,3626193
13136,36254718,2608,3626192
13137,36254781,2607,3626193
13138,36254817,2608,3626192
13139,36254871,2607,3626193
13140,36257148,2610,3626190
13141,36257184,2610,3626190
13142,36257418,2610,3626190
13143,36257481,2610,3626190
13144,36257814,2609,3626191
13145,36257841,2609,3626191
13146,36258147,2610,3626190
13147,36258174,2610,3626190
13148,36258417,2610,3626190
13149,36258471,2610,3626190
13150,36258714,2609,3626191
13151,36258741,2609,3626191
13152,36271458,2609,3626191
13153,36271485,2610,3626190
13154,36271548,2609,3626191
13155,36271584,2610,3626190
13156,36271845,2609,3626191
13157,36271854,2609,3626191
13158,36274158,2610,3626190
13159,36274185,2610,3626190
13160,36274518,2609,3626191
13161,36274581,2609,3626191
13162,36274815,2610,3626190
13163,36274851,2610,3626190
13164,36275148,2610,3626190
13165,36275184,2610,3626190
13166,36275418,2609,3626191
13167,36275481,2609,3626191
13168,36275814,2610,3626190
13169,36275841,2610,3626190
13170,36278145,2608,3626192
13171,36278154,2608,3626192
13172,36278415,2609,3626191
13173,36278451,2608,3626192
13174,36278514,2609,3626191
13175,36278541,2608,3626192
13176,36281457,2609,3626191
13177,36281475,2610,3626190
13178,36281547,2609,3626191
13179,36281574,2610,3626190
13180,36281745,2609,3626191
13181,36281754,2609,3626191
13182,36284157,2610,3626190
13183,36284175,2610,3626190
13184,36284517,2609,3626191
13185,36284571,2609,3626191
13186,36284715,2610,3626190
13187,36284751,2610,3626190
13188,36285147,2610,3626190
13189,36285174,2610,3626190
13190,36285417,2609,3626191
13191,36285471,2609,3626191
13192,36285714,2610,3626190
13193,36285741,2610,3626190
13194,36287145,2608,3626192
13195,36287154,2608,3626192
13196,36287415,2609,3626191
13197,36287451,2608,3626192
13198,36287514,2609,3626191
13199,36287541,2608,3626192
13200,36412578,2608,3626192
13201,36412587,2608,3626192
13202,36412758,2609,3626191
13203,36412785,2608,3626192
13204,36412857,2609,3626191
13205,36412875,2608,3626192
13206,36415278,2609,3626191
13207,36415287,2609,3626191
13208,36415728,2610,3626190
13209,36415782,2609,3626191
13210,36415827,2610,3626190
13211,36415872,2609,3626191
13212,36417258,2610,3626190
13213,36417285,2610,3626190
13214,36417528,2610,3626190
13215,36417582,2610,3626190
13216,36417825,2609,3626191
13217,36417852,2609,3626191
13218,36418257,2610,3626190
13219,36418275,2610,3626190
13220,36418527,2610,3626190
13221,36418572,2610,3626190
13222,36418725,2609,3626191
13223,36418752,2609,3626191
13224,36421578,2608,3626192
13225,36421587,2608,3626192
13226,36421758,2609,3626191
13227,36421785,2608,3626192
13228,36421857,2609,3626191
13229,36421875,2608,3626192
13230,36425178,2609,3626191
13231,36425187,2609,3626191
13232,36425718,2610,3626190
13233,36425781,2609,3626191
13234,36425817,2610,3626190
13235,36425871,2609,3626191
13236,36427158,2610,3626190
13237,36427185,2610,3626190
13238,36427518,2610,3626190
13239,36427581,2610,3626190
13240,36427815,2609,3626191
13241,36427851,2609,3626191
13242,36428157,2610,3626190
13243,36428175,2610,3626190
13244,36428517,2610,3626190
13245,36428571,2610,3626190
13246,36428715,2609,3626191
13247,36428751,2609,3626191
13248,36451278,2606,3626194
13249,36451287,2606,3626194
13250,36451728,2608,3626192
13251,36451782,2607,3626193
13252,36451827,2608,3626192
13253,36451872,2607,3626193
13254,36452178,2606,3626194
13255,36452187,2606,3626194
13256,36452718,2608,3626192
13257,36452781,2607,3626193
13258,36452817,2608,3626192
13259,36452871,2607,3626193
13260,36457128,2607,3626193
13261,36457182,2608,3626192
13262,36457218,2607,3626193
13263,36457281,2608,3626192
13264,36457812,2606,3626194
13265,36457821,2606,3626194
13266,36458127,2607,3626193
13267,36458172,2608,3626192
13268,36458217,2607,3626193
13269,36458271,2608,3626192
13270,36458712,2606,3626194
13271,36458721,2606,3626194
13272,36471258,2609,3626191
13273,36471285,2609,3626191
13274,36471528,2610,3626190
13275,36471582,2610,3626190
13276,36471825,2610,3626190
13277,36471852,2610,3626190
13278,36472158,2609,3626191
13279,36472185,2609,3626191
13280,36472518,2610,3626190
13281,36472581,2610,3626190
13282,36472815,2610,3626190
13283,36472851,2610,3626190
13284,36475128,2607,3626193
13285,36475182,2608,3626192
13286,36475218,2607,3626193
13287,36475281,2608,3626192
13288,36475812,2607,3626193
13289,36475821,2607,3626193
13290,36478125,2608,3626192
13291,36478152,2609,3626191
13292,36478215,2608,3626192
13293,36478251,2609,3626191
13294,36478512,2608,3626192
13295,36478521,2608,3626192
13296,36481257,2609,3626191
13297,36481275,2609,3626191
13298,36481527,2610,3626190
13299,36481572,2610,3626190
13300,36481725,2610,3626190
13301,36481752,2610,3626190
13302,36482157,2609,3626191
13303,36482175,2609,3626191
13304,36482517,2610,3626190
13305,36482571,2610,3626190
13306,36482715,2610,3626190
13307,36482751,2610,3626190
13308,36485127,2609,3626191
13309,36485172,2610,3626190
13310,36485217,2609,3626191
13311,36485271,2610,3626190
13312,36485712,2608,3626192
13313,36485721,2608,3626192
13314,36487125,2608,3626192
13315,36487152,2609,3626191
13316,36487215,2608,3626192
13317,36487251,2609,3626191
13318,36487512,2607,3626193
13319,36487521,2607,3626193
13320,36512478,2607,3626193
13321,36512487,2607,3626193
13322,36512748,2608,3626192
13323,36512784,2607,3626193
13324,36512847,2608,3626192
13325,36512874,2607,3626193
13326,36514278,2608,3626192
13327,36514287,2608,3626192
13328,36514728,2609,3626191
13329,36514782,2608,3626192
13330,36514827,2609,3626191
13331,36514872,2608,3626192
13332,36517248,2609,3626191
13333,36517284,2609,3626191
13334,36517428,2609,3626191
13335,36517482,2609,3626191
13336,36517824,2608,3626192
13337,36517842,2608,3626192
13338,36518247,2609,3626191
13339,36518274,2609,3626191
13340,36518427,2609,3626191
13341,36518472,2609,3626191
13342,36518724,2608,3626192
13343,36518742,2608,3626192
13344,36521478,2607,3626193
13345,36521487,2607,3626193
13346,36521748,2608,3626192
13347,36521784,2607,3626193
13348,36521847,2608,3626192
13349,36521874,2607,3626193
13350,36524178,2608,3626192
13351,36524187,2608,3626192
13352,36524718,2609,3626191
13353,36524781,2608,3626192
13354,36524817,2609,3626191
13355,36524871,2608,3626192
13356,36527148,2609,3626191
13357,36527184,2609,3626191
13358,36527418,2609,3626191
13359,36527481,2609,3626191
13360,36527814,2608,3626192
13361,36527841,2608,3626192
13362,36528147,2609,3626191
13363,36528174,2609,3626191
13364,36528417,2609,3626191
13365,36528471,2609,3626191
13366,36528714,2608,3626192
13367,36528741,2608,3626192
13368,36541278,2605,3626195
13369,36541287,2605,3626195
13370,36541728,2607,3626193
13371,36541782,2606,3626194
13372,36541827,2607,3626193
13373,36541872,2606,3626194
13374,36542178,2605,3626195
13375,36542187,2605,3626195
13376,36542718,2607,3626193
13377,36542781,2606,3626194
13378,36542817,2607,3626193
13379,36542871,2606,3626194
13380,36547128,2605,3626195
13381,36547182,2606,3626194
13382,36547218,2605,3626195
13383,36547281,2606,3626194
13384,36547812,2604,3626196
13385,36547821,2604,3626196
13386,36548127,2606,3626194
13387,36548172,2607,3626193
13388,36548217,2606,3626194
13389,36548271,2607,3626193
13390,36548712,2604,3626196
13391,36548721,2604,3626196
13392,36571248,2607,3626193
13393,36571284,2607,3626193
13394,36571428,2608,3626192
13395,36571482,2608,3626192
13396,36571824,2608,3626192
13397,36571842,2608,3626192
13398,36572148,2607,3626193
13399,36572184,2607,3626193
13400,36572418,2608,3626192
13401,36572481,2608,3626192
13402,36572814,2608,3626192
13403,36572841,2608,3626192
13404,36574128,2607,3626193
13405,36574182,2608,3626192
13406,36574218,2607,3626193
13407,36574281,2608,3626192
13408,36574812,2607,3626193
13409,36574821,2607,3626193
13410,36578124,2606,3626194
13411,36578142,2607,3626193
13412,36578214,2606,3626194
13413,36578241,2607,3626193
13414,36578412,2606,3626194
13415,36578421,2606,3626194
13416,36581247,2608,3626192
13417,36581274,2608,3626192
13418,36581427,2609,3626191
13419,36581472,2609,3626191
13420,36581724,2609,3626191
13421,36581742,2609,3626191
13422,36582147,2608,3626192
13423,36582174,2608,3626192
13424,36582417,2609,3626191
13425,36582471,2609,3626191
13426,36582714,2609,3626191
13427,36582741,2609,3626191
13428,36584127,2608,3626192
13429,36584172,2609,3626191
13430,36584217,2608,3626192
13431,36584271,2609,3626191
13432,36584712,2607,3626193
13433,36584721,2607,3626193
13434,36587124,2606,3626194
13435,36587142,2607,3626193
13436,36587214,2606,3626194
13437,36587241,2607,3626193
13438,36587412,2606,3626194
13439,36587421,2606,3626194
13440,36712458,2607,3626193
13441,36712485,2608,3626192
13442,36712548,2607,3626193
13443,36712584,2608,3626192
13444,36712845,2607,3626193
13445,36712854,2607,3626193
13446,36714258,2609,3626191
13447,36714285,2609,3626191
13448,36714528,2608,3626192
13449,36714582,2608,3626192
13450,36714825,2609,3626191
13451,36714852,2609,3626191
13452,36715248,2609,3626191
13453,36715284,2609,3626191
13454,36715428,2608,3626192
13455,36715482,2608,3626192
13456,36715824,2609,3626191
13457,36715842,2609,3626191
13458,36718245,2608,3626192
13459,36718254,2608,3626192
13460,36718425,2609,3626191
13461,36718452,2608,3626192
13462,36718524,2609,3626191
13463,36718542,2608,3626192
13464,36721458,2607,3626193
13465,36721485,2608,3626192
13466,36721548,2607,3626193
13467,36721584,2608,3626192
13468,36721845,2607,3626193
13469,36721854,2607,3626193
13470,36724158,2609,3626191
13471,36724185,2609,3626191
13472,36724518,2608,3626192
13473,36724581,2608,3626192
13474,36724815,2609,3626191
13475,36724851,2609,3626191
13476,36725148,2609,3626191
13477,36725184,2609,3626191
13478,36725418,2608,3626192
13479,36725481,2608,3626192
13480,36725814,2609,3626191
13481,36725841,2609,3626191
13482,36728145,2608,3626192
13483,36728154,2608,3626192
13484,36728415,2609,3626191
13485,36728451,2608,3626192
13486,36728514,2609,3626191
13487,36728541,2608,3626192
13488,36741258,2608,3626192
13489,36741285,2608,3626192
13490,36741528,2609,3626191
13491,36741582,2609,3626191
13492,36741825,2609,3626191
13493,36741852,2609,3626191
13494,36742158,2608,3626192
13495,36742185,2608,3626192
13496,36742518,2609,3626191
13497,36742581,2609,3626191
13498,36742815,2609,3626191
13499,36742851,2609,3626191
13500,36745128,2606,3626194
13501,36745182,2607,3626193
13502,36745218,2606,3626194
13503,36745281,2607,3626193
13504,36745812,2606,3626194
13505,36745821,2606,3626194
13506,36748125,2608,3626192
13507,36748152,2609,3626191
13508,36748215,2608,3626192
13509,36748251,2609,3626191
13510,36748512,2607,3626193
13511,36748521,2607,3626193
13512,36751248,2607,3626193
13513,36751284,2607,3626193
13514,36751428,2608,3626192
13515,36751482,2608,3626192
13516,36751824,2608,3626192
13517,36751842,2608,3626192
13518,36752148,2607,3626193
13519,36752184,2607,3626193
13520,36752418,2608,3626192
13521,36752481,2608,3626192
13522,36752814,2608,3626192
13523,36752841,2608,3626192
13524,36754128,2606,3626194
13525,36754182,2607,3626193
13526,36754218,2606,3626194
13527,36754281,2607,3626193
13528,36754812,2606,3626194
13529,36754821,2606,3626194
13530,36758124,2607,3626193
13531,36758142,2608,3626192
13532,36758214,2607,3626193
13533,36758241,2608,3626192
13534,36758412,2607,3626193
13535,36758421,2607,3626193
13536,36781245,2606,3626194
13537,36781254,2606,3626194
13538,36781425,2608,3626192
13539,36781452,2607,3626193
13540,36781524,2608,3626192
13541,36781542,2607,3626193
13542,36782145,2606,3626194
13543,36782154,2606,3626194
13544,36782415,2608,3626192
13545,36782451,2607,3626193
13546,36782514,2608,3626192
13547,36782541,2607,3626193
13548,36784125,2607,3626193
13549,36784152,2608,3626192
13550,36784215,2607,3626193
13551,36784251,2608,3626192
13552,36784512,2605,3626195
13553,36784521,2605,3626195
13554,36785124,2606,3626194
13555,36785142,2607,3626193
13556,36785214,2606,3626194
13557,36785241,2607,3626193
13558,36785412,2605,3626195
13559,36785421,2605,3626195
13560,36812457,2608,3626192
13561,36812475,2609,3626191
13562,36812547,2608,3626192
13563,36812574,2609,3626191
13564,36812745,2608,3626192
13565,36812754,2608,3626192
13566,36814257,2610,3626190
13567,36814275,2610,3626190
13568,36814527,2609,3626191
13569,36814572,2609,3626191
13570,36814725,2610,3626190
13571,36814752,2610,3626190
13572,36815247,2610,3626190
13573,36815274,2610,3626190
13574,36815427,2609,3626191
13575,36815472,2609,3626191
13576,36815724,2610,3626190
13577,36815742,2610,3626190
13578,36817245,2609,3626191
13579,36817254,2609,3626191
13580,36817425,2610,3626190
13581,36817452,2609,3626191
13582,36817524,2610,3626190
13583,36817542,2609,3626191
13584,36821457,2608,3626192
13585,36821475,2609,3626191
13586,36821547,2608,3626192
13587,36821574,2609,3626191
13588,36821745,2608,3626192
13589,36821754,2608,3626192
13590,36824157,2610,3626190
13591,36824175,2610,3626190
13592,36824517,2609,3626191
13593,36824571,2609,3626191
13594,36824715,2610,3626190
13595,36824751,2610,3626190
13596,36825147,2610,3626190
13597,36825174,2610,3626190
13598,36825417,2609,3626191
13599,36825471,2609,3626191
13600,36825714,2610,3626190
13601,36825741,2610,3626190
13602,36827145,2609,3626191
13603,36827154,2609,3626191
13604,36827415,2610,3626190
13605,36827451,2609,3626191
13606,36827514,2610,3626190
13607,36827541,2609,3626191
13608,36841257,2609,3626191
13609,36841275,2609,3626191
13610,36841527,2610,3626190
13611,36841572,2610,3626190
13612,36841725,2610,3626190
13613,36841752,2610,3626190
13614,36842157,2609,3626191
13615,36842175,2609,3626191
13616,36842517,2610,3626190
13617,36842571,2610,3626190
13618,36842715,2610,3626190
13619,36842751,2610,3626190
13620,36845127,2608,3626192
13621,36845172,2609,3626191
13622,36845217,2608,3626192
13623,36845271,2609,3626191
13624,36845712,2607,3626193
13625,36845721,2607,3626193
13626,36847125,2609,3626191
13627,36847152,2610,3626190
13628,36847215,2609,3626191
13629,36847251,2610,3626190
13630,36847512,2608,3626192
13631,36847521,2608,3626192
13632,36851247,2609,3626191
13633,36851274,2609,3626191
13634,36851427,2610,3626190
13635,36851472,2610,3626190
13636,36851724,2610,3626190
13637,36851742,2610,3626190
13638,36852147,2609,3626191
13639,36852174,2609,3626191
13640,36852417,2610,3626190
13641,36852471,2610,3626190
13642,36852714,2610,3626190
13643,36852741,2610,3626190
13644,36854127,2608,3626192
13645,36854172,2609,3626191
13646,36854217,2608,3626192
13647,36854271,2609,3626191
13648,36854712,2608,3626192
13649,36854721,2608,3626192
13650,36857124,2607,3626193
13651,36857142,2608,3626192
13652,36857214,2607,3626193
13653,36857241,2608,3626192
13654,36857412,2607,3626193
13655,36857421,2607,3626193
13656,36871245,2606,3626194
13657,36871254,2606,3626194
13658,36871425,2608,3626192
13659,36871452,2607,3626193
13660,36871524,2608,3626192
13661,36871542,2607,3626193
13662,36872145,2606,3626194
13663,36872154,2606,3626194
13664,36872415,2608,3626192
13665,36872451,2607,3626193
13666,36872514,2608,3626192
13667,36872541,2607,3626193
13668,36874125,2607,3626193
13669,36874152,2608,3626192
13670,36874215,2607,3626193
13671,36874251,2608,3626192
13672,36874512,2606,3626194
13673,36874521,2606,3626194
13674,36875124,2607,3626193
13675,36875142,2608,3626192
13676,36875214,2607,3626193
13677,36875241,2608,3626192
13678,36875412,2606,3626194
13679,36875421,2606,3626194
13680,37124568,2607,3626193
13681,37124586,2608,3626192
13682,37124658,2607,3626193
13683,37124685,2609,3626191
13684,37124856,2608,3626192
13685,37124865,2608,3626192
13686,37125468,2607,3626193
13687,37125486,2608,3626192
13688,37125648,2607,3626193
13689,37125684,2608,3626192
13690,37125846,2609,3626191
13691,37125864,2609,3626191
13692,37126458,2607,3626193
13693,37126485,2609,3626191
13694,37126548,2607,3626193
13695,37126584,2608,3626192
13696,37126845,2608,3626192
13697,37126854,2608,3626192
13698,37128456,2607,3626193
13699,37128465,2607,3626193
13700,37128546,2607,3626193
13701,37128564,2607,3626193
13702,37128645,2607,3626193
13703,37128654,2607,3626193
13704,37142568,2609,3626191
13705,37142586,2610,3626190
13706,37142658,2609,3626191
13707,37142685,2610,3626190
13708,37142856,2609,3626191
13709,37142865,2609,3626191
13710,37145268,2609,3626191
13711,37145286,2609,3626191
13712,37145628,2608,3626192
13713,37145682,2608,3626192
13714,37145826,2609,3626191
13715,37145862,2609,3626191
13716,37146258,2610,3626190
13717,37146285,2610,3626190
13718,37146528,2608,3626192
13719,37146582,2608,3626192
13720,37146825,2610,3626190
13721,37146852,2610,3626190
13722,37148256,2609,3626191
13723,37148265,2609,3626191
13724,37148526,2610,3626190
13725,37148562,2609,3626191
13726,37148625,2610,3626190
13727,37148652,2609,3626191
13728,37152468,2610,3626190
13729,37152486,2610,3626190
13730,37152648,2610,3626190
13731,37152684,2610,3626190
13732,37152846,2610,3626190
13733,37152864,2610,3626190
13734,37154268,2609,3626191
13735,37154286,2609,3626191
13736,37154628,2608,3626192
13737,37154682,2608,3626192
13738,37154826,2609,3626191
13739,37154862,2609,3626191
13740,37156248,2609,3626191
13741,37156284,2609,3626191
13742,37156428,2608,3626192
13743,37156482,2608,3626192
13744,37156824,2609,3626191
13745,37156842,2609,3626191
13746,37158246,2610,3626190
13747,37158264,2610,3626190
13748,37158426,2610,3626190
13749,37158462,2610,3626190
13750,37158624,2610,3626190
13751,37158642,2610,3626190
13752,37162458,2609,3626191
13753,37162485,2610,3626190
13754,37162548,2609,3626191
13755,37162584,2610,3626190
13756,37162845,2609,3626191
13757,37162854,2609,3626191
13758,37164258,2610,3626190
13759,37164285,2610,3626190
13760,37164528,2608,3626192
13761,37164582,2608,3626192
13762,37164825,2610,3626190
13763,37164852,2610,3626190
13764,37165248,2609,3626191
13765,37165284,2609,3626191
13766,37165428,2607,3626193
13767,37165482,2608,3626192
13768,37165824,2609,3626191
13769,37165842,2609,3626191
13770,37168245,2609,3626191
13771,37168254,2609,3626191
13772,37168425,2610,3626190
13773,37168452,2609,3626191
13774,37168524,2610,3626190
13775,37168542,2609,3626191
13776,37182456,2608,3626192
13777,37182465,2608,3626192
13778,37182546,2608,3626192
13779,37182564,2608,3626192
13780,37182645,2608,3626192
13781,37182654,2608,3626192
13782,37184256,2609,3626191
13783,37184265,2609,3626191
13784,37184526,2609,3626191
13785,37184562,2608,3626192
13786,37184625,2610,3626190
13787,37184652,2608,3626192
13788,37185246,2610,3626190
13789,37185264,2610,3626190
13790,37185426,2609,3626191
13791,37185462,2608,3626192
13792,37185624,2609,3626191
13793,37185642,2608,3626192
13794,37186245,2609,3626191
13795,37186254,2609,3626191
13796,37186425,2610,3626190
13797,37186452,2608,3626192
13798,37186524,2609,3626191
13799,37186542,2608,3626192
13800,37214568,2607,3626193
13801,37214586,2608,3626192
13802,37214658,2607,3626193
13803,37214685,2609,3626191
13804,37214856,2608,3626192
13805,37214865,2608,3626192
13806,37215468,2607,3626193
13807,37215486,2608,3626192
13808,37215648,2607,3626193
13809,37215684,2608,3626192
13810,37215846,2609,3626191
13811,37215864,2609,3626191
13812,37216458,2607,3626193
13813,37216485,2609,3626191
13814,37216548,2607,3626193
13815,37216584,2608,3626192
13816,37216845,2608,3626192
13817,37216854,2608,3626192
13818,37218456,2607,3626193
13819,37218465,2607,3626193
13820,37218546,2607,3626193
13821,37218564,2607,3626193
13822,37218645,2607,3626193
13823,37218654,2607,3626193
13824,37241568,2609,3626191
13825,37241586,2610,3626190
13826,37241658,2609,3626191
13827,37241685,2610,3626190
13828,37241856,2609,3626191
13829,37241865,2609,3626191
13830,37245168,2609,3626191
13831,37245186,2609,3626191
13832,37245618,2608,3626192
13833,37245681,2608,3626192
13834,37245816,2609,3626191
13835,37245861,2609,3626191
13836,37246158,2610,3626190
13837,37246185,2610,3626190
13838,37246518,2608,3626192
13839,37246581,2608,3626192
13840,37246815,2610,3626190
13841,37246851,2610,3626190
13842,37248156,2609,3626191
13843,37248165,2609,3626191
13844,37248516,2610,3626190
13845,37248561,2609,3626191
13846,37248615,2610,3626190
13847,37248651,2609,3626191
13848,37251468,2610,3626190
13849,37251486,2610,3626190
13850,37251648,2610,3626190
13851,37251684,2610,3626190
13852,37251846,2610,3626190
13853,37251864,2610,3626190
13854,37254168,2609,3626191
13855,37254186,2609,3626191
13856,37254618,2608,3626192
13857,37254681,2608,3626192
13858,37254816,2609,3626191
13859,37254861,2609,3626191
13860,37256148,2609,3626191
13861,37256184,2609,3626191
13862,37256418,2608,3626192
13863,37256481,2608,3626192
13864,37256814,2609,3626191
13865,37256841,2609,3626191
13866,37258146,2610,3626190
13867,37258164,2610,3626190
13868,37258416,2610,3626190
13869,37258461,2610,3626190
13870,37258614,2610,3626190
13871,37258641,2610,3626190
13872,37261458,2609,3626191
13873,37261485,2610,3626190
13874,37261548,2608,3626192
13875,37261584,2610,3626190
13876,37261845,2609,3626191
13877,37261854,2609,3626191
13878,37264158,2610,3626190
13879,37264185,2610,3626190
13880,37264518,2608,3626192
13881,37264581,2608,3626192
13882,37264815,2610,3626190
13883,37264851,2610,3626190
13884,37265148,2609,3626191
13885,37265184,2609,3626191
13886,37265418,2607,3626193
13887,37265481,2607,3626193
13888,37265814,2609,3626191
13889,37265841,2609,3626191
13890,37268145,2609,3626191
13891,37268154,2609,3626191
13892,37268415,2610,3626190
13893,37268451,2609,3626191
13894,37268514,2610,3626190
13895,37268541,2609,3626191
13896,37281456,2608,3626192
13897,37281465,2608,3626192
13898,37281546,2608,3626192
13899,37281564,2608,3626192
13900,37281645,2608,3626192
13901,37281654,2608,3626192
13902,37284156,2609,3626191
13903,37284165,2609,3626191
13904,37284516,2609,3626191
13905,37284561,2608,3626192
13906,37284615,2610,3626190
13907,37284651,2608,3626192
13908,37285146,2610,3626190
13909,37285164,2610,3626190
13910,37285416,2609,3626191
13911,37285461,2608,3626192
13912,37285614,2609,3626191
13913,37285641,2608,3626192
13914,37286145,2609,3626191
13915,37286154,2609,3626191
13916,37286415,2610,3626190
13917,37286451,2608,3626192
13918,37286514,2609,3626191
13919,37286541,2608,3626192
13920,37412568,2608,3626192
13921,37412586,2609,3626191
13922,37412658,2608,3626192
13923,37412685,2609,3626191
13924,37412856,2608,3626192
13925,37412865,2608,3626192
13926,37415268,2610,3626190
13927,37415286,2610,3626190
13928,37415628,2609,3626191
13929,37415682,2609,3626191
13930,37415826,2610,3626190
13931,37415862,2610,3626190
13932,37416258,2610,3626190
13933,37416285,2610,3626190
13934,37416528,2609,3626191
13935,37416582,2609,3626191
13936,37416825,2610,3626190
13937,37416852,2610,3626190
13938,37418256,2609,3626191
13939,37418265,2609,3626191
13940,37418526,2610,3626190
13941,37418562,2609,3626191
13942,37418625,2610,3626190
13943,37418652,2609,3626191
13944,37421568,2608,3626192
13945,37421586,2609,3626191
13946,37421658,2608,3626192
13947,37421685,2609,3626191
13948,37421856,2608,3626192
13949,37421865,2608,3626192
13950,37425168,2610,3626190
13951,37425186,2610,3626190
13952,37425618,2609,3626191
13953,37425681,2609,3626191
13954,37425816,2610,3626190
13955,37425861,2610,3626190
13956,37426158,2610,3626190
13957,37426185,2610,3626190
13958,37426518,2609,3626191
13959,37426581,2609,3626191
13960,37426815,2610,3626190
13961,37426851,2610,3626190
13962,37428156,2609,3626191
13963,37428165,2609,3626191
13964,37428516,2610,3626190
13965,37428561,2609,3626191
13966,37428615,2610,3626190
13967,37428651,2609,3626191
13968,37451268,2608,3626192
13969,37451286,2608,3626192
13970,37451628,2609,3626191
13971,37451682,2609,3626191
13972,37451826,2609,3626191
13973,37451862,2609,3626191
13974,37452168,2608,3626192
13975,37452186,2608,3626192
13976,37452618,2609,3626191
13977,37452681,2609,3626191
13978,37452816,2609,3626191
13979,37452861,2609,3626191
13980,37456128,2606,3626194
13981,37456182,2607,3626193
13982,37456218,2606,3626194
13983,37456281,2607,3626193
13984,37456812,2606,3626194
13985,37456821,2606,3626194
13986,37458126,2608,3626192
13987,37458162,2609,3626191
13988,37458216,2608,3626192
13989,37458261,2609,3626191
13990,37458612,2608,3626192
13991,37458621,2608,3626192
13992,37461258,2609,3626191
13993,37461285,2609,3626191
13994,37461528,2610,3626190
13995,37461582,2610,3626190
13996,37461825,2610,3626190
13997,37461852,2610,3626190
13998,37462158,2609,3626191
13999,37462185,2609,3626191
14000,37462518,2610,3626190
14001,37462581,2610,3626190
14002,37462815,2610,3626190
14003,37462851,2610,3626190
14004,37465128,2607,3626193
14005,37465182,2608,3626192
14006,37465218,2607,3626193
14007,37465281,2608,3626192
14008,37465812,2607,3626193
14009,37465821,2607,3626193
14010,37468125,2609,3626191
14011,37468152,2610,3626190
14012,37468215,2609,3626191
14013,37468251,2610,3626190
14014,37468512,2609,3626191
14015,37468521,2609,3626191
14016,37481256,2608,3626192
14017,37481265,2608,3626192
14018,37481526,2610,3626190
14019,37481562,2609,3626191
14020,37481625,2610,3626190
14021,37481652,2609,3626191
14022,37482156,2608,3626192
14023,37482165,2608,3626192
14024,37482516,2610,3626190
14025,37482561,2609,3626191
14026,37482615,2610,3626190
14027,37482651,2609,3626191
14028,37485126,2609,3626191
14029,37485162,2610,3626190
14030,37485216,2609,3626191
14031,37485261,2610,3626190
14032,37485612,2607,3626193
14033,37485621,2607,3626193
14034,37486125,2609,3626191
14035,37486152,2610,3626190
14036,37486215,2609,3626191
14037,37486251,2610,3626190
14038,37486512,2608,3626192
14039,37486521,2608,3626192
14040,37512468,2609,3626191
14041,37512486,2609,3626191
14042,37512648,2609,3626191
14043,37512684,2609,3626191
14044,37512846,2609,3626191
14045,37512864,2609,3626191
14046,37514268,2610,3626190
14047,37514286,2610,3626190
14048,37514628,2610,3626190
14049,37514682,2610,3626190
14050,37514826,2610,3626190
14051,37514862,2610,3626190
14052,37516248,2610,3626190
14053,37516284,2610,3626190
14054,37516428,2610,3626190
14055,37516482,2610,3626190
14056,37516824,2610,3626190
14057,37516842,2610,3626190
14058,37518246,2610,3626190
14059,37518264,2610,3626190
14060,37518426,2610,3626190
14061,37518462,2610,3626190
14062,37518624,2610,3626190
14063,37518642,2610,3626190
14064,37521468,2609,3626191
14065,37521486,2609,3626191
14066,37521648,2609,3626191
14067,37521684,2609,3626191
14068,37521846,2609,3626191
14069,37521864,2609,3626191
14070,37524168,2610,3626190
14071,37524186,2610,3626190
14072,37524618,2610,3626190
14073,37524681,2610,3626190
14074,37524816,2610,3626190
14075,37524861,2610,3626190
14076,37526148,2610,3626190
14077,37526184,2610,3626190
14078,37526418,2610,3626190
14079,37526481,2610,3626190
14080,37526814,2610,3626190
14081,37526841,2610,3626190
14082,37528146,2610,3626190
14083,37528164,2610,3626190
14084,37528416,2610,3626190
14085,37528461,2610,3626190
14086,37528614,2610,3626190
14087,37528641,2610,3626190
14088,37541268,2608,3626192
14089,37541286,2608,3626192
14090,37541628,2609,3626191
14091,37541682,2609,3626191
14092,37541826,2609,3626191
14093,37541862,2609,3626191
14094,37542168,2608,3626192
14095,37542186,2608,3626192
14096,37542618,2609,3626191
14097,37542681,2609,3626191
14098,37542816,2609,3626191
14099,37542861,2609,3626191
14100,37546128,2607,3626193
14101,37546182,2608,3626192
14102,37546218,2607,3626193
14103,37546281,2608,3626192
14104,37546812,2607,3626193
14105,37546821,2607,3626193
14106,37548126,2608,3626192
14107,37548162,2609,3626191
14108,37548216,2608,3626192
14109,37548261,2609,3626191
14110,37548612,2607,3626193
14111,37548621,2607,3626193
14112,37561248,2607,3626193
14113,37561284,2607,3626193
