rank,pattern,contains_10,avoids_10
146,12453768,2605,3626195
147,12453786,2605,3626195
148,12453867,2605,3626195
149,12453876,2605,3626195
150,12456378,2605,3626195
151,12456387,2605,3626195
152,12456738,2605,3626195
153,12456783,2604,3626196
154,12456837,2607,3626193
155,12456873,2605,3626195
156,12457368,2608,3626192
157,12457386,2608,3626192
158,12457638,2606,3626194
159,12457683,2605,3626195
160,12457836,2607,3626193
161,12457863,2606,3626194
162,12458367,2607,3626193
163,12458376,2607,3626193
164,12458637,2608,3626192
165,12458673,2606,3626194
166,12458736,2607,3626193
167,12458763,2605,3626195
168,12463578,2606,3626194
169,12463587,2606,3626194
170,12463758,2608,3626192
171,12463785,2608,3626192
172,12463857,2608,3626192
173,12463875,2608,3626192
174,12465378,2606,3626194
175,12465387,2606,3626194
176,12465738,2606,3626194
177,12465783,2605,3626195
178,12465837,2607,3626193
179,12465873,2605,3626195
180,12467358,2607,3626193
181,12467385,2607,3626193
182,12467538,2607,3626193
183,12467583,2607,3626193
184,12467835,2606,3626194
185,12467853,2606,3626194
186,12468357,2608,3626192
187,12468375,2609,3626191
188,12468537,2609,3626191
189,12468573,2607,3626193
190,12468735,2607,3626193
191,12468753,2607,3626193
192,12473568,2608,3626192
193,12473586,2609,3626191
194,12473658,2607,3626193
195,12473685,2609,3626191
196,12473856,2608,3626192
197,12473865,2608,3626192
198,12475368,2609,3626191
199,12475386,2609,3626191
200,12475638,2607,3626193
201,12475683,2607,3626193
202,12475836,2609,3626191
203,12475863,2607,3626193
204,12476358,2608,3626192
205,12476385,2608,3626192
206,12476538,2606,3626194
207,12476583,2605,3626195
208,12476835,2607,3626193
209,12476853,2607,3626193
210,12478356,2607,3626193
211,12478365,2607,3626193
212,12478536,2608,3626192
213,12478563,2606,3626194
214,12478635,2607,3626193
215,12478653,2606,3626194
216,12483567,2607,3626193
217,12483576,2607,3626193
218,12483657,2607,3626193
219,12483675,2607,3626193
220,12483756,2607,3626193
221,12483765,2606,3626194
222,12485367,2608,3626192
223,12485376,2608,3626192
224,12485637,2608,3626192
225,12485673,2606,3626194
226,12485736,2609,3626191
227,12485763,2607,3626193
228,12486357,2609,3626191
229,12486375,2609,3626191
230,12486537,2608,3626192
231,12486573,2607,3626193
232,12486735,2607,3626193
233,12486753,2606,3626194
234,12487356,2607,3626193
235,12487365,2607,3626193
236,12487536,2608,3626192
237,12487563,2606,3626194
238,12487635,2607,3626193
239,12487653,2605,3626195
240,12534678,2605,3626195
241,12534687,2605,3626195
242,12534768,2605,3626195
243,12534786,2605,3626195
244,12534867,2605,3626195
245,12534876,2605,3626195
246,12536478,2606,3626194
247,12536487,2606,3626194
248,12536748,2608,3626192
249,12536784,2607,3626193
250,12536847,2609,3626191
251,12536874,2607,3626193
252,12537468,2608,3626192
253,12537486,2608,3626192
254,12537648,2607,3626193
255,12537684,2607,3626193
256,12537846,2608,3626192
257,12537864,2607,3626193
258,12538467,2608,3626192
259,12538476,2608,3626192
260,12538647,2609,3626191
261,12538674,2607,3626193
262,12538746,2608,3626192
263,12538764,2606,3626194
264,12543678,2603,3626197
265,12543687,2603,3626197
266,12543768,2603,3626197
267,12543786,2604,3626196
268,12543867,2604,3626196
269,12543876,2603,3626197
270,12546378,2606,3626194
271,12546387,2606,3626194
272,12546738,2606,3626194
273,12546783,2605,3626195
274,12546837,2607,3626193
275,12546873,2605,3626195
276,12547368,2607,3626193
277,12547386,2608,3626192
278,12547638,2606,3626194
279,12547683,2605,3626195
280,12547836,2607,3626193
281,12547863,2606,3626194
282,12548367,2607,3626193
283,12548376,2606,3626194
284,12548637,2608,3626192
285,12548673,2606,3626194
286,12548736,2607,3626193
287,12548763,2605,3626195
288,12563478,2605,3626195
289,12563487,2605,3626195
290,12563748,2607,3626193
291,12563784,2607,3626193
292,12563847,2608,3626192
293,12563874,2607,3626193
294,12564378,2605,3626195
295,12564387,2605,3626195
296,12564738,2607,3626193
297,12564783,2606,3626194
298,12564837,2607,3626193
299,12564873,2606,3626194
300,12567348,2605,3626195
301,12567384,2606,3626194
302,12567438,2605,3626195
303,12567483,2606,3626194
304,12567834,2604,3626196
305,12567843,2604,3626196
306,12568347,2607,3626193
307,12568374,2608,3626192
308,12568437,2607,3626193
309,12568473,2608,3626192
310,12568734,2605,3626195
311,12568743,2605,3626195
312,12573468,2607,3626193
313,12573486,2608,3626192
314,12573648,2608,3626192
315,12573684,2609,3626191
316,12573846,2608,3626192
317,12573864,2609,3626191
318,12574368,2608,3626192
319,12574386,2608,3626192
320,12574638,2607,3626193
321,12574683,2607,3626193
322,12574836,2609,3626191
323,12574863,2608,3626192
324,12576348,2606,3626194
325,12576384,2607,3626193
326,12576438,2606,3626194
327,12576483,2607,3626193
328,12576834,2605,3626195
329,12576843,2605,3626195
330,12578346,2606,3626194
331,12578364,2608,3626192
332,12578436,2607,3626193
333,12578463,2607,3626193
334,12578634,2606,3626194
335,12578643,2606,3626194
336,12583467,2607,3626193
337,12583476,2607,3626193
338,12583647,2609,3626191
339,12583674,2608,3626192
340,12583746,2609,3626191
341,12583764,2607,3626193
342,12584367,2607,3626193
343,12584376,2607,3626193
344,12584637,2609,3626191
345,12584673,2608,3626192
346,12584736,2608,3626192
347,12584763,2607,3626193
348,12586347,2608,3626192
349,12586374,2609,3626191
350,12586437,2608,3626192
351,12586473,2609,3626191
352,12586734,2606,3626194
353,12586743,2606,3626194
354,12587346,2607,3626193
355,12587364,2608,3626192
356,12587436,2607,3626193
357,12587463,2608,3626192
358,12587634,2605,3626195
359,12587643,2605,3626195
360,12634578,2605,3626195
361,12634587,2605,3626195
362,12634758,2608,3626192
363,12634785,2607,3626193
364,12634857,2608,3626192
365,12634875,2607,3626193
366,12635478,2606,3626194
367,12635487,2606,3626194
368,12635748,2609,3626191
369,12635784,2608,3626192
370,12635847,2609,3626191
371,12635874,2608,3626192
372,12637458,2607,3626193
373,12637485,2608,3626192
374,12637548,2608,3626192
375,12637584,2609,3626191
376,12637845,2607,3626193
377,12637854,2607,3626193
378,12638457,2607,3626193
379,12638475,2609,3626191
380,12638547,2608,3626192
381,12638574,2609,3626191
382,12638745,2607,3626193
383,12638754,2607,3626193
384,12643578,2606,3626194
385,12643587,2606,3626194
386,12643758,2607,3626193
387,12643785,2607,3626193
388,12643857,2608,3626192
389,12643875,2606,3626194
390,12645378,2605,3626195
391,12645387,2605,3626195
392,12645738,2607,3626193
393,12645783,2606,3626194
394,12645837,2607,3626193
395,12645873,2606,3626194
396,12647358,2608,3626192
397,12647385,2609,3626191
398,12647538,2607,3626193
399,12647583,2607,3626193
400,12647835,2608,3626192
401,12647853,2608,3626192
402,12648357,2609,3626191
403,12648375,2608,3626192
404,12648537,2609,3626191
405,12648573,2608,3626192
406,12648735,2608,3626192
407,12648753,2607,3626193
408,12653478,2605,3626195
409,12653487,2605,3626195
410,12653748,2608,3626192
411,12653784,2607,3626193
412,12653847,2608,3626192
413,12653874,2607,3626193
414,12654378,2603,3626197
415,12654387,2603,3626197
416,12654738,2606,3626194
417,12654783,2605,3626195
418,12654837,2606,3626194
419,12654873,2605,3626195
420,12657348,2606,3626194
421,12657384,2607,3626193
422,12657438,2606,3626194
423,12657483,2607,3626193
424,12657834,2605,3626195
425,12657843,2605,3626195
426,12658347,2607,3626193
427,12658374,2608,3626192
428,12658437,2607,3626193
429,12658473,2607,3626193
430,12658734,2605,3626195
431,12658743,2605,3626195
432,12673458,2605,3626195
433,12673485,2607,3626193
434,12673548,2606,3626194
435,12673584,2608,3626192
436,12673845,2606,3626194
437,12673854,2607,3626193
438,12674358,2606,3626194
439,12674385,2607,3626193
440,12674538,2605,3626195
441,12674583,2606,3626194
442,12674835,2608,3626192
443,12674853,2607,3626193
444,12675348,2605,3626195
445,12675384,2607,3626193
446,12675438,2605,3626195
447,12675483,2606,3626194
448,12675834,2606,3626194
449,12675843,2606,3626194
450,12678345,2604,3626196
451,12678354,2605,3626195
452,12678435,2605,3626195
453,12678453,2604,3626196
454,12678534,2604,3626196
455,12678543,2604,3626196
456,12683457,2606,3626194
457,12683475,2608,3626192
458,12683547,2607,3626193
459,12683574,2609,3626191
460,12683745,2608,3626192
461,12683754,2608,3626192
462,12684357,2607,3626193
463,12684375,2608,3626192
464,12684537,2607,3626193
465,12684573,2607,3626193
466,12684735,2608,3626192
467,12684753,2608,3626192
468,12685347,2607,3626193
469,12685374,2609,3626191
470,12685437,2607,3626193
471,12685473,2608,3626192
472,12685734,2606,3626194
473,12685743,2606,3626194
474,12687345,2605,3626195
475,12687354,2605,3626195
476,12687435,2605,3626195
477,12687453,2605,3626195
478,12687534,2605,3626195
479,12687543,2605,3626195
480,12734568,2605,3626195
481,12734586,2607,3626193
482,12734658,2606,3626194
483,12734685,2608,3626192
484,12734856,2607,3626193
485,12734865,2607,3626193
486,12735468,2606,3626194
487,12735486,2607,3626193
488,12735648,2607,3626193
489,12735684,2608,3626192
490,12735846,2609,3626191
491,12735864,2609,3626191
492,12736458,2607,3626193
493,12736485,2609,3626191
494,12736548,2606,3626194
495,12736584,2608,3626192
496,12736845,2608,3626192
497,12736854,2608,3626192
498,12738456,2606,3626194
499,12738465,2607,3626193
500,12738546,2607,3626193
501,12738564,2607,3626193
502,12738645,2607,3626193
503,12738654,2607,3626193
504,12743568,2606,3626194
505,12743586,2607,3626193
506,12743658,2606,3626194
507,12743685,2608,3626192
508,12743856,2607,3626193
509,12743865,2607,3626193
510,12745368,2607,3626193
511,12745386,2607,3626193
512,12745638,2605,3626195
513,12745683,2606,3626194
514,12745836,2608,3626192
515,12745863,2608,3626192
516,12746358,2607,3626193
517,12746385,2609,3626191
518,12746538,2607,3626193
519,12746583,2607,3626193
520,12746835,2609,3626191
521,12746853,2609,3626191
522,12748356,2608,3626192
523,12748365,2608,3626192
524,12748536,2609,3626191
525,12748563,2607,3626193
526,12748635,2609,3626191
527,12748653,2608,3626192
528,12753468,2607,3626193
529,12753486,2607,3626193
530,12753648,2607,3626193
531,12753684,2609,3626191
532,12753846,2609,3626191
533,12753864,2608,3626192
534,12754368,2606,3626194
535,12754386,2606,3626194
536,12754638,2607,3626193
537,12754683,2607,3626193
538,12754836,2607,3626193
539,12754863,2607,3626193
540,12756348,2605,3626195
541,12756384,2607,3626193
542,12756438,2605,3626195
543,12756483,2606,3626194
544,12756834,2606,3626194
545,12756843,2606,3626194
546,12758346,2608,3626192
547,12758364,2608,3626192
548,12758436,2608,3626192
549,12758463,2608,3626192
550,12758634,2606,3626194
551,12758643,2606,3626194
552,12763458,2605,3626195
553,12763485,2607,3626193
554,12763548,2606,3626194
555,12763584,2608,3626192
556,12763845,2607,3626193
557,12763854,2607,3626193
558,12764358,2606,3626194
559,12764385,2607,3626193
560,12764538,2605,3626195
561,12764583,2606,3626194
562,12764835,2608,3626192
563,12764853,2608,3626192
564,12765348,2605,3626195
565,12765384,2607,3626193
566,12765438,2603,3626197
567,12765483,2605,3626195
568,12765834,2605,3626195
569,12765843,2605,3626195
570,12768345,2605,3626195
571,12768354,2605,3626195
572,12768435,2605,3626195
573,12768453,2605,3626195
574,12768534,2605,3626195
575,12768543,2605,3626195
576,12783456,2604,3626196
577,12783465,2605,3626195
578,12783546,2605,3626195
579,12783564,2606,3626194
580,12783645,2606,3626194
581,12783654,2605,3626195
582,12784356,2605,3626195
583,12784365,2605,3626195
584,12784536,2606,3626194
585,12784563,2604,3626196
586,12784635,2606,3626194
587,12784653,2606,3626194
588,12785346,2606,3626194
589,12785364,2606,3626194
590,12785436,2605,3626195
591,12785463,2606,3626194
592,12785634,2604,3626196
593,12785643,2604,3626196
594,12786345,2604,3626196
595,12786354,2605,3626195
596,12786435,2605,3626195
597,12786453,2604,3626196
598,12786534,2604,3626196
599,12786543,2604,3626196
600,12834567,2604,3626196
601,12834576,2605,3626195
602,12834657,2605,3626195
603,12834675,2606,3626194
604,12834756,2606,3626194
605,12834765,2605,3626195
606,12835467,2605,3626195
607,12835476,2605,3626195
608,12835647,2607,3626193
609,12835674,2606,3626194
610,12835746,2607,3626193
611,12835764,2607,3626193
612,12836457,2607,3626193
613,12836475,2607,3626193
614,12836547,2605,3626195
615,12836574,2607,3626193
616,12836745,2606,3626194
617,12836754,2606,3626194
618,12837456,2606,3626194
619,12837465,2607,3626193
620,12837546,2607,3626193
621,12837564,2606,3626194
622,12837645,2606,3626194
623,12837654,2605,3626195
624,12843567,2605,3626195
625,12843576,2605,3626195
626,12843657,2605,3626195
627,12843675,2606,3626194
628,12843756,2606,3626194
629,12843765,2605,3626195
630,12845367,2606,3626194
631,12845376,2606,3626194
632,12845637,2606,3626194
633,12845673,2604,3626196
634,12845736,2608,3626192
635,12845763,2606,3626194
636,12846357,2607,3626193
637,12846375,2608,3626192
638,12846537,2607,3626193
639,12846573,2606,3626194
640,12846735,2607,3626193
641,12846753,2607,3626193
642,12847356,2608,3626192
643,12847365,2607,3626193
644,12847536,2609,3626191
645,12847563,2607,3626193
646,12847635,2608,3626192
647,12847653,2606,3626194
648,12853467,2606,3626194
649,12853476,2606,3626194
650,12853647,2607,3626193
651,12853674,2608,3626192
652,12853746,2608,3626192
653,12853764,2607,3626193
654,12854367,2605,3626195
655,12854376,2605,3626195
656,12854637,2607,3626193
657,12854673,2606,3626194
658,12854736,2607,3626193
659,12854763,2606,3626194
660,12856347,2606,3626194
661,12856374,2607,3626193
662,12856437,2606,3626194
663,12856473,2607,3626193
664,12856734,2604,3626196
665,12856743,2604,3626196
666,12857346,2607,3626193
667,12857364,2608,3626192
668,12857436,2608,3626192
669,12857463,2607,3626193
670,12857634,2606,3626194
671,12857643,2606,3626194
672,12863457,2606,3626194
673,12863475,2608,3626192
674,12863547,2607,3626193
675,12863574,2609,3626191
676,12863745,2607,3626193
677,12863754,2608,3626192
678,12864357,2607,3626193
679,12864375,2607,3626193
680,12864537,2606,3626194
681,12864573,2607,3626193
682,12864735,2608,3626192
683,12864753,2607,3626193
684,12865347,2606,3626194
685,12865374,2608,3626192
686,12865437,2605,3626195
687,12865473,2606,3626194
688,12865734,2606,3626194
689,12865743,2606,3626194
690,12867345,2604,3626196
691,12867354,2605,3626195
692,12867435,2605,3626195
693,12867453,2604,3626196
694,12867534,2604,3626196
695,12867543,2604,3626196
696,12873456,2604,3626196
697,12873465,2605,3626195
698,12873546,2605,3626195
699,12873564,2606,3626194
700,12873645,2606,3626194
701,12873654,2605,3626195
702,12874356,2605,3626195
703,12874365,2605,3626195
704,12874536,2606,3626194
705,12874563,2604,3626196
706,12874635,2606,3626194
707,12874653,2606,3626194
708,12875346,2606,3626194
709,12875364,2606,3626194
710,12875436,2605,3626195
711,12875463,2606,3626194
712,12875634,2604,3626196
713,12875643,2604,3626196
714,12876345,2604,3626196
715,12876354,2605,3626195
716,12876435,2605,3626195
717,12876453,2604,3626196
718,12876534,2604,3626196
719,12876543,2603,3626197
720,13245678,2603,3626197
721,13245687,2603,3626197
722,13245768,2603,3626197
723,13245786,2604,3626196
724,13245867,2604,3626196
725,13245876,2603,3626197
726,13246578,2603,3626197
727,13246587,2603,3626197
728,13246758,2605,3626195
729,13246785,2604,3626196
730,13246857,2605,3626195
731,13246875,2605,3626195
732,13247568,2605,3626195
733,13247586,2605,3626195
734,13247658,2603,3626197
735,13247685,2605,3626195
736,13247856,2604,3626196
737,13247865,2604,3626196
738,13248567,2604,3626196
739,13248576,2605,3626195
740,13248657,2605,3626195
741,13248675,2604,3626196
742,13248756,2604,3626196
743,13248765,2603,3626197
744,13254678,2603,3626197
745,13254687,2603,3626197
746,13254768,2603,3626197
747,13254786,2604,3626196
748,13254867,2604,3626196
749,13254876,2603,3626197
750,13256478,2605,3626195
751,13256487,2605,3626195
752,13256748,2605,3626195
753,13256784,2604,3626196
754,13256847,2607,3626193
755,13256874,2605,3626195
756,13257468,2606,3626194
757,13257486,2607,3626193
758,13257648,2606,3626194
759,13257684,2605,3626195
760,13257846,2606,3626194
761,13257864,2606,3626194
762,13258467,2607,3626193
763,13258476,2606,3626194
764,13258647,2608,3626192
765,13258674,2606,3626194
766,13258746,2607,3626193
767,13258764,2605,3626195
768,13264578,2605,3626195
769,13264587,2605,3626195
770,13264758,2606,3626194
771,13264785,2607,3626193
772,13264857,2607,3626193
773,13264875,2606,3626194
774,13265478,2603,3626197
775,13265487,2603,3626197
776,13265748,2606,3626194
777,13265784,2605,3626195
778,13265847,2606,3626194
779,13265874,2605,3626195
780,13267458,2605,3626195
781,13267485,2606,3626194
782,13267548,2605,3626195
783,13267584,2606,3626194
784,13267845,2604,3626196
785,13267854,2604,3626196
786,13268457,2606,3626194
787,13268475,2607,3626193
788,13268547,2607,3626193
789,13268574,2606,3626194
790,13268745,2605,3626195
791,13268754,2605,3626195
792,13274568,2605,3626195
793,13274586,2607,3626193
794,13274658,2606,3626194
795,13274685,2608,3626192
796,13274856,2606,3626194
797,13274865,2607,3626193
798,13275468,2606,3626194
799,13275486,2606,3626194
800,13275648,2605,3626195
801,13275684,2606,3626194
802,13275846,2607,3626193
803,13275864,2606,3626194
804,13276458,2605,3626195
805,13276485,2607,3626193
806,13276548,2603,3626197
807,13276584,2605,3626195
808,13276845,2605,3626195
809,13276854,2605,3626195
810,13278456,2604,3626196
811,13278465,2605,3626195
812,13278546,2605,3626195
813,13278564,2604,3626196
814,13278645,2604,3626196
815,13278654,2604,3626196
816,13284567,2604,3626196
817,13284576,2605,3626195
818,13284657,2605,3626195
819,13284675,2606,3626194
820,13284756,2606,3626194
821,13284765,2605,3626195
822,13285467,2605,3626195
823,13285476,2605,3626195
824,13285647,2606,3626194
825,13285674,2604,3626196
826,13285746,2606,3626194
827,13285764,2606,3626194
828,13286457,2606,3626194
829,13286475,2606,3626194
830,13286547,2605,3626195
831,13286574,2606,3626194
832,13286745,2604,3626196
833,13286754,2604,3626196
834,13287456,2604,3626196
835,13287465,2605,3626195
836,13287546,2605,3626195
837,13287564,2604,3626196
838,13287645,2604,3626196
839,13287654,2603,3626197
840,13425678,2605,3626195
841,13425687,2605,3626195
842,13425768,2605,3626195
843,13425786,2606,3626194
844,13425867,2606,3626194
845,13425876,2605,3626195
846,13426578,2605,3626195
847,13426587,2605,3626195
848,13426758,2606,3626194
849,13426785,2605,3626195
850,13426857,2606,3626194
851,13426875,2606,3626194
852,13427568,2606,3626194
853,13427586,2606,3626194
854,13427658,2605,3626195
855,13427685,2606,3626194
856,13427856,2605,3626195
857,13427865,2605,3626195
858,13428567,2605,3626195
859,13428576,2606,3626194
860,13428657,2606,3626194
861,13428675,2605,3626195
862,13428756,2605,3626195
863,13428765,2605,3626195
864,13452678,2605,3626195
865,13452687,2605,3626195
866,13452768,2605,3626195
867,13452786,2605,3626195
868,13452867,2605,3626195
869,13452876,2605,3626195
870,13456278,2605,3626195
871,13456287,2605,3626195
872,13456728,2605,3626195
873,13456782,2604,3626196
874,13456827,2607,3626193
875,13456872,2605,3626195
876,13457268,2608,3626192
877,13457286,2608,3626192
878,13457628,2606,3626194
879,13457682,2605,3626195
880,13457826,2607,3626193
881,13457862,2606,3626194
882,13458267,2607,3626193
883,13458276,2607,3626193
884,13458627,2608,3626192
885,13458672,2606,3626194
886,13458726,2607,3626193
887,13458762,2605,3626195
888,13462578,2608,3626192
889,13462587,2608,3626192
890,13462758,2609,3626191
891,13462785,2608,3626192
892,13462857,2609,3626191
893,13462875,2608,3626192
894,13465278,2606,3626194
895,13465287,2606,3626194
896,13465728,2606,3626194
897,13465782,2605,3626195
898,13465827,2607,3626193
899,13465872,2605,3626195
900,13467258,2608,3626192
901,13467285,2608,3626192
902,13467528,2607,3626193
903,13467582,2607,3626193
904,13467825,2607,3626193
905,13467852,2606,3626194
906,13468257,2609,3626191
907,13468275,2609,3626191
908,13468527,2609,3626191
909,13468572,2607,3626193
910,13468725,2607,3626193
911,13468752,2607,3626193
912,13472568,2608,3626192
913,13472586,2609,3626191
914,13472658,2608,3626192
915,13472685,2609,3626191
916,13472856,2608,3626192
917,13472865,2608,3626192
918,13475268,2609,3626191
919,13475286,2609,3626191
920,13475628,2607,3626193
921,13475682,2607,3626193
922,13475826,2609,3626191
923,13475862,2607,3626193
924,13476258,2608,3626192
925,13476285,2608,3626192
926,13476528,2606,3626194
927,13476582,2605,3626195
928,13476825,2607,3626193
929,13476852,2607,3626193
930,13478256,2607,3626193
931,13478265,2607,3626193
932,13478526,2608,3626192
933,13478562,2606,3626194
934,13478625,2607,3626193
935,13478652,2606,3626194
936,13482567,2607,3626193
937,13482576,2607,3626193
938,13482657,2607,3626193
939,13482675,2607,3626193
940,13482756,2607,3626193
941,13482765,2607,3626193
942,13485267,2608,3626192
943,13485276,2608,3626192
944,13485627,2608,3626192
945,13485672,2606,3626194
946,13485726,2609,3626191
947,13485762,2607,3626193
948,13486257,2609,3626191
949,13486275,2609,3626191
950,13486527,2608,3626192
951,13486572,2607,3626193
952,13486725,2607,3626193
953,13486752,2606,3626194
954,13487256,2607,3626193
955,13487265,2607,3626193
956,13487526,2608,3626192
957,13487562,2606,3626194
958,13487625,2607,3626193
959,13487652,2605,3626195
960,13524678,2606,3626194
961,13524687,2606,3626194
962,13524768,2606,3626194
963,13524786,2606,3626194
964,13524867,2606,3626194
965,13524876,2606,3626194
966,13526478,2608,3626192
967,13526487,2608,3626192
968,13526748,2609,3626191
969,13526784,2608,3626192
970,13526847,2610,3626190
971,13526874,2608,3626192
972,13527468,2609,3626191
973,13527486,2609,3626191
974,13527648,2609,3626191
975,13527684,2608,3626192
976,13527846,2609,3626191
977,13527864,2608,3626192
978,13528467,2609,3626191
979,13528476,2609,3626191
980,13528647,2610,3626190
981,13528674,2608,3626192
982,13528746,2609,3626191
983,13528764,2608,3626192
984,13542678,2606,3626194
985,13542687,2606,3626194
986,13542768,2606,3626194
987,13542786,2606,3626194
988,13542867,2606,3626194
989,13542876,2606,3626194
990,13546278,2606,3626194
991,13546287,2606,3626194
992,13546728,2606,3626194
993,13546782,2605,3626195
994,13546827,2607,3626193
995,13546872,2605,3626195
996,13547268,2608,3626192
997,13547286,2608,3626192
998,13547628,2606,3626194
999,13547682,2605,3626195
1000,13547826,2607,3626193
1001,13547862,2606,3626194
1002,13548267,2607,3626193
1003,13548276,2607,3626193
1004,13548627,2608,3626192
1005,13548672,2606,3626194
1006,13548726,2607,3626193
1007,13548762,2605,3626195
1008,13562478,2607,3626193
1009,13562487,2607,3626193
1010,13562748,2608,3626192
1011,13562784,2608,3626192
1012,13562847,2609,3626191
1013,13562874,2608,3626192
1014,13564278,2607,3626193
1015,13564287,2607,3626193
1016,13564728,2608,3626192
1017,13564782,2607,3626193
1018,13564827,2608,3626192
1019,13564872,2607,3626193
1020,13567248,2607,3626193
1021,13567284,2607,3626193
1022,13567428,2607,3626193
1023,13567482,2607,3626193
1024,13567824,2606,3626194
1025,13567842,2606,3626194
1026,13568247,2609,3626191
1027,13568274,2609,3626191
1028,13568427,2609,3626191
1029,13568472,2609,3626191
1030,13568724,2607,3626193
1031,13568742,2607,3626193
1032,13572468,2609,3626191
1033,13572486,2610,3626190
1034,13572648,2610,3626190
1035,13572684,2610,3626190
1036,13572846,2609,3626191
1037,13572864,2610,3626190
1038,13574268,2610,3626190
1039,13574286,2610,3626190
1040,13574628,2608,3626192
1041,13574682,2608,3626192
1042,13574826,2610,3626190
1043,13574862,2609,3626191
1044,13576248,2608,3626192
1045,13576284,2608,3626192
1046,13576428,2608,3626192
1047,13576482,2608,3626192
1048,13576824,2607,3626193
1049,13576842,2607,3626193
1050,13578246,2608,3626192
1051,13578264,2609,3626191
1052,13578426,2609,3626191
1053,13578462,2608,3626192
1054,13578624,2608,3626192
1055,13578642,2608,3626192
1056,13582467,2609,3626191
1057,13582476,2609,3626191
1058,13582647,2610,3626190
1059,13582674,2609,3626191
1060,13582746,2610,3626190
1061,13582764,2609,3626191
1062,13584267,2609,3626191
1063,13584276,2609,3626191
1064,13584627,2610,3626190
1065,13584672,2609,3626191
1066,13584726,2610,3626190
1067,13584762,2608,3626192
