class_id,pattern,lex_rank,representative,representative_rank,class_size
1,12345678,0,12345678,0,56
1,12345687,1,12345678,0,56
2,12345768,2,12345768,2,20
3,12345786,3,12345786,3,40
3,12345867,4,12345786,3,40
1,12345876,5,12345678,0,56
4,12346578,6,12346578,6,32
4,12346587,7,12346578,6,32
5,12346758,8,12346758,8,32
6,12346785,9,12346785,9,32
7,12346857,10,12346857,10,32
8,12346875,11,12346875,11,32
5,12347568,12,12346758,8,32
7,12347586,13,12346857,10,32
9,12347658,14,12347658,14,16
10,12347685,15,12347685,15,32
11,12347856,16,12347856,16,16
12,12347865,17,12347865,17,32
6,12348567,18,12346785,9,32
8,12348576,19,12346875,11,32
10,12348657,20,12347685,15,32
13,12348675,21,12348675,21,16
12,12348756,22,12347865,17,32
1,12348765,23,12345678,0,56
14,12354678,24,12354678,24,18
14,12354687,25,12354678,24,18
15,12354768,26,12354768,26,12
16,12354786,27,12354786,27,24
16,12354867,28,12354786,27,24
14,12354876,29,12354678,24,18
17,12356478,30,12356478,30,48
17,12356487,31,12356478,30,48
18,12356748,32,12356748,32,24
19,12356784,33,12356784,33,24
20,12356847,34,12356847,34,24
21,12356874,35,12356874,35,24
22,12357468,36,12357468,36,24
23,12357486,37,12357486,37,24
24,12357648,38,12357648,38,24
25,12357684,39,12357684,39,24
26,12357846,40,12357846,40,24
27,12357864,41,12357864,41,24
28,12358467,42,12358467,42,24
29,12358476,43,12358476,43,24
30,12358647,44,12358647,44,24
31,12358674,45,12358674,45,24
32,12358746,46,12358746,46,24
33,12358764,47,12358764,47,24
17,12364578,48,12356478,30,48
17,12364587,49,12356478,30,48
22,12364758,50,12357468,36,24
28,12364785,51,12358467,42,24
23,12364857,52,12357486,37,24
29,12364875,53,12358476,43,24
34,12365478,54,12365478,54,24
34,12365487,55,12365478,54,24
35,12365748,56,12365748,56,24
36,12365784,57,12365784,57,24
37,12365847,58,12365847,58,24
38,12365874,59,12365874,59,24
39,12367458,60,12367458,60,12
40,12367485,61,12367485,61,24
41,12367548,62,12367548,62,24
42,12367584,63,12367584,63,24
43,12367845,64,12367845,64,24
44,12367854,65,12367854,65,24
40,12368457,66,12367485,61,24
45,12368475,67,12368475,67,12
46,12368547,68,12368547,68,24
47,12368574,69,12368574,69,24
48,12368745,70,12368745,70,24
49,12368754,71,12368754,71,24
18,12374568,72,12356748,32,24
20,12374586,73,12356847,34,24
24,12374658,74,12357648,38,24
30,12374685,75,12358647,44,24
26,12374856,76,12357846,40,24
32,12374865,77,12358746,46,24
35,12375468,78,12365748,56,24
37,12375486,79,12365847,58,24
50,12375648,80,12375648,80,12
51,12375684,81,12375684,81,24
52,12375846,82,12375846,82,12
53,12375864,83,12375864,83,24
41,12376458,84,12367548,62,24
46,12376485,85,12368547,68,24
54,12376548,86,12376548,86,12
55,12376584,87,12376584,87,24
56,12376845,88,12376845,88,24
57,12376854,89,12376854,89,24
43,12378456,90,12367845,64,24
48,12378465,91,12368745,70,24
56,12378546,92,12376845,88,24
58,12378564,93,12378564,93,24
59,12378645,94,12378645,94,12
60,12378654,95,12378654,95,24
19,12384567,96,12356784,33,24
21,12384576,97,12356874,35,24
25,12384657,98,12357684,39,24
31,12384675,99,12358674,45,24
27,12384756,100,12357864,41,24
33,12384765,101,12358764,47,24
36,12385467,102,12365784,57,24
38,12385476,103,12365874,59,24
51,12385647,104,12375684,81,24
61,12385674,105,12385674,105,12
53,12385746,106,12375864,83,24
62,12385764,107,12385764,107,12
42,12386457,108,12367584,63,24
47,12386475,109,12368574,69,24
55,12386547,110,12376584,87,24
63,12386574,111,12386574,111,12
58,12386745,112,12378564,93,24
64,12386754,113,12386754,113,24
44,12387456,114,12367854,65,24
49,12387465,115,12368754,71,24
57,12387546,116,12376854,89,24
64,12387564,117,12386754,113,24
60,12387645,118,12378654,95,24
1,12387654,119,12345678,0,56
4,12435678,120,12346578,6,32
4,12435687,121,12346578,6,32
65,12435768,122,12435768,122,8
66,12435786,123,12435786,123,16
66,12435867,124,12435786,123,16
4,12435876,125,12346578,6,32
67,12436578,126,12436578,126,8
67,12436587,127,12436578,126,8
68,12436758,128,12436758,128,16
69,12436785,129,12436785,129,16
70,12436857,130,12436857,130,16
71,12436875,131,12436875,131,16
68,12437568,132,12436758,128,16
70,12437586,133,12436857,130,16
72,12437658,134,12437658,134,8
73,12437685,135,12437685,135,16
74,12437856,136,12437856,136,8
75,12437865,137,12437865,137,16
69,12438567,138,12436785,129,16
71,12438576,139,12436875,131,16
73,12438657,140,12437685,135,16
76,12438675,141,12438675,141,8
75,12438756,142,12437865,137,16
4,12438765,143,12346578,6,32
17,12453678,144,12356478,30,48
17,12453687,145,12356478,30,48
77,12453768,146,12453768,146,16
78,12453786,147,12453786,147,32
78,12453867,148,12453786,147,32
17,12453876,149,12356478,30,48
79,12456378,150,12456378,150,16
79,12456387,151,12456378,150,16
80,12456738,152,12456738,152,16
81,12456783,153,12456783,153,16
82,12456837,154,12456837,154,16
83,12456873,155,12456873,155,16
84,12457368,156,12457368,156,16
85,12457386,157,12457386,157,16
86,12457638,158,12457638,158,16
87,12457683,159,12457683,159,16
88,12457836,160,12457836,160,16
89,12457863,161,12457863,161,16
90,12458367,162,12458367,162,16
91,12458376,163,12458376,163,16
92,12458637,164,12458637,164,16
93,12458673,165,12458673,165,16
94,12458736,166,12458736,166,16
95,12458763,167,12458763,167,16
96,12463578,168,12463578,168,16
96,12463587,169,12463578,168,16
97,12463758,170,12463758,170,16
98,12463785,171,12463785,171,16
99,12463857,172,12463857,172,16
100,12463875,173,12463875,173,16
101,12465378,174,12465378,174,32
101,12465387,175,12465378,174,32
102,12465738,176,12465738,176,16
103,12465783,177,12465783,177,16
104,12465837,178,12465837,178,16
105,12465873,179,12465873,179,16
106,12467358,180,12467358,180,16
107,12467385,181,12467385,181,16
108,12467538,182,12467538,182,16
109,12467583,183,12467583,183,16
110,12467835,184,12467835,184,16
111,12467853,185,12467853,185,16
112,12468357,186,12468357,186,16
113,12468375,187,12468375,187,16
114,12468537,188,12468537,188,16
115,12468573,189,12468573,189,16
116,12468735,190,12468735,190,16
117,12468753,191,12468753,191,16
118,12473568,192,12473568,192,16
119,12473586,193,12473586,193,16
120,12473658,194,12473658,194,16
121,12473685,195,12473685,195,16
122,12473856,196,12473856,196,16
123,12473865,197,12473865,197,16
124,12475368,198,12475368,198,16
125,12475386,199,12475386,199,16
126,12475638,200,12475638,200,16
127,12475683,201,12475683,201,16
128,12475836,202,12475836,202,16
129,12475863,203,12475863,203,16
130,12476358,204,12476358,204,16
131,12476385,205,12476385,205,16
132,12476538,206,12476538,206,16
133,12476583,207,12476583,207,16
134,12476835,208,12476835,208,16
135,12476853,209,12476853,209,16
136,12478356,210,12478356,210,16
137,12478365,211,12478365,211,16
138,12478536,212,12478536,212,16
139,12478563,213,12478563,213,16
140,12478635,214,12478635,214,16
141,12478653,215,12478653,215,16
142,12483567,216,12483567,216,16
143,12483576,217,12483576,217,16
144,12483657,218,12483657,218,16
145,12483675,219,12483675,219,16
146,12483756,220,12483756,220,16
147,12483765,221,12483765,221,16
148,12485367,222,12485367,222,16
149,12485376,223,12485376,223,16
150,12485637,224,12485637,224,16
151,12485673,225,12485673,225,16
152,12485736,226,12485736,226,16
153,12485763,227,12485763,227,16
154,12486357,228,12486357,228,16
155,12486375,229,12486375,229,16
156,12486537,230,12486537,230,16
157,12486573,231,12486573,231,16
158,12486735,232,12486735,232,16
159,12486753,233,12486753,233,16
160,12487356,234,12487356,234,16
161,12487365,235,12487365,235,16
162,12487536,236,12487536,236,16
163,12487563,237,12487563,237,16
164,12487635,238,12487635,238,16
165,12487653,239,12487653,239,16
17,12534678,240,12356478,30,48
17,12534687,241,12356478,30,48
77,12534768,242,12453768,146,16
78,12534786,243,12453786,147,32
78,12534867,244,12453786,147,32
17,12534876,245,12356478,30,48
96,12536478,246,12463578,168,16
96,12536487,247,12463578,168,16
118,12536748,248,12473568,192,16
142,12536784,249,12483567,216,16
119,12536847,250,12473586,193,16
143,12536874,251,12483576,217,16
97,12537468,252,12463758,170,16
99,12537486,253,12463857,172,16
120,12537648,254,12473658,194,16
144,12537684,255,12483657,218,16
122,12537846,256,12473856,196,16
146,12537864,257,12483756,220,16
98,12538467,258,12463785,171,16
100,12538476,259,12463875,173,16
121,12538647,260,12473685,195,16
145,12538674,261,12483675,219,16
123,12538746,262,12473865,197,16
147,12538764,263,12483765,221,16
34,12543678,264,12365478,54,24
34,12543687,265,12365478,54,24
166,12543768,266,12543768,266,8
167,12543786,267,12543786,267,16
167,12543867,268,12543786,267,16
34,12543876,269,12365478,54,24
101,12546378,270,12465378,174,32
101,12546387,271,12465378,174,32
168,12546738,272,12546738,272,16
169,12546783,273,12546783,273,16
170,12546837,274,12546837,274,16
171,12546873,275,12546873,275,16
172,12547368,276,12547368,276,16
173,12547386,277,12547386,277,16
174,12547638,278,12547638,278,16
175,12547683,279,12547683,279,16
176,12547836,280,12547836,280,16
177,12547863,281,12547863,281,16
178,12548367,282,12548367,282,16
179,12548376,283,12548376,283,16
180,12548637,284,12548637,284,16
181,12548673,285,12548673,285,16
182,12548736,286,12548736,286,16
183,12548763,287,12548763,287,16
184,12563478,288,12563478,288,8
184,12563487,289,12563478,288,8
185,12563748,290,12563748,290,16
186,12563784,291,12563784,291,16
187,12563847,292,12563847,292,16
188,12563874,293,12563874,293,16
189,12564378,294,12564378,294,16
189,12564387,295,12564378,294,16
190,12564738,296,12564738,296,16
191,12564783,297,12564783,297,16
192,12564837,298,12564837,298,16
193,12564873,299,12564873,299,16
194,12567348,300,12567348,300,16
195,12567384,301,12567384,301,16
196,12567438,302,12567438,302,16
197,12567483,303,12567483,303,16
198,12567834,304,12567834,304,16
199,12567843,305,12567843,305,16
200,12568347,306,12568347,306,16
201,12568374,307,12568374,307,16
202,12568437,308,12568437,308,16
203,12568473,309,12568473,309,16
204,12568734,310,12568734,310,16
205,12568743,311,12568743,311,16
185,12573468,312,12563748,290,16
187,12573486,313,12563847,292,16
206,12573648,314,12573648,314,8
207,12573684,315,12573684,315,16
208,12573846,316,12573846,316,8
209,12573864,317,12573864,317,16
210,12574368,318,12574368,318,16
211,12574386,319,12574386,319,16
212,12574638,320,12574638,320,16
213,12574683,321,12574683,321,16
214,12574836,322,12574836,322,16
215,12574863,323,12574863,323,16
216,12576348,324,12576348,324,16
217,12576384,325,12576384,325,16
218,12576438,326,12576438,326,16
219,12576483,327,12576483,327,16
220,12576834,328,12576834,328,16
221,12576843,329,12576843,329,16
222,12578346,330,12578346,330,16
223,12578364,331,12578364,331,16
224,12578436,332,12578436,332,16
225,12578463,333,12578463,333,16
226,12578634,334,12578634,334,16
227,12578643,335,12578643,335,16
186,12583467,336,12563784,291,16
188,12583476,337,12563874,293,16
207,12583647,338,12573684,315,16
228,12583674,339,12583674,339,8
209,12583746,340,12573864,317,16
229,12583764,341,12583764,341,8
230,12584367,342,12584367,342,16
231,12584376,343,12584376,343,16
232,12584637,344,12584637,344,16
233,12584673,345,12584673,345,16
234,12584736,346,12584736,346,16
235,12584763,347,12584763,347,16
236,12586347,348,12586347,348,16
237,12586374,349,12586374,349,16
238,12586437,350,12586437,350,16
239,12586473,351,12586473,351,16
240,12586734,352,12586734,352,16
241,12586743,353,12586743,353,16
242,12587346,354,12587346,354,16
243,12587364,355,12587364,355,16
244,12587436,356,12587436,356,16
245,12587463,357,12587463,357,16
246,12587634,358,12587634,358,16
247,12587643,359,12587643,359,16
79,12634578,360,12456378,150,16
79,12634587,361,12456378,150,16
84,12634758,362,12457368,156,16
90,12634785,363,12458367,162,16
85,12634857,364,12457386,157,16
91,12634875,365,12458376,163,16
101,12635478,366,12465378,174,32
101,12635487,367,12465378,174,32
124,12635748,368,12475368,198,16
148,12635784,369,12485367,222,16
125,12635847,370,12475386,199,16
149,12635874,371,12485376,223,16
106,12637458,372,12467358,180,16
112,12637485,373,12468357,186,16
130,12637548,374,12476358,204,16
154,12637584,375,12486357,228,16
136,12637845,376,12478356,210,16
160,12637854,377,12487356,234,16
107,12638457,378,12467385,181,16
113,12638475,379,12468375,187,16
131,12638547,380,12476385,205,16
155,12638574,381,12486375,229,16
137,12638745,382,12478365,211,16
161,12638754,383,12487365,235,16
101,12643578,384,12465378,174,32
101,12643587,385,12465378,174,32
172,12643758,386,12547368,276,16
178,12643785,387,12548367,282,16
173,12643857,388,12547386,277,16
179,12643875,389,12548376,283,16
248,12645378,390,12645378,390,8
248,12645387,391,12645378,390,8
249,12645738,392,12645738,392,16
250,12645783,393,12645783,393,16
251,12645837,394,12645837,394,16
252,12645873,395,12645873,395,16
253,12647358,396,12647358,396,8
254,12647385,397,12647385,397,16
255,12647538,398,12647538,398,16
256,12647583,399,12647583,399,16
257,12647835,400,12647835,400,16
258,12647853,401,12647853,401,16
254,12648357,402,12647385,397,16
259,12648375,403,12648375,403,8
260,12648537,404,12648537,404,16
261,12648573,405,12648573,405,16
262,12648735,406,12648735,406,16
263,12648753,407,12648753,407,16
189,12653478,408,12564378,294,16
189,12653487,409,12564378,294,16
210,12653748,410,12574368,318,16
230,12653784,411,12584367,342,16
211,12653847,412,12574386,319,16
231,12653874,413,12584376,343,16
264,12654378,414,12654378,414,8
264,12654387,415,12654378,414,8
265,12654738,416,12654738,416,16
266,12654783,417,12654783,417,16
267,12654837,418,12654837,418,16
268,12654873,419,12654873,419,16
269,12657348,420,12657348,420,16
270,12657384,421,12657384,421,16
271,12657438,422,12657438,422,16
272,12657483,423,12657483,423,16
273,12657834,424,12657834,424,16
274,12657843,425,12657843,425,16
275,12658347,426,12658347,426,16
276,12658374,427,12658374,427,16
277,12658437,428,12658437,428,16
278,12658473,429,12658473,429,16
279,12658734,430,12658734,430,16
280,12658743,431,12658743,431,16
194,12673458,432,12567348,300,16
200,12673485,433,12568347,306,16
216,12673548,434,12576348,324,16
236,12673584,435,12586347,348,16
222,12673845,436,12578346,330,16
242,12673854,437,12587346,354,16
269,12674358,438,12657348,420,16
275,12674385,439,12658347,426,16
281,12674538,440,12674538,440,16
282,12674583,441,12674583,441,16
283,12674835,442,12674835,442,16
284,12674853,443,12674853,443,16
285,12675348,444,12675348,444,8
286,12675384,445,12675384,445,16
287,12675438,446,12675438,446,16
288,12675483,447,12675483,447,16
289,12675834,448,12675834,448,16
290,12675843,449,12675843,449,16
291,12678345,450,12678345,450,8
292,12678354,451,12678354,451,16
293,12678435,452,12678435,452,16
294,12678453,453,12678453,453,16
295,12678534,454,12678534,454,16
296,12678543,455,12678543,455,16
195,12683457,456,12567384,301,16
201,12683475,457,12568374,307,16
217,12683547,458,12576384,325,16
237,12683574,459,12586374,349,16
223,12683745,460,12578364,331,16
243,12683754,461,12587364,355,16
270,12684357,462,12657384,421,16
276,12684375,463,12658374,427,16
297,12684537,464,12684537,464,16
298,12684573,465,12684573,465,16
299,12684735,466,12684735,466,16
300,12684753,467,12684753,467,16
286,12685347,468,12675384,445,16
301,12685374,469,12685374,469,8
302,12685437,470,12685437,470,16
303,12685473,471,12685473,471,16
304,12685734,472,12685734,472,16
305,12685743,473,12685743,473,16
292,12687345,474,12678354,451,16
306,12687354,475,12687354,475,8
307,12687435,476,12687435,476,16
308,12687453,477,12687453,477,16
309,12687534,478,12687534,478,16
310,12687543,479,12687543,479,16
80,12734568,480,12456738,152,16
82,12734586,481,12456837,154,16
86,12734658,482,12457638,158,16
92,12734685,483,12458637,164,16
88,12734856,484,12457836,160,16
94,12734865,485,12458736,166,16
102,12735468,486,12465738,176,16
104,12735486,487,12465837,178,16
126,12735648,488,12475638,200,16
150,12735684,489,12485637,224,16
128,12735846,490,12475836,202,16
152,12735864,491,12485736,226,16
108,12736458,492,12467538,182,16
114,12736485,493,12468537,188,16
132,12736548,494,12476538,206,16
156,12736584,495,12486537,230,16
138,12736845,496,12478536,212,16
162,12736854,497,12487536,236,16
110,12738456,498,12467835,184,16
116,12738465,499,12468735,190,16
134,12738546,500,12476835,208,16
158,12738564,501,12486735,232,16
140,12738645,502,12478635,214,16
164,12738654,503,12487635,238,16
168,12743568,504,12546738,272,16
170,12743586,505,12546837,274,16
174,12743658,506,12547638,278,16
180,12743685,507,12548637,284,16
176,12743856,508,12547836,280,16
182,12743865,509,12548736,286,16
249,12745368,510,12645738,392,16
251,12745386,511,12645837,394,16
311,12745638,512,12745638,512,8
312,12745683,513,12745683,513,16
313,12745836,514,12745836,514,8
314,12745863,515,12745863,515,16
255,12746358,516,12647538,398,16
260,12746385,517,12648537,404,16
315,12746538,518,12746538,518,8
316,12746583,519,12746583,519,16
317,12746835,520,12746835,520,16
318,12746853,521,12746853,521,16
257,12748356,522,12647835,400,16
262,12748365,523,12648735,406,16
317,12748536,524,12746835,520,16
319,12748563,525,12748563,525,16
320,12748635,526,12748635,526,8
321,12748653,527,12748653,527,16
190,12753468,528,12564738,296,16
192,12753486,529,12564837,298,16
212,12753648,530,12574638,320,16
232,12753684,531,12584637,344,16
214,12753846,532,12574836,322,16
234,12753864,533,12584736,346,16
265,12754368,534,12654738,416,16
267,12754386,535,12654837,418,16
322,12754638,536,12754638,536,8
323,12754683,537,12754683,537,16
324,12754836,538,12754836,538,8
325,12754863,539,12754863,539,16
281,12756348,540,12674538,440,16
297,12756384,541,12684537,464,16
326,12756438,542,12756438,542,16
327,12756483,543,12756483,543,16
328,12756834,544,12756834,544,16
329,12756843,545,12756843,545,16
283,12758346,546,12674835,442,16
299,12758364,547,12684735,466,16
330,12758436,548,12758436,548,16
331,12758463,549,12758463,549,16
332,12758634,550,12758634,550,16
333,12758643,551,12758643,551,16
196,12763458,552,12567438,302,16
202,12763485,553,12568437,308,16
218,12763548,554,12576438,326,16
238,12763584,555,12586437,350,16
224,12763845,556,12578436,332,16
244,12763854,557,12587436,356,16
271,12764358,558,12657438,422,16
277,12764385,559,12658437,428,16
326,12764538,560,12756438,542,16
334,12764583,561,12764583,561,16
330,12764835,562,12758436,548,16
335,12764853,563,12764853,563,16
287,12765348,564,12675438,446,16
302,12765384,565,12685437,470,16
336,12765438,566,12765438,566,8
337,12765483,567,12765483,567,16
338,12765834,568,12765834,568,16
339,12765843,569,12765843,569,16
293,12768345,570,12678435,452,16
307,12768354,571,12687435,476,16
340,12768435,572,12768435,572,8
341,12768453,573,12768453,573,16
342,12768534,574,12768534,574,16
343,12768543,575,12768543,575,16
198,12783456,576,12567834,304,16
204,12783465,577,12568734,310,16
220,12783546,578,12576834,328,16
240,12783564,579,12586734,352,16
226,12783645,580,12578634,334,16
246,12783654,581,12587634,358,16
273,12784356,582,12657834,424,16
279,12784365,583,12658734,430,16
328,12784536,584,12756834,544,16
344,12784563,585,12784563,585,16
332,12784635,586,12758634,550,16
345,12784653,587,12784653,587,16
289,12785346,588,12675834,448,16
304,12785364,589,12685734,472,16
338,12785436,590,12765834,568,16
346,12785463,591,12785463,591,16
347,12785634,592,12785634,592,8
348,12785643,593,12785643,593,16
295,12786345,594,12678534,454,16
309,12786354,595,12687534,478,16
342,12786435,596,12768534,574,16
349,12786453,597,12786453,597,16
350,12786534,598,12786534,598,8
351,12786543,599,12786543,599,16
81,12834567,600,12456783,153,16
83,12834576,601,12456873,155,16
87,12834657,602,12457683,159,16
93,12834675,603,12458673,165,16
89,12834756,604,12457863,161,16
95,12834765,605,12458763,167,16
103,12835467,606,12465783,177,16
105,12835476,607,12465873,179,16
127,12835647,608,12475683,201,16
151,12835674,609,12485673,225,16
129,12835746,610,12475863,203,16
153,12835764,611,12485763,227,16
109,12836457,612,12467583,183,16
115,12836475,613,12468573,189,16
133,12836547,614,12476583,207,16
157,12836574,615,12486573,231,16
139,12836745,616,12478563,213,16
163,12836754,617,12487563,237,16
111,12837456,618,12467853,185,16
117,12837465,619,12468753,191,16
135,12837546,620,12476853,209,16
159,12837564,621,12486753,233,16
141,12837645,622,12478653,215,16
165,12837654,623,12487653,239,16
169,12843567,624,12546783,273,16
171,12843576,625,12546873,275,16
175,12843657,626,12547683,279,16
181,12843675,627,12548673,285,16
177,12843756,628,12547863,281,16
183,12843765,629,12548763,287,16
250,12845367,630,12645783,393,16
252,12845376,631,12645873,395,16
312,12845637,632,12745683,513,16
352,12845673,633,12845673,633,8
314,12845736,634,12745863,515,16
353,12845763,635,12845763,635,8
256,12846357,636,12647583,399,16
261,12846375,637,12648573,405,16
316,12846537,638,12746583,519,16
354,12846573,639,12846573,639,8
319,12846735,640,12748563,525,16
355,12846753,641,12846753,641,16
258,12847356,642,12647853,401,16
263,12847365,643,12648753,407,16
318,12847536,644,12746853,521,16
355,12847563,645,12846753,641,16
321,12847635,646,12748653,527,16
356,12847653,647,12847653,647,8
191,12853467,648,12564783,297,16
193,12853476,649,12564873,299,16
213,12853647,650,12574683,321,16
233,12853674,651,12584673,345,16
215,12853746,652,12574863,323,16
235,12853764,653,12584763,347,16
266,12854367,654,12654783,417,16
268,12854376,655,12654873,419,16
323,12854637,656,12754683,537,16
357,12854673,657,12854673,657,8
325,12854736,658,12754863,539,16
358,12854763,659,12854763,659,8
282,12856347,660,12674583,441,16
298,12856374,661,12684573,465,16
334,12856437,662,12764583,561,16
359,12856473,663,12856473,663,16
344,12856734,664,12784563,585,16
360,12856743,665,12856743,665,16
284,12857346,666,12674853,443,16
300,12857364,667,12684753,467,16
335,12857436,668,12764853,563,16
361,12857463,669,12857463,669,16
345,12857634,670,12784653,587,16
362,12857643,671,12857643,671,16
197,12863457,672,12567483,303,16
203,12863475,673,12568473,309,16
219,12863547,674,12576483,327,16
239,12863574,675,12586473,351,16
225,12863745,676,12578463,333,16
245,12863754,677,12587463,357,16
272,12864357,678,12657483,423,16
278,12864375,679,12658473,429,16
327,12864537,680,12756483,543,16
359,12864573,681,12856473,663,16
331,12864735,682,12758463,549,16
361,12864753,683,12857463,669,16
288,12865347,684,12675483,447,16
303,12865374,685,12685473,471,16
337,12865437,686,12765483,567,16
363,12865473,687,12865473,687,8
346,12865734,688,12785463,591,16
364,12865743,689,12865743,689,16
294,12867345,690,12678453,453,16
308,12867354,691,12687453,477,16
341,12867435,692,12768453,573,16
365,12867453,693,12867453,693,8
349,12867534,694,12786453,597,16
366,12867543,695,12867543,695,16
199,12873456,696,12567843,305,16
205,12873465,697,12568743,311,16
221,12873546,698,12576843,329,16
241,12873564,699,12586743,353,16
227,12873645,700,12578643,335,16
247,12873654,701,12587643,359,16
274,12874356,702,12657843,425,16
280,12874365,703,12658743,431,16
329,12874536,704,12756843,545,16
360,12874563,705,12856743,665,16
333,12874635,706,12758643,551,16
362,12874653,707,12857643,671,16
290,12875346,708,12675843,449,16
305,12875364,709,12685743,473,16
339,12875436,710,12765843,569,16
364,12875463,711,12865743,689,16
348,12875634,712,12785643,593,16
367,12875643,713,12875643,713,8
296,12876345,714,12678543,455,16
310,12876354,715,12687543,479,16
343,12876435,716,12768543,575,16
366,12876453,717,12867543,695,16
351,12876534,718,12786543,599,16
1,12876543,719,12345678,0,56
2,13245678,720,12345768,2,20
2,13245687,721,12345768,2,20
368,13245768,722,13245768,722,2
369,13245786,723,13245786,723,8
369,13245867,724,13245786,723,8
2,13245876,725,12345768,2,20
65,13246578,726,12435768,122,8
65,13246587,727,12435768,122,8
370,13246758,728,13246758,728,8
371,13246785,729,13246785,729,8
372,13246857,730,13246857,730,8
373,13246875,731,13246875,731,8
370,13247568,732,13246758,728,8
372,13247586,733,13246857,730,8
374,13247658,734,13247658,734,4
375,13247685,735,13247685,735,8
376,13247856,736,13247856,736,4
377,13247865,737,13247865,737,8
371,13248567,738,13246785,729,8
373,13248576,739,13246875,731,8
375,13248657,740,13247685,735,8
378,13248675,741,13248675,741,4
377,13248756,742,13247865,737,8
2,13248765,743,12345768,2,20
15,13254678,744,12354768,26,12
15,13254687,745,12354768,26,12
379,13254768,746,13254768,746,2
380,13254786,747,13254786,747,8
380,13254867,748,13254786,747,8
15,13254876,749,12354768,26,12
77,13256478,750,12453768,146,16
77,13256487,751,12453768,146,16
381,13256748,752,13256748,752,8
382,13256784,753,13256784,753,8
383,13256847,754,13256847,754,8
384,13256874,755,13256874,755,8
385,13257468,756,13257468,756,8
386,13257486,757,13257486,757,8
387,13257648,758,13257648,758,8
388,13257684,759,13257684,759,8
389,13257846,760,13257846,760,8
390,13257864,761,13257864,761,8
391,13258467,762,13258467,762,8
392,13258476,763,13258476,763,8
393,13258647,764,13258647,764,8
394,13258674,765,13258674,765,8
395,13258746,766,13258746,766,8
396,13258764,767,13258764,767,8
77,13264578,768,12453768,146,16
77,13264587,769,12453768,146,16
385,13264758,770,13257468,756,8
391,13264785,771,13258467,762,8
386,13264857,772,13257486,757,8
392,13264875,773,13258476,763,8
166,13265478,774,12543768,266,8
166,13265487,775,12543768,266,8
397,13265748,776,13265748,776,8
398,13265784,777,13265784,777,8
399,13265847,778,13265847,778,8
400,13265874,779,13265874,779,8
401,13267458,780,13267458,780,4
402,13267485,781,13267485,781,8
403,13267548,782,13267548,782,8
404,13267584,783,13267584,783,8
405,13267845,784,13267845,784,8
406,13267854,785,13267854,785,8
402,13268457,786,13267485,781,8
407,13268475,787,13268475,787,4
408,13268547,788,13268547,788,8
409,13268574,789,13268574,789,8
410,13268745,790,13268745,790,8
411,13268754,791,13268754,791,8
381,13274568,792,13256748,752,8
383,13274586,793,13256847,754,8
387,13274658,794,13257648,758,8
393,13274685,795,13258647,764,8
389,13274856,796,13257846,760,8
395,13274865,797,13258746,766,8
397,13275468,798,13265748,776,8
399,13275486,799,13265847,778,8
412,13275648,800,13275648,800,4
413,13275684,801,13275684,801,8
414,13275846,802,13275846,802,4
415,13275864,803,13275864,803,8
403,13276458,804,13267548,782,8
408,13276485,805,13268547,788,8
416,13276548,806,13276548,806,4
417,13276584,807,13276584,807,8
418,13276845,808,13276845,808,8
419,13276854,809,13276854,809,8
405,13278456,810,13267845,784,8
410,13278465,811,13268745,790,8
418,13278546,812,13276845,808,8
420,13278564,813,13278564,813,8
421,13278645,814,13278645,814,4
422,13278654,815,13278654,815,8
382,13284567,816,13256784,753,8
384,13284576,817,13256874,755,8
388,13284657,818,13257684,759,8
394,13284675,819,13258674,765,8
390,13284756,820,13257864,761,8
396,13284765,821,13258764,767,8
398,13285467,822,13265784,777,8
400,13285476,823,13265874,779,8
413,13285647,824,13275684,801,8
423,13285674,825,13285674,825,4
415,13285746,826,13275864,803,8
424,13285764,827,13285764,827,4
404,13286457,828,13267584,783,8
409,13286475,829,13268574,789,8
417,13286547,830,13276584,807,8
425,13286574,831,13286574,831,4
420,13286745,832,13278564,813,8
426,13286754,833,13286754,833,8
406,13287456,834,13267854,785,8
411,13287465,835,13268754,791,8
419,13287546,836,13276854,809,8
426,13287564,837,13286754,833,8
422,13287645,838,13278654,815,8
2,13287654,839,12345768,2,20
5,13425678,840,12346758,8,32
5,13425687,841,12346758,8,32
370,13425768,842,13246758,728,8
427,13425786,843,13425786,843,16
427,13425867,844,13425786,843,16
5,13425876,845,12346758,8,32
68,13426578,846,12436758,128,16
68,13426587,847,12436758,128,16
428,13426758,848,13426758,848,4
429,13426785,849,13426785,849,8
430,13426857,850,13426857,850,8
431,13426875,851,13426875,851,8
432,13427568,852,13427568,852,4
433,13427586,853,13427586,853,8
434,13427658,854,13427658,854,8
435,13427685,855,13427685,855,8
436,13427856,856,13427856,856,8
437,13427865,857,13427865,857,8
438,13428567,858,13428567,858,8
439,13428576,859,13428576,859,8
440,13428657,860,13428657,860,8
441,13428675,861,13428675,861,8
442,13428756,862,13428756,862,8
5,13428765,863,12346758,8,32
18,13452678,864,12356748,32,24
18,13452687,865,12356748,32,24
381,13452768,866,13256748,752,8
443,13452786,867,13452786,867,16
443,13452867,868,13452786,867,16
18,13452876,869,12356748,32,24
80,13456278,870,12456738,152,16
80,13456287,871,12456738,152,16
444,13456728,872,13456728,872,4
