class_id,pattern,lex_rank,representative,representative_rank,class_size
1720,16574328,3326,15764328,2726,8
1965,16574382,3327,16574382,3327,8
1966,16574823,3328,16574823,3328,8
1967,16574832,3329,16574832,3329,8
1968,16578234,3330,16578234,3330,8
1969,16578243,3331,16578243,3331,8
1970,16578324,3332,16578324,3332,8
1971,16578342,3333,16578342,3333,8
1972,16578423,3334,16578423,3334,8
1973,16578432,3335,16578432,3335,8
1630,16582347,3336,15673284,2599,8
1653,16582374,3337,15683274,2623,8
1713,16582437,3338,15763284,2719,8
1792,16582473,3339,15863274,2839,8
1734,16582734,3340,15783264,2743,8
1811,16582743,3341,15873264,2863,8
1960,16583247,3342,16573284,3319,8
1974,16583274,3343,16583274,3343,4
1975,16583427,3344,16583427,3344,8
1976,16583472,3345,16583472,3345,8
1977,16583724,3346,16583724,3346,8
1978,16583742,3347,16583742,3347,8
1979,16584237,3348,16584237,3348,8
1980,16584273,3349,16584273,3349,8
1981,16584327,3350,16584327,3350,8
1982,16584372,3351,16584372,3351,8
1983,16584723,3352,16584723,3352,8
1984,16584732,3353,16584732,3353,8
1985,16587234,3354,16587234,3354,8
1986,16587243,3355,16587243,3355,8
1987,16587324,3356,16587324,3356,8
1988,16587342,3357,16587342,3357,8
1989,16587423,3358,16587423,3358,8
1990,16587432,3359,16587432,3359,8
1093,16723458,3360,14567238,1740,4
1099,16723485,3361,14568237,1746,8
1115,16723548,3362,14576238,1764,8
1139,16723584,3363,14586237,1788,8
1121,16723845,3364,14578236,1770,8
1145,16723854,3365,14587236,1794,8
1188,16724358,3366,14657238,1860,4
1194,16724385,3367,14658237,1866,8
1290,16724538,3368,14756238,1980,8
1390,16724583,3369,14856237,2100,8
1296,16724835,3370,14758236,1986,8
1396,16724853,3371,14857236,2106,8
1212,16725348,3372,14675238,1884,8
1236,16725384,3373,14685237,1908,8
1313,16725438,3374,14765238,2004,8
1414,16725483,3375,14865237,2124,8
1337,16725834,3376,14785236,2028,8
1438,16725843,3377,14875236,2148,8
1218,16728345,3378,14678235,1890,8
1242,16728354,3379,14687235,1914,8
1319,16728435,3380,14768235,2010,8
1420,16728453,3381,14867235,2130,8
1343,16728534,3382,14786235,2034,8
1444,16728543,3383,14876235,2154,8
1115,16732458,3384,14576238,1764,8
1545,16732485,3385,15468237,2466,8
1559,16732548,3386,15476238,2484,4
1583,16732584,3387,15486237,2508,8
1565,16732845,3388,15478236,2490,8
1589,16732854,3389,15487236,2514,8
1290,16734258,3390,14756238,1980,8
1899,16734285,3391,16458237,3186,8
1991,16734528,3392,16734528,3392,4
1992,16734582,3393,16734582,3393,8
1993,16734825,3394,16734825,3394,8
1994,16734852,3395,16734852,3395,8
1696,16735248,3396,15746238,2700,8
1925,16735284,3397,16485237,3228,8
1995,16735428,3398,16735428,3398,8
1996,16735482,3399,16735482,3399,8
1997,16735824,3400,16735824,3400,8
1998,16735842,3401,16735842,3401,8
1913,16738245,3402,16478235,3210,8
1931,16738254,3403,16487235,3234,8
1999,16738425,3404,16738425,3404,8
2000,16738452,3405,16738452,3405,8
2001,16738524,3406,16738524,3406,8
2002,16738542,3407,16738542,3407,8
1212,16742358,3408,14675238,1884,8
1618,16742385,3409,15648237,2586,8
1696,16742538,3410,15746238,2700,8
1777,16742583,3411,15846237,2820,8
1702,16742835,3412,15748236,2706,8
1783,16742853,3413,15847236,2826,8
1313,16743258,3414,14765238,2004,8
1954,16743285,3415,16548237,3306,8
1995,16743528,3416,16735428,3398,8
2003,16743582,3417,16743582,3417,8
2004,16743825,3418,16743825,3418,8
2005,16743852,3419,16743852,3419,8
2006,16745238,3420,16745238,3420,2
2007,16745283,3421,16745283,3421,8
2008,16745328,3422,16745328,3422,4
2009,16745382,3423,16745382,3423,8
2010,16745823,3424,16745823,3424,8
2011,16745832,3425,16745832,3425,8
2012,16748235,3426,16748235,3426,4
2013,16748253,3427,16748253,3427,8
2014,16748325,3428,16748325,3428,8
2015,16748352,3429,16748352,3429,8
2016,16748523,3430,16748523,3430,8
2017,16748532,3431,16748532,3431,8
1635,16752348,3432,15674238,2604,4
1658,16752384,3433,15684237,2628,8
1718,16752438,3434,15764238,2724,8
1797,16752483,3435,15864237,2844,8
1739,16752834,3436,15784236,2748,8
1816,16752843,3437,15874236,2868,8
1718,16753248,3438,15764238,2724,8
1979,16753284,3439,16584237,3348,8
2018,16753428,3440,16753428,3440,4
2019,16753482,3441,16753482,3441,8
2020,16753824,3442,16753824,3442,8
2021,16753842,3443,16753842,3443,8
2022,16754238,3444,16754238,3444,2
2023,16754283,3445,16754283,3445,8
2024,16754328,3446,16754328,3446,4
2025,16754382,3447,16754382,3447,8
2026,16754823,3448,16754823,3448,8
2027,16754832,3449,16754832,3449,8
2028,16758234,3450,16758234,3450,8
2029,16758243,3451,16758243,3451,8
2030,16758324,3452,16758324,3452,8
2031,16758342,3453,16758342,3453,8
2032,16758423,3454,16758423,3454,8
2033,16758432,3455,16758432,3455,8
1641,16782345,3456,15678234,2610,8
1664,16782354,3457,15687234,2634,8
1724,16782435,3458,15768234,2730,8
1803,16782453,3459,15867234,2850,8
1745,16782534,3460,15786234,2754,8
1822,16782543,3461,15876234,2874,8
1968,16783245,3462,16578234,3330,8
1985,16783254,3463,16587234,3354,8
2034,16783425,3464,16783425,3464,8
2035,16783452,3465,16783452,3465,8
2036,16783524,3466,16783524,3466,8
2037,16783542,3467,16783542,3467,8
2028,16784235,3468,16758234,3450,8
2038,16784253,3469,16784253,3469,8
2039,16784325,3470,16784325,3470,8
2040,16784352,3471,16784352,3471,8
2041,16784523,3472,16784523,3472,8
2042,16784532,3473,16784532,3473,8
2043,16785234,3474,16785234,3474,4
2044,16785243,3475,16785243,3475,8
2045,16785324,3476,16785324,3476,8
2046,16785342,3477,16785342,3477,8
2047,16785423,3478,16785423,3478,8
2048,16785432,3479,16785432,3479,8
1094,16823457,3480,14567283,1741,8
1100,16823475,3481,14568273,1747,8
1116,16823547,3482,14576283,1765,8
1140,16823574,3483,14586273,1789,8
1122,16823745,3484,14578263,1771,8
1146,16823754,3485,14587263,1795,8
1189,16824357,3486,14657283,1861,8
1195,16824375,3487,14658273,1867,8
1291,16824537,3488,14756283,1981,8
1391,16824573,3489,14856273,2101,8
1297,16824735,3490,14758263,1987,8
1397,16824753,3491,14857263,2107,8
1213,16825347,3492,14675283,1885,8
1237,16825374,3493,14685273,1909,8
1314,16825437,3494,14765283,2005,8
1415,16825473,3495,14865273,2125,8
1338,16825734,3496,14785263,2029,8
1439,16825743,3497,14875263,2149,8
1219,16827345,3498,14678253,1891,8
1243,16827354,3499,14687253,1915,8
1320,16827435,3500,14768253,2011,8
1421,16827453,3501,14867253,2131,8
1344,16827534,3502,14786253,2035,8
1445,16827543,3503,14876253,2155,8
1541,16832457,3504,15467283,2461,8
1546,16832475,3505,15468273,2467,8
1560,16832547,3506,15476283,2485,8
1584,16832574,3507,15486273,2509,8
1566,16832745,3508,15478263,2491,8
1590,16832754,3509,15487263,2515,8
1895,16834257,3510,16457283,3181,8
1900,16834275,3511,16458273,3187,8
2049,16834527,3512,16834527,3512,8
2050,16834572,3513,16834572,3513,8
2051,16834725,3514,16834725,3514,8
2052,16834752,3515,16834752,3515,8
1909,16835247,3516,16475283,3205,8
1926,16835274,3517,16485273,3229,8
2053,16835427,3518,16835427,3518,8
2054,16835472,3519,16835472,3519,8
2055,16835724,3520,16835724,3520,8
2056,16835742,3521,16835742,3521,8
1914,16837245,3522,16478253,3211,8
1932,16837254,3523,16487253,3235,8
2057,16837425,3524,16837425,3524,8
2058,16837452,3525,16837452,3525,8
2059,16837524,3526,16837524,3526,8
2060,16837542,3527,16837542,3527,8
1614,16842357,3528,15647283,2581,8
1619,16842375,3529,15648273,2587,8
1697,16842537,3530,15746283,2701,8
1778,16842573,3531,15846273,2821,8
1703,16842735,3532,15748263,2707,8
1784,16842753,3533,15847263,2827,8
1950,16843257,3534,16547283,3301,8
1955,16843275,3535,16548273,3307,8
2061,16843527,3536,16843527,3536,8
2062,16843572,3537,16843572,3537,8
2063,16843725,3538,16843725,3538,8
2064,16843752,3539,16843752,3539,8
2007,16845237,3540,16745283,3421,8
2065,16845273,3541,16845273,3541,4
2066,16845327,3542,16845327,3542,8
2067,16845372,3543,16845372,3543,8
2068,16845723,3544,16845723,3544,8
2069,16845732,3545,16845732,3545,8
2013,16847235,3546,16748253,3427,8
2070,16847253,3547,16847253,3547,4
2071,16847325,3548,16847325,3548,8
2072,16847352,3549,16847352,3549,8
2073,16847523,3550,16847523,3550,8
2074,16847532,3551,16847532,3551,8
1636,16852347,3552,15674283,2605,8
1659,16852374,3553,15684273,2629,8
1719,16852437,3554,15764283,2725,8
1798,16852473,3555,15864273,2845,8
1740,16852734,3556,15784263,2749,8
1817,16852743,3557,15874263,2869,8
1964,16853247,3558,16574283,3325,8
1980,16853274,3559,16584273,3349,8
2075,16853427,3560,16853427,3560,8
2076,16853472,3561,16853472,3561,8
2077,16853724,3562,16853724,3562,8
2078,16853742,3563,16853742,3563,8
2023,16854237,3564,16754283,3445,8
2079,16854273,3565,16854273,3565,4
2080,16854327,3566,16854327,3566,8
2081,16854372,3567,16854372,3567,8
2082,16854723,3568,16854723,3568,8
2083,16854732,3569,16854732,3569,8
2038,16857234,3570,16784253,3469,8
2084,16857243,3571,16857243,3571,8
2085,16857324,3572,16857324,3572,8
2086,16857342,3573,16857342,3573,8
2087,16857423,3574,16857423,3574,8
2088,16857432,3575,16857432,3575,8
1642,16872345,3576,15678243,2611,8
1665,16872354,3577,15687243,2635,8
1725,16872435,3578,15768243,2731,8
1804,16872453,3579,15867243,2851,8
1746,16872534,3580,15786243,2755,8
1823,16872543,3581,15876243,2875,8
1969,16873245,3582,16578243,3331,8
1986,16873254,3583,16587243,3355,8
2089,16873425,3584,16873425,3584,8
2090,16873452,3585,16873452,3585,8
2091,16873524,3586,16873524,3586,8
2092,16873542,3587,16873542,3587,8
2029,16874235,3588,16758243,3451,8
2084,16874253,3589,16857243,3571,8
2093,16874325,3590,16874325,3590,8
2094,16874352,3591,16874352,3591,8
2095,16874523,3592,16874523,3592,8
2096,16874532,3593,16874532,3593,8
2044,16875234,3594,16785243,3475,8
2097,16875243,3595,16875243,3595,4
2098,16875324,3596,16875324,3596,8
2099,16875342,3597,16875342,3597,8
2100,16875423,3598,16875423,3598,8
2101,16875432,3599,16875432,3599,8
444,17234568,3600,13456728,872,4
446,17234586,3601,13456827,874,8
450,17234658,3602,13457628,878,8
456,17234685,3603,13458627,884,8
452,17234856,3604,13457826,880,8
458,17234865,3605,13458726,886,8
464,17235468,3606,13465728,896,8
466,17235486,3607,13465827,898,8
488,17235648,3608,13475628,920,8
512,17235684,3609,13485627,944,8
490,17235846,3610,13475826,922,8
514,17235864,3611,13485726,946,8
470,17236458,3612,13467528,902,8
476,17236485,3613,13468527,908,8
494,17236548,3614,13476528,926,8
518,17236584,3615,13486527,950,8
500,17236845,3616,13478526,932,8
524,17236854,3617,13487526,956,8
472,17238456,3618,13467825,904,8
478,17238465,3619,13468725,910,8
496,17238546,3620,13476825,928,8
520,17238564,3621,13486725,952,8
502,17238645,3622,13478625,934,8
526,17238654,3623,13487625,958,8
464,17243568,3624,13465728,896,8
546,17243586,3625,13546827,994,8
550,17243658,3626,13547628,998,8
556,17243685,3627,13548627,1004,8
552,17243856,3628,13547826,1000,8
558,17243865,3629,13548726,1006,8
651,17245368,3630,13645728,1112,4
653,17245386,3631,13645827,1114,8
764,17245638,3632,13745628,1232,8
883,17245683,3633,13845627,1352,8
766,17245836,3634,13745826,1234,8
885,17245863,3635,13845726,1354,8
657,17246358,3636,13647528,1118,8
663,17246385,3637,13648527,1124,8
770,17246538,3638,13746528,1238,8
889,17246583,3639,13846527,1358,8
776,17246835,3640,13748526,1244,8
895,17246853,3641,13847526,1364,8
659,17248356,3642,13647825,1120,8
665,17248365,3643,13648725,1126,8
772,17248536,3644,13746825,1240,8
891,17248563,3645,13846725,1360,8
778,17248635,3646,13748625,1246,8
897,17248653,3647,13847625,1366,8
564,17253468,3648,13564728,1016,4
566,17253486,3649,13564827,1018,8
588,17253648,3650,13574628,1040,8
612,17253684,3651,13584627,1064,8
590,17253846,3652,13574826,1042,8
614,17253864,3653,13584726,1066,8
671,17254368,3654,13654728,1136,4
673,17254386,3655,13654827,1138,8
787,17254638,3656,13754628,1256,8
907,17254683,3657,13854627,1376,8
789,17254836,3658,13754826,1258,8
909,17254863,3659,13854726,1378,8
695,17256348,3660,13674528,1160,8
719,17256384,3661,13684527,1184,8
811,17256438,3662,13764528,1280,8
931,17256483,3663,13864527,1400,8
835,17256834,3664,13784526,1304,8
955,17256843,3665,13874526,1424,8
697,17258346,3666,13674825,1162,8
721,17258364,3667,13684725,1186,8
813,17258436,3668,13764825,1282,8
933,17258463,3669,13864725,1402,8
837,17258634,3670,13784625,1306,8
957,17258643,3671,13874625,1426,8
570,17263458,3672,13567428,1022,8
576,17263485,3673,13568427,1028,8
594,17263548,3674,13576428,1046,8
618,17263584,3675,13586427,1070,8
600,17263845,3676,13578426,1052,8
624,17263854,3677,13587426,1076,8
677,17264358,3678,13657428,1142,8
683,17264385,3679,13658427,1148,8
793,17264538,3680,13756428,1262,8
913,17264583,3681,13856427,1382,8
799,17264835,3682,13758426,1268,8
919,17264853,3683,13857426,1388,8
701,17265348,3684,13675428,1166,8
725,17265384,3685,13685427,1190,8
817,17265438,3686,13765428,1286,8
937,17265483,3687,13865427,1406,8
841,17265834,3688,13785426,1310,8
961,17265843,3689,13875426,1430,8
707,17268345,3690,13678425,1172,8
731,17268354,3691,13687425,1196,8
823,17268435,3692,13768425,1292,8
943,17268453,3693,13867425,1412,8
847,17268534,3694,13786425,1316,8
967,17268543,3695,13876425,1436,8
572,17283456,3696,13567824,1024,8
578,17283465,3697,13568724,1030,8
596,17283546,3698,13576824,1048,8
620,17283564,3699,13586724,1072,8
602,17283645,3700,13578624,1054,8
626,17283654,3701,13587624,1078,8
679,17284356,3702,13657824,1144,8
685,17284365,3703,13658724,1150,8
795,17284536,3704,13756824,1264,8
915,17284563,3705,13856724,1384,8
801,17284635,3706,13758624,1270,8
921,17284653,3707,13857624,1390,8
703,17285346,3708,13675824,1168,8
727,17285364,3709,13685724,1192,8
819,17285436,3710,13765824,1288,8
939,17285463,3711,13865724,1408,8
843,17285634,3712,13785624,1312,8
963,17285643,3713,13875624,1432,8
709,17286345,3714,13678524,1174,8
733,17286354,3715,13687524,1198,8
825,17286435,3716,13768524,1294,8
945,17286453,3717,13867524,1414,8
849,17286534,3718,13786524,1318,8
969,17286543,3719,13876524,1438,8
450,17324568,3720,13457628,878,8
982,17324586,3721,14356827,1594,8
985,17324658,3722,14357628,1598,4
991,17324685,3723,14358627,1604,8
987,17324856,3724,14357826,1600,8
993,17324865,3725,14358726,1606,8
550,17325468,3726,13547628,998,8
999,17325486,3727,14365827,1618,8
1019,17325648,3728,14375628,1640,8
1043,17325684,3729,14385627,1664,8
1021,17325846,3730,14375826,1642,8
1045,17325864,3731,14385726,1666,8
1003,17326458,3732,14367528,1622,8
1009,17326485,3733,14368527,1628,8
1025,17326548,3734,14376528,1646,8
1049,17326584,3735,14386527,1670,8
1031,17326845,3736,14378526,1652,8
1055,17326854,3737,14387526,1676,8
1005,17328456,3738,14367825,1624,8
1011,17328465,3739,14368725,1630,8
1027,17328546,3740,14376825,1648,8
1051,17328564,3741,14386725,1672,8
1033,17328645,3742,14378625,1654,8
1057,17328654,3743,14387625,1678,8
488,17342568,3744,13475628,920,8
1452,17342586,3745,15346827,2314,8
1019,17342658,3746,14375628,1640,8
1460,17342685,3747,15348627,2324,8
1456,17342856,3748,15347826,2320,8
1462,17342865,3749,15348726,2326,8
764,17345268,3750,13745628,1232,8
1829,17345286,3751,16345827,3034,8
2102,17345628,3752,17345628,3752,2
2103,17345682,3753,17345682,3753,8
2104,17345826,3754,17345826,3754,4
2105,17345862,3755,17345862,3755,8
1264,17346258,3756,14735628,1952,8
1836,17346285,3757,16348527,3044,8
2106,17346528,3758,17346528,3758,4
2107,17346582,3759,17346582,3759,8
2108,17346825,3760,17346825,3760,8
2109,17346852,3761,17346852,3761,8
1833,17348256,3762,16347825,3040,8
1838,17348265,3763,16348725,3046,8
2108,17348526,3764,17346825,3760,8
2110,17348562,3765,17348562,3765,8
2111,17348625,3766,17348625,3766,4
2112,17348652,3767,17348652,3767,8
588,17352468,3768,13574628,1040,8
1468,17352486,3769,15364827,2338,8
1485,17352648,3770,15374628,2360,4
1505,17352684,3771,15384627,2384,8
1487,17352846,3772,15374826,2362,8
1507,17352864,3773,15384726,2386,8
787,17354268,3774,13754628,1256,8
1841,17354286,3775,16354827,3058,8
2113,17354628,3776,17354628,3776,2
2114,17354682,3777,17354682,3777,8
2115,17354826,3778,17354826,3778,4
2116,17354862,3779,17354862,3779,8
1671,17356248,3780,15734628,2672,8
1866,17356284,3781,16384527,3104,8
2117,17356428,3782,17356428,3782,8
2118,17356482,3783,17356482,3783,8
2119,17356824,3784,17356824,3784,8
2120,17356842,3785,17356842,3785,8
1854,17358246,3786,16374825,3082,8
1868,17358264,3787,16384725,3106,8
2121,17358426,3788,17358426,3788,8
2122,17358462,3789,17358462,3789,8
2123,17358624,3790,17358624,3790,8
2124,17358642,3791,17358642,3791,8
1111,17362458,3792,14573628,1760,8
1476,17362485,3793,15368427,2348,8
1491,17362548,3794,15376428,2366,8
1511,17362584,3795,15386427,2390,8
1497,17362845,3796,15378426,2372,8
1517,17362854,3797,15387426,2396,8
1286,17364258,3798,14753628,1976,8
1849,17364285,3799,16358427,3068,8
2117,17364528,3800,17356428,3782,8
2125,17364582,3801,17364582,3801,8
2121,17364825,3802,17358426,3788,8
2126,17364852,3803,17364852,3803,8
1692,17365248,3804,15743628,2696,8
1871,17365284,3805,16385427,3110,8
2127,17365428,3806,17365428,3806,4
2128,17365482,3807,17365482,3807,8
2129,17365824,3808,17365824,3808,8
2130,17365842,3809,17365842,3809,8
1862,17368245,3810,16378425,3092,8
1876,17368254,3811,16387425,3116,8
2131,17368425,3812,17368425,3812,4
2132,17368452,3813,17368452,3813,8
2133,17368524,3814,17368524,3814,8
2134,17368542,3815,17368542,3815,8
1472,17382456,3816,15367824,2344,8
1478,17382465,3817,15368724,2350,8
1493,17382546,3818,15376824,2368,8
1513,17382564,3819,15386724,2392,8
1499,17382645,3820,15378624,2374,8
1519,17382654,3821,15387624,2398,8
1845,17384256,3822,16357824,3064,8
1851,17384265,3823,16358724,3070,8
2119,17384526,3824,17356824,3784,8
2135,17384562,3825,17384562,3825,8
2123,17384625,3826,17358624,3790,8
2136,17384652,3827,17384652,3827,8
1858,17385246,3828,16375824,3088,8
1873,17385264,3829,16385724,3112,8
2129,17385426,3830,17365824,3808,8
2137,17385462,3831,17385462,3831,8
2138,17385624,3832,17385624,3832,4
2139,17385642,3833,17385642,3833,8
1864,17386245,3834,16378524,3094,8
1878,17386254,3835,16387524,3118,8
2133,17386425,3836,17368524,3814,8
2140,17386452,3837,17386452,3837,8
2141,17386524,3838,17386524,3838,4
2142,17386542,3839,17386542,3839,8
470,17423568,3840,13467528,902,8
1075,17423586,3841,14536827,1714,8
1003,17423658,3842,14367528,1622,8
1083,17423685,3843,14538627,1724,8
1079,17423856,3844,14537826,1720,8
1085,17423865,3845,14538726,1726,8
657,17425368,3846,13647528,1118,8
1169,17425386,3847,14635827,1834,8
1264,17425638,3848,14735628,1952,8
1362,17425683,3849,14835627,2072,8
1266,17425836,3850,14735826,1954,8
1364,17425863,3851,14835726,2074,8
1172,17426358,3852,14637528,1838,4
1178,17426385,3853,14638527,1844,8
1270,17426538,3854,14736528,1958,8
1368,17426583,3855,14836527,2078,8
1276,17426835,3856,14738526,1964,8
1374,17426853,3857,14837526,2084,8
1174,17428356,3858,14637825,1840,8
1180,17428365,3859,14638725,1846,8
1272,17428536,3860,14736825,1960,8
1370,17428563,3861,14836725,2080,8
1278,17428635,3862,14738625,1966,8
1376,17428653,3863,14837625,2086,8
494,17432568,3864,13476528,926,8
1523,17432586,3865,15436827,2434,8
1025,17432658,3866,14376528,1646,8
1531,17432685,3867,15438627,2444,8
1527,17432856,3868,15437826,2440,8
1533,17432865,3869,15438726,2446,8
770,17435268,3870,13746528,1238,8
1881,17435286,3871,16435827,3154,8
2106,17435628,3872,17346528,3758,4
2143,17435682,3873,17435682,3873,8
2144,17435826,3874,17435826,3874,4
2145,17435862,3875,17435862,3875,8
1270,17436258,3876,14736528,1958,8
1888,17436285,3877,16438527,3164,8
2146,17436528,3878,17436528,3878,2
2147,17436582,3879,17436582,3879,8
2148,17436825,3880,17436825,3880,8
2149,17436852,3881,17436852,3881,8
1885,17438256,3882,16437825,3160,8
1890,17438265,3883,16438725,3166,8
2148,17438526,3884,17436825,3880,8
2150,17438562,3885,17438562,3885,8
2151,17438625,3886,17438625,3886,4
2152,17438652,3887,17438652,3887,8
695,17452368,3888,13674528,1160,8
1596,17452386,3889,15634827,2554,8
1671,17452638,3890,15734628,2672,8
1753,17452683,3891,15834627,2792,8
1673,17452836,3892,15734826,2674,8
1755,17452863,3893,15834726,2794,8
811,17453268,3894,13764528,1280,8
1938,17453286,3895,16534827,3274,8
2117,17453628,3896,17356428,3782,8
2153,17453682,3897,17453682,3897,8
2154,17453826,3898,17453826,3898,8
2155,17453862,3899,17453862,3899,8
1991,17456238,3900,16734528,3392,4
2049,17456283,3901,16834527,3512,8
2156,17456328,3902,17456328,3902,4
2157,17456382,3903,17456382,3903,8
2158,17456823,3904,17456823,3904,8
2159,17456832,3905,17456832,3905,8
1993,17458236,3906,16734825,3394,8
2051,17458263,3907,16834725,3514,8
2160,17458326,3908,17458326,3908,8
2161,17458362,3909,17458362,3909,8
2162,17458623,3910,17458623,3910,8
2163,17458632,3911,17458632,3911,8
1208,17462358,3912,14673528,1880,8
1604,17462385,3913,15638427,2564,8
1677,17462538,3914,15736428,2678,8
1759,17462583,3915,15836427,2798,8
1683,17462835,3916,15738426,2684,8
1765,17462853,3917,15837426,2804,8
1309,17463258,3918,14763528,2000,8
1943,17463285,3919,16538427,3284,8
2164,17463528,3920,17463528,3920,4
2165,17463582,3921,17463582,3921,8
2166,17463825,3922,17463825,3922,8
2167,17463852,3923,17463852,3923,8
1995,17465238,3924,16735428,3398,8
2053,17465283,3925,16835427,3518,8
2168,17465328,3926,17465328,3926,8
2169,17465382,3927,17465382,3927,8
2170,17465823,3928,17465823,3928,8
2171,17465832,3929,17465832,3929,8
1999,17468235,3930,16738425,3404,8
2057,17468253,3931,16837425,3524,8
2172,17468325,3932,17468325,3932,8
2173,17468352,3933,17468352,3933,8
2174,17468523,3934,17468523,3934,8
2175,17468532,3935,17468532,3935,8
1600,17482356,3936,15637824,2560,8
1606,17482365,3937,15638724,2566,8
1679,17482536,3938,15736824,2680,8
1761,17482563,3939,15836724,2800,8
1685,17482635,3940,15738624,2686,8
1767,17482653,3941,15837624,2806,8
1941,17483256,3942,16537824,3280,8
1945,17483265,3943,16538724,3286,8
2176,17483526,3944,17483526,3944,8
2177,17483562,3945,17483562,3945,8
2178,17483625,3946,17483625,3946,8
2179,17483652,3947,17483652,3947,8
1997,17485236,3948,16735824,3400,8
2055,17485263,3949,16835724,3520,8
2180,17485326,3950,17485326,3950,8
2181,17485362,3951,17485362,3951,8
2182,17485623,3952,17485623,3952,8
2183,17485632,3953,17485632,3953,8
2001,17486235,3954,16738524,3406,8
2059,17486253,3955,16837524,3526,8
2184,17486325,3956,17486325,3956,8
2185,17486352,3957,17486352,3957,8
2186,17486523,3958,17486523,3958,8
2187,17486532,3959,17486532,3959,8
570,17523468,3960,13567428,1022,8
1091,17523486,3961,14563827,1738,8
1111,17523648,3962,14573628,1760,8
1135,17523684,3963,14583627,1784,8
1113,17523846,3964,14573826,1762,8
1137,17523864,3965,14583726,1786,8
677,17524368,3966,13657428,1142,8
1186,17524386,3967,14653827,1858,8
1286,17524638,3968,14753628,1976,8
1386,17524683,3969,14853627,2096,8
1288,17524836,3970,14753826,1978,8
1388,17524863,3971,14853726,2098,8
1208,17526348,3972,14673528,1880,8
1232,17526384,3973,14683527,1904,8
1309,17526438,3974,14763528,2000,8
1410,17526483,3975,14863527,2120,8
1333,17526834,3976,14783526,2024,8
1434,17526843,3977,14873526,2144,8
1210,17528346,3978,14673825,1882,8
1234,17528364,3979,14683725,1906,8
1311,17528436,3980,14763825,2002,8
1412,17528463,3981,14863725,2122,8
1335,17528634,3982,14783625,2026,8
1436,17528643,3983,14873625,2146,8
594,17532468,3984,13576428,1046,8
1539,17532486,3985,15463827,2458,8
1491,17532648,3986,15376428,2366,8
1579,17532684,3987,15483627,2504,8
1557,17532846,3988,15473826,2482,8
1581,17532864,3989,15483726,2506,8
793,17534268,3990,13756428,1262,8
1893,17534286,3991,16453827,3178,8
2117,17534628,3992,17356428,3782,8
2188,17534682,3993,17534682,3993,8
2154,17534826,3994,17453826,3898,8
2189,17534862,3995,17534862,3995,8
1677,17536248,3996,15736428,2678,8
1921,17536284,3997,16483527,3224,8
2164,17536428,3998,17463528,3920,4
2190,17536482,3999,17536482,3999,8
2176,17536824,4000,17483526,3944,8
2191,17536842,4001,17536842,4001,8
1907,17538246,4002,16473825,3202,8
1923,17538264,4003,16483725,3226,8
2166,17538426,4004,17463825,3922,8
2192,17538462,4005,17538462,4005,8
2178,17538624,4006,17483625,3946,8
2193,17538642,4007,17538642,4007,8
701,17542368,4008,13675428,1166,8
1612,17542386,4009,15643827,2578,8
1692,17542638,4010,15743628,2696,8
1773,17542683,4011,15843627,2816,8
1694,17542836,4012,15743826,2698,8
1775,17542863,4013,15843726,2818,8
817,17543268,4014,13765428,1286,8
1948,17543286,4015,16543827,3298,8
2127,17543628,4016,17365428,3806,4
2194,17543682,4017,17543682,4017,8
2195,17543826,4018,17543826,4018,4
2196,17543862,4019,17543862,4019,8
1995,17546238,4020,16735428,3398,8
2061,17546283,4021,16843527,3536,8
2168,17546328,4022,17465328,3926,8
2197,17546382,4023,17546382,4023,8
2198,17546823,4024,17546823,4024,8
2199,17546832,4025,17546832,4025,8
2004,17548236,4026,16743825,3418,8
2063,17548263,4027,16843725,3538,8
2200,17548326,4028,17548326,4028,8
2201,17548362,4029,17548362,4029,8
2202,17548623,4030,17548623,4030,8
2203,17548632,4031,17548632,4031,8
1631,17562348,4032,15673428,2600,4
1654,17562384,4033,15683427,2624,8
1714,17562438,4034,15763428,2720,8
1793,17562483,4035,15863427,2840,8
1735,17562834,4036,15783426,2744,8
1812,17562843,4037,15873426,2864,8
1714,17563248,4038,15763428,2720,8
1975,17563284,4039,16583427,3344,8
2204,17563428,4040,17563428,4040,2
2205,17563482,4041,17563482,4041,8
2206,17563824,4042,17563824,4042,8
2207,17563842,4043,17563842,4043,8
2018,17564238,4044,16753428,3440,4
2075,17564283,4045,16853427,3560,8
2208,17564328,4046,17564328,4046,4
2209,17564382,4047,17564382,4047,8
2210,17564823,4048,17564823,4048,8
2211,17564832,4049,17564832,4049,8
2034,17568234,4050,16783425,3464,8
2089,17568243,4051,16873425,3584,8
2212,17568324,4052,17568324,4052,8
2213,17568342,4053,17568342,4053,8
2214,17568423,4054,17568423,4054,8
2215,17568432,4055,17568432,4055,8
1633,17582346,4056,15673824,2602,8
1656,17582364,4057,15683724,2626,8
1716,17582436,4058,15763824,2722,8
1795,17582463,4059,15863724,2842,8
1737,17582634,4060,15783624,2746,8
1814,17582643,4061,15873624,2866,8
1962,17583246,4062,16573824,3322,8
1977,17583264,4063,16583724,3346,8
2206,17583426,4064,17563824,4042,8
2216,17583462,4065,17583462,4065,8
2217,17583624,4066,17583624,4066,4
2218,17583642,4067,17583642,4067,8
2020,17584236,4068,16753824,3442,8
2077,17584263,4069,16853724,3562,8
