rank,pattern,contains_12,avoids_12
418,12654837,2425311,476576289
419,12654873,2421142,476580458
420,12657348,2426211,476575389
421,12657384,2430952,476570648
422,12657438,2425580,476576020
423,12657483,2430138,476571462
424,12657834,2421373,476580227
425,12657843,2421359,476580241
426,12658347,2431328,476570272
427,12658374,2435330,476566270
428,12658437,2430973,476570627
429,12658473,2430410,476571190
430,12658734,2421471,476580129
431,12658743,2421451,476580149
432,12673458,2421348,476580252
433,12673485,2431116,476570484
434,12673548,2426211,476575389
435,12673584,2435792,476565808
436,12673845,2426262,476575338
437,12673854,2430943,476570657
438,12674358,2426211,476575389
439,12674385,2431328,476570272
440,12674538,2420805,476580795
441,12674583,2426235,476575365
442,12674835,2435016,476566584
443,12674853,2430025,476571575
444,12675348,2421720,476579880
445,12675384,2431310,476570290
446,12675438,2420314,476581286
447,12675483,2426168,476575432
448,12675834,2425677,476575923
449,12675843,2425437,476576163
450,12678345,2416077,476585523
451,12678354,2420897,476580703
452,12678435,2420896,476580704
453,12678453,2416171,476585429
454,12678534,2416299,476585301
455,12678543,2416056,476585544
456,12683457,2425993,476575607
457,12683475,2435617,476565983
458,12683547,2431240,476570360
459,12683574,2439408,476562192
460,12683745,2435114,476566486
461,12683754,2435324,476566276
462,12684357,2430952,476570648
463,12684375,2435330,476566270
464,12684537,2430922,476570678
465,12684573,2430336,476571264
466,12684735,2435102,476566498
467,12684753,2433993,476567607
468,12685347,2431310,476570290
469,12685374,2438995,476562605
470,12685437,2430103,476571497
471,12685473,2434610,476566990
472,12685734,2425448,476576152
473,12685743,2425018,476576582
474,12687345,2420897,476580703
475,12687354,2422171,476579429
476,12687435,2422176,476579424
477,12687453,2420971,476580629
478,12687534,2420995,476580605
479,12687543,2420650,476580950
480,12734568,2420766,476580834
481,12734586,2430227,476571373
482,12734658,2425723,476575877
483,12734685,2435106,476566494
484,12734856,2430906,476570694
485,12734865,2431468,476570132
486,12735468,2425530,476576070
487,12735486,2430500,476571100
488,12735648,2430283,476571317
489,12735684,2435701,476565899
490,12735846,2439089,476562511
491,12735864,2439287,476562313
492,12736458,2430096,476571504
493,12736485,2439292,476562308
494,12736548,2425157,476576443
495,12736584,2435673,476565927
496,12736845,2435488,476566112
497,12736854,2435093,476566507
498,12738456,2425660,476575940
499,12738465,2430549,476571051
500,12738546,2430829,476570771
501,12738564,2430511,476571089
502,12738645,2430908,476570692
503,12738654,2430210,476571390
504,12743568,2425723,476575877
505,12743586,2430881,476570719
506,12743658,2425783,476575817
507,12743685,2435463,476566137
508,12743856,2430997,476570603
509,12743865,2430794,476570806
510,12745368,2430303,476571297
511,12745386,2431195,476570405
512,12745638,2421644,476579956
513,12745683,2426078,476575522
514,12745836,2436381,476565219
515,12745863,2434540,476567060
516,12746358,2429664,476571936
517,12746385,2439274,476562326
518,12746538,2429776,476571824
519,12746583,2430743,476570857
520,12746835,2439414,476562186
521,12746853,2438922,476562678
522,12748356,2435379,476566221
523,12748365,2435110,476566490
524,12748536,2439414,476562186
525,12748563,2430319,476571281
526,12748635,2439000,476562600
527,12748653,2434610,476566990
528,12753468,2430106,476571494
529,12753486,2430912,476570688
530,12753648,2429664,476571936
531,12753684,2439679,476561921
532,12753846,2439577,476562023
533,12753864,2434880,476566720
534,12754368,2425170,476576430
535,12754386,2425311,476576289
536,12754638,2429797,476571803
537,12754683,2430562,476571038
538,12754836,2431410,476570190
539,12754863,2430902,476570698
540,12756348,2420805,476580795
541,12756384,2430922,476570678
542,12756438,2420601,476580999
543,12756483,2425957,476575643
544,12756834,2425684,476575916
545,12756843,2425670,476575930
546,12758346,2435016,476566584
547,12758364,2435102,476566498
548,12758436,2435104,476566496
549,12758463,2434311,476567289
550,12758634,2425448,476576152
551,12758643,2425234,476576366
552,12763458,2421350,476580250
553,12763485,2431777,476569823
554,12763548,2425588,476576012
555,12763584,2435411,476566189
556,12763845,2430923,476570677
557,12763854,2431866,476569734
558,12764358,2425580,476576020
559,12764385,2430973,476570627
560,12764538,2420601,476580999
561,12764583,2426163,476575437
562,12764835,2435104,476566496
563,12764853,2434010,476567590
564,12765348,2420314,476581286
565,12765384,2430103,476571497
566,12765438,2410175,476591425
567,12765483,2420535,476581065
568,12765834,2421558,476580042
569,12765843,2421224,476580376
570,12768345,2420896,476580704
571,12768354,2422176,476579424
572,12768435,2422159,476579441
573,12768453,2420971,476580629
574,12768534,2420981,476580619
575,12768543,2420433,476581167
576,12783456,2416069,476585531
577,12783465,2421376,476580224
578,12783546,2421168,476580432
579,12783564,2425556,476576044
580,12783645,2425572,476576028
581,12783654,2421559,476580041
582,12784356,2421373,476580227
583,12784365,2421471,476580129
584,12784536,2425684,476575916
585,12784563,2416171,476585429
586,12784635,2425448,476576152
587,12784653,2425243,476576357
588,12785346,2425677,476575923
589,12785364,2425448,476576152
590,12785436,2421558,476580042
591,12785463,2425261,476576339
592,12785634,2415737,476585863
593,12785643,2415946,476585654
594,12786345,2416299,476585301
595,12786354,2420995,476580605
596,12786435,2420981,476580619
597,12786453,2416154,476585446
598,12786534,2416281,476585319
599,12786543,2415512,476586088
600,12834567,2415739,476585861
601,12834576,2420660,476580940
602,12834657,2420749,476580851
603,12834675,2425530,476576070
604,12834756,2425728,476575872
605,12834765,2421151,476580449
606,12835467,2420749,476580851
607,12835476,2420855,476580745
608,12835647,2429846,476571754
609,12835674,2425637,476575963
610,12835746,2429723,476571877
611,12835764,2430133,476571467
612,12836457,2429551,476572049
613,12836475,2429731,476571869
614,12836547,2421243,476580357
615,12836574,2430334,476571266
616,12836745,2425818,476575782
617,12836754,2425739,476575861
618,12837456,2425533,476576067
619,12837465,2429931,476571669
620,12837546,2429932,476571668
621,12837564,2425533,476576067
622,12837645,2425737,476575863
623,12837654,2420418,476581182
624,12843567,2420647,476580953
625,12843576,2421345,476580255
626,12843657,2420851,476580749
627,12843675,2425936,476575664
628,12843756,2425934,476575666
629,12843765,2421139,476580461
630,12845367,2425945,476575655
631,12845376,2426356,476575244
632,12845637,2426078,476575522
633,12845673,2416189,476585411
634,12845736,2434540,476567060
635,12845763,2425858,476575742
636,12846357,2430129,476571471
637,12846375,2434711,476566889
638,12846537,2430743,476570857
639,12846573,2425562,476576038
640,12846735,2430319,476571281
641,12846753,2429930,476571670
642,12847356,2434412,476567188
643,12847365,2430192,476571408
644,12847536,2438922,476562678
645,12847563,2429930,476571670
646,12847635,2434610,476566990
647,12847653,2425775,476575825
648,12853467,2426133,476575467
649,12853476,2426348,476575252
650,12853647,2430133,476571467
651,12853674,2434529,476567071
652,12853746,2434808,476566792
653,12853764,2430888,476570712
654,12854367,2421148,476580452
655,12854376,2421142,476580458
656,12854637,2430562,476571038
657,12854673,2425866,476575734
658,12854736,2430902,476570698
659,12854763,2426035,476575565
660,12856347,2426235,476575365
661,12856374,2430336,476571264
662,12856437,2426163,476575437
663,12856473,2429955,476571645
664,12856734,2416171,476585429
665,12856743,2416175,476585425
666,12857346,2430025,476571575
667,12857364,2433993,476567607
668,12857436,2434010,476567590
669,12857463,2429098,476572502
670,12857634,2425243,476576357
671,12857643,2425015,476576585
672,12863457,2425856,476575744
673,12863475,2434636,476566964
674,12863547,2430354,476571246
675,12863574,2438925,476562675
676,12863745,2430016,476571584
677,12863754,2434221,476567379
678,12864357,2430138,476571462
679,12864375,2430410,476571190
680,12864537,2425957,476575643
681,12864573,2429955,476571645
682,12864735,2434311,476567289
683,12864753,2429098,476572502
684,12865347,2426168,476575432
685,12865374,2434610,476566990
686,12865437,2420535,476581065
687,12865473,2426120,476575480
688,12865734,2425261,476576339
689,12865743,2425124,476576476
690,12867345,2416171,476585429
691,12867354,2420971,476580629
692,12867435,2420971,476580629
693,12867453,2415635,476585965
694,12867534,2416154,476585446
695,12867543,2415627,476585973
696,12873456,2416069,476585531
697,12873465,2421371,476580229
698,12873546,2421159,476580441
699,12873564,2425556,476576044
700,12873645,2425550,476576050
701,12873654,2421331,476580269
702,12874356,2421359,476580241
703,12874365,2421451,476580149
704,12874536,2425670,476575930
705,12874563,2416175,476585425
706,12874635,2425234,476576366
707,12874653,2425015,476576585
708,12875346,2425437,476576163
709,12875364,2425018,476576582
710,12875436,2421224,476580376
711,12875463,2425124,476576476
712,12875634,2415946,476585654
713,12875643,2415838,476585762
714,12876345,2416056,476585544
715,12876354,2420650,476580950
716,12876435,2420433,476581167
717,12876453,2415627,476585973
718,12876534,2415512,476586088
719,12876543,2410291,476591309
720,13245678,2410189,476591411
721,13245687,2410189,476591411
722,13245768,2410087,476591513
723,13245786,2414896,476586704
724,13245867,2414896,476586704
725,13245876,2410189,476591411
726,13246578,2410083,476591517
727,13246587,2410083,476591517
728,13246758,2419182,476582418
729,13246785,2415614,476585986
730,13246857,2419396,476582204
731,13246875,2419598,476582002
732,13247568,2419182,476582418
733,13247586,2419396,476582204
734,13247658,2410073,476591527
735,13247685,2419603,476581997
736,13247856,2415506,476586094
737,13247865,2415409,476586191
738,13248567,2415614,476585986
739,13248576,2419598,476582002
740,13248657,2419603,476581997
741,13248675,2415203,476586397
742,13248756,2415409,476586191
743,13248765,2410189,476591411
744,13254678,2410082,476591518
745,13254687,2410082,476591518
746,13254768,2409979,476591621
747,13254786,2414884,476586716
748,13254867,2414884,476586716
749,13254876,2410082,476591518
750,13256478,2419648,476581952
751,13256487,2419648,476581952
752,13256748,2420682,476580918
753,13256784,2415759,476585841
754,13256847,2429081,476572519
755,13256874,2420636,476580964
756,13257468,2423958,476577642
757,13257486,2428868,476572732
758,13257648,2424359,476577241
759,13257684,2420436,476581164
760,13257846,2425094,476576506
761,13257864,2424823,476576777
762,13258467,2428675,476572925
763,13258476,2424451,476577149
764,13258647,2433386,476568214
765,13258674,2424822,476576778
766,13258746,2429096,476572504
767,13258764,2420383,476581217
768,13264578,2419648,476581952
769,13264587,2419648,476581952
770,13264758,2423958,476577642
771,13264785,2428675,476572925
772,13264857,2428868,476572732
773,13264875,2424451,476577149
774,13265478,2410068,476591532
775,13265487,2410068,476591532
776,13265748,2424366,476577234
777,13265784,2420624,476580976
778,13265847,2424759,476576841
779,13265874,2420708,476580892
780,13267458,2420458,476581142
781,13267485,2425398,476576202
782,13267548,2420272,476581328
783,13267584,2425022,476576578
784,13267845,2416061,476585539
785,13267854,2416062,476585538
786,13268457,2425398,476576202
787,13268475,2429275,476572325
788,13268547,2428982,476572618
789,13268574,2424601,476576999
790,13268745,2420835,476580765
791,13268754,2420617,476580983
792,13274568,2420682,476580918
793,13274586,2429081,476572519
794,13274658,2424359,476577241
795,13274685,2433386,476568214
796,13274856,2425094,476576506
797,13274865,2429096,476572504
798,13275468,2424366,476577234
799,13275486,2424759,476576841
800,13275648,2419959,476581641
801,13275684,2425220,476576380
802,13275846,2429181,476572419
803,13275864,2424611,476576989
804,13276458,2420272,476581328
805,13276485,2428982,476572618
806,13276548,2410072,476591528
807,13276584,2420493,476581107
808,13276845,2420837,476580763
809,13276854,2420411,476581189
810,13278456,2416061,476585539
811,13278465,2420835,476580765
812,13278546,2420837,476580763
813,13278564,2415734,476585866
814,13278645,2416253,476585347
815,13278654,2415530,476586070
816,13284567,2415759,476585841
817,13284576,2420636,476580964
818,13284657,2420436,476581164
819,13284675,2424822,476576778
820,13284756,2424823,476576777
821,13284765,2420383,476581217
822,13285467,2420624,476580976
823,13285476,2420708,476580892
824,13285647,2425220,476576380
825,13285674,2416159,476585441
826,13285746,2424611,476576989
827,13285764,2424416,476577184
828,13286457,2425022,476576578
829,13286475,2424601,476576999
830,13286547,2420493,476581107
831,13286574,2424725,476576875
832,13286745,2415734,476585866
833,13286754,2415629,476585971
834,13287456,2416062,476585538
835,13287465,2420617,476580983
836,13287546,2420411,476581189
837,13287564,2415629,476585971
838,13287645,2415530,476586070
839,13287654,2410189,476591411
840,13425678,2419280,476582320
841,13425687,2419280,476582320
842,13425768,2419182,476582418
843,13425786,2423649,476577951
844,13425867,2423649,476577951
845,13425876,2419280,476582320
846,13426578,2419268,476582332
847,13426587,2419268,476582332
848,13426758,2424785,476576815
849,13426785,2420590,476581010
850,13426857,2424822,476576778
851,13426875,2424841,476576759
852,13427568,2424785,476576815
853,13427586,2424822,476576778
854,13427658,2419268,476582332
855,13427685,2424854,476576746
856,13427856,2420569,476581031
857,13427865,2420562,476581038
858,13428567,2420590,476581010
859,13428576,2424841,476576759
860,13428657,2424854,476576746
861,13428675,2420439,476581161
862,13428756,2420562,476581038
863,13428765,2419280,476582320
864,13452678,2420687,476580913
865,13452687,2420687,476580913
866,13452768,2420682,476580918
867,13452786,2421263,476580337
868,13452867,2421263,476580337
869,13452876,2420687,476580913
870,13456278,2420766,476580834
871,13456287,2420766,476580834
872,13456728,2420345,476581255
873,13456782,2415318,476586282
874,13456827,2429863,476571737
875,13456872,2420235,476581365
876,13457268,2434507,476567093
877,13457286,2434983,476566617
878,13457628,2425357,476576243
879,13457682,2420342,476581258
880,13457826,2430982,476570618
881,13457862,2425358,476576242
882,13458267,2431312,476570288
883,13458276,2430955,476570645
884,13458627,2434785,476566815
885,13458672,2425147,476576453
886,13458726,2431202,476570398
887,13458762,2420758,476580842
888,13462578,2433731,476567869
889,13462587,2433731,476567869
890,13462758,2439162,476562438
891,13462785,2435642,476565958
892,13462857,2439531,476562069
893,13462875,2435878,476565722
894,13465278,2425723,476575877
895,13465287,2425723,476575877
896,13465728,2425461,476576139
897,13465782,2420543,476581057
898,13465827,2430667,476570933
899,13465872,2420650,476580950
900,13467258,2435890,476565710
901,13467285,2435694,476565906
902,13467528,2430828,476570772
903,13467582,2429721,476571879
904,13467825,2430598,476571002
905,13467852,2426039,476575561
906,13468257,2440438,476561162
907,13468275,2440755,476560845
908,13468527,2440058,476561542
909,13468572,2429938,476571662
910,13468725,2431884,476569716
911,13468752,2430251,476571349
912,13472568,2436207,476565393
913,13472586,2440428,476561172
914,13472658,2435021,476566579
915,13472685,2440495,476561105
916,13472856,2436121,476565479
917,13472865,2436143,476565457
918,13475268,2439795,476561805
919,13475286,2440127,476561473
920,13475628,2430638,476570962
921,13475682,2429825,476571775
922,13475826,2440038,476561562
923,13475862,2429732,476571868
924,13476258,2436051,476565549
925,13476285,2436881,476564719
926,13476528,2425848,476575752
927,13476582,2420871,476580729
928,13476825,2431902,476569698
929,13476852,2430257,476571343
930,13478256,2432096,476569504
931,13478265,2432105,476569495
932,13478526,2436477,476565123
933,13478562,2426151,476575449
934,13478625,2431929,476569671
935,13478652,2426071,476575529
936,13482567,2431280,476570320
937,13482576,2431867,476569733
938,13482657,2431847,476569753
939,13482675,2431574,476570026
940,13482756,2431559,476570041
941,13482765,2430219,476571381
942,13485267,2435883,476565717
943,13485276,2436447,476565153
944,13485627,2436073,476565527
945,13485672,2425933,476575667
946,13485726,2440357,476561243
947,13485762,2430143,476571457
948,13486257,2441055,476560545
949,13486275,2440754,476560846
950,13486527,2436382,476565218
951,13486572,2430368,476571232
952,13486725,2431898,476569702
953,13486752,2425859,476575741
954,13487256,2432167,476569433
955,13487265,2431889,476569711
956,13487526,2436071,476565529
957,13487562,2426059,476575541
958,13487625,2431211,476570389
959,13487652,2420756,476580844
960,13524678,2423968,476577632
961,13524687,2423968,476577632
962,13524768,2423958,476577642
963,13524786,2425000,476576600
964,13524867,2425000,476576600
965,13524876,2423968,476577632
966,13526478,2433539,476568061
967,13526487,2433539,476568061
968,13526748,2439162,476562438
969,13526784,2434554,476567046
970,13526847,2443746,476557854
971,13526874,2435424,476566176
972,13527468,2438759,476562841
973,13527486,2439314,476562286
974,13527648,2438718,476562882
975,13527684,2435417,476566183
976,13527846,2439354,476562246
977,13527864,2435452,476566148
978,13528467,2439138,476562462
979,13528476,2439168,476562432
980,13528647,2444007,476557593
981,13528674,2435458,476566142
982,13528746,2439727,476561873
983,13528764,2434308,476567292
984,13542678,2424374,476577226
985,13542687,2424374,476577226
986,13542768,2424366,476577234
987,13542786,2425229,476576371
988,13542867,2425229,476576371
989,13542876,2424374,476577226
990,13546278,2425530,476576070
991,13546287,2425530,476576070
992,13546728,2425461,476576139
993,13546782,2420342,476581258
994,13546827,2430678,476570922
995,13546872,2420850,476580750
996,13547268,2434783,476566817
