rank,pattern,contains_12,avoids_12
3173,16452873,2432297,476569303
3174,16453278,2420601,476580999
3175,16453287,2420601,476580999
3176,16453728,2430631,476570969
3177,16453782,2426275,476575325
3178,16453827,2430673,476570927
3179,16453872,2426284,476575316
3180,16457238,2430679,476570921
3181,16457283,2435348,476566252
3182,16457328,2430665,476570935
3183,16457382,2435087,476566513
3184,16457823,2425970,476575630
3185,16457832,2425972,476575628
3186,16458237,2432131,476569469
3187,16458273,2436915,476564685
3188,16458327,2432330,476569270
3189,16458372,2435981,476565619
3190,16458723,2426396,476575204
3191,16458732,2426396,476575204
3192,16472358,2440110,476561490
3193,16472385,2441696,476559904
3194,16472538,2439985,476561615
3195,16472583,2445241,476556359
3196,16472835,2445187,476556413
3197,16472853,2445845,476555755
3198,16473258,2440196,476561404
3199,16473285,2441365,476560235
3200,16473528,2438994,476562606
3201,16473582,2439929,476561671
3202,16473825,2445268,476556332
3203,16473852,2444911,476556689
3204,16475238,2430538,476571062
3205,16475283,2436086,476565514
3206,16475328,2429918,476571682
3207,16475382,2434858,476566742
3208,16475823,2430169,476571431
3209,16475832,2430157,476571443
3210,16478235,2435978,476565622
3211,16478253,2440575,476561025
3212,16478325,2436596,476565004
3213,16478352,2439905,476561695
3214,16478523,2434652,476566948
3215,16478532,2434539,476567061
3216,16482357,2440888,476560712
3217,16482375,2441320,476560280
3218,16482537,2445560,476556040
3219,16482573,2446547,476555053
3220,16482735,2445562,476556038
3221,16482753,2440702,476560898
3222,16483257,2441265,476560335
3223,16483275,2440884,476560716
3224,16483527,2445458,476556142
3225,16483572,2444723,476556877
3226,16483725,2440808,476560792
3227,16483752,2440644,476560956
3228,16485237,2440766,476560834
3229,16485273,2445144,476556456
3230,16485327,2440352,476561248
3231,16485372,2444231,476557369
3232,16485723,2434746,476566854
3233,16485732,2434734,476566866
3234,16487235,2436066,476565534
3235,16487253,2440202,476561398
3236,16487325,2436578,476565022
3237,16487352,2439631,476561969
3238,16487523,2430636,476570964
3239,16487532,2430424,476571176
3240,16523478,2421350,476580250
3241,16523487,2421350,476580250
3242,16523748,2436462,476565138
3243,16523784,2432463,476569137
3244,16523847,2436571,476565029
3245,16523874,2432390,476569210
3246,16524378,2425580,476576020
3247,16524387,2425580,476576020
3248,16524738,2440095,476561505
3249,16524783,2436366,476565234
3250,16524837,2440141,476561459
3251,16524873,2436378,476565222
3252,16527348,2435938,476565662
3253,16527384,2440697,476560903
3254,16527438,2436855,476564745
3255,16527483,2441738,476559862
3256,16527834,2432392,476569208
3257,16527843,2432465,476569135
3258,16528347,2436693,476564907
3259,16528374,2441585,476560015
3260,16528437,2437413,476564187
3261,16528473,2441860,476559740
3262,16528734,2432191,476569409
3263,16528743,2432394,476569206
3264,16532478,2425588,476576012
3265,16532487,2425588,476576012
3266,16532748,2435648,476565952
3267,16532784,2431962,476569638
3268,16532847,2436415,476565185
3269,16532874,2431433,476570167
3270,16534278,2420601,476580999
3271,16534287,2420601,476580999
3272,16534728,2430855,476570745
3273,16534782,2426479,476575121
3274,16534827,2431190,476570410
3275,16534872,2426493,476575107
3276,16537248,2440196,476561404
3277,16537284,2441265,476560335
3278,16537428,2439099,476562501
3279,16537482,2439540,476562060
3280,16537824,2436485,476565115
3281,16537842,2436378,476565222
3282,16538247,2441365,476560235
3283,16538274,2440884,476560716
3284,16538427,2440849,476560751
3285,16538472,2440504,476561096
3286,16538724,2436446,476565154
3287,16538742,2435703,476565897
3288,16542378,2420314,476581286
3289,16542387,2420314,476581286
3290,16542738,2434800,476566800
3291,16542783,2431094,476570506
3292,16542837,2435156,476566444
3293,16542873,2430960,476570640
3294,16543278,2410175,476591425
3295,16543287,2410175,476591425
3296,16543728,2424817,476576783
3297,16543782,2420753,476580847
3298,16543827,2424924,476576676
3299,16543872,2420750,476580850
3300,16547238,2426549,476575051
3301,16547283,2431282,476570318
3302,16547328,2426006,476575594
3303,16547382,2430540,476571060
3304,16547823,2421495,476580105
3305,16547832,2421485,476580115
3306,16548237,2431396,476570204
3307,16548273,2435592,476566008
3308,16548327,2430676,476570924
3309,16548372,2430571,476571029
3310,16548723,2421493,476580107
3311,16548732,2421480,476580120
3312,16572348,2425914,476575686
3313,16572384,2432325,476569275
3314,16572438,2427285,476574315
3315,16572483,2436729,476564871
3316,16572834,2431016,476570584
3317,16572843,2432026,476569574
3318,16573248,2427263,476574337
3319,16573284,2432345,476569255
3320,16573428,2426067,476575533
3321,16573482,2431096,476570504
3322,16573824,2436300,476565300
3323,16573842,2435253,476566347
3324,16574238,2426089,476575511
3325,16574283,2435543,476566057
3326,16574328,2425229,476576371
3327,16574382,2430857,476570743
3328,16574823,2430373,476571227
3329,16574832,2430150,476571450
3330,16578234,2420974,476580626
3331,16578243,2421830,476579770
3332,16578324,2421830,476579770
3333,16578342,2421078,476580522
3334,16578423,2421085,476580515
3335,16578432,2420960,476580640
3336,16582347,2431322,476570278
3337,16582374,2437326,476564274
3338,16582437,2432357,476569243
3339,16582473,2441409,476560191
3340,16582734,2436178,476565422
3341,16582743,2436596,476565004
3342,16583247,2432345,476569255
3343,16583274,2437205,476564395
3344,16583427,2432026,476569574
3345,16583472,2436159,476565441
3346,16583724,2440206,476561394
3347,16583742,2439628,476561972
3348,16584237,2432014,476569586
3349,16584273,2441052,476560548
3350,16584327,2431068,476570532
3351,16584372,2436032,476565568
3352,16584723,2430644,476570956
3353,16584732,2430417,476571183
3354,16587234,2421072,476580528
3355,16587243,2421837,476579763
3356,16587324,2421837,476579763
3357,16587342,2421176,476580424
3358,16587423,2421182,476580418
3359,16587432,2421052,476580548
3360,16723458,2420973,476580627
3361,16723485,2431393,476570207
3362,16723548,2426386,476575214
3363,16723584,2436398,476565202
3364,16723845,2431690,476569910
3365,16723854,2432413,476569187
3366,16724358,2426179,476575421
3367,16724385,2432214,476569386
3368,16724538,2430679,476570921
3369,16724583,2436697,476564903
3370,16724835,2440777,476560823
3371,16724853,2441164,476560436
3372,16725348,2430693,476570907
3373,16725384,2440895,476560705
3374,16725438,2426549,476575051
3375,16725483,2436733,476564867
3376,16725834,2436978,476564622
3377,16725843,2436766,476564834
3378,16728345,2425977,476575623
3379,16728354,2430905,476570695
3380,16728435,2431199,476570401
3381,16728453,2431373,476570227
3382,16728534,2431589,476570011
3383,16728543,2431272,476570328
3384,16732458,2426386,476575214
3385,16732485,2432221,476569379
3386,16732548,2426482,476575118
3387,16732584,2436827,476564773
3388,16732845,2432117,476569483
3389,16732854,2432212,476569388
3390,16734258,2430679,476570921
3391,16734285,2432131,476569469
3392,16734528,2421277,476580323
3393,16734582,2426304,476575296
3394,16734825,2437010,476564590
3395,16734852,2435811,476565789
3396,16735248,2430538,476571062
3397,16735284,2440766,476560834
3398,16735428,2430359,476571241
3399,16735482,2431503,476570097
3400,16735824,2441024,476560576
3401,16735842,2440603,476560997
3402,16738245,2435978,476565622
3403,16738254,2436066,476565534
3404,16738425,2439877,476561723
3405,16738452,2430740,476570860
3406,16738524,2439835,476561765
3407,16738542,2435713,476565887
3408,16742358,2430693,476570907
3409,16742385,2432349,476569251
3410,16742538,2430538,476571062
3411,16742583,2440698,476560902
3412,16742835,2441192,476560408
3413,16742853,2440864,476560736
3414,16743258,2426549,476575051
3415,16743285,2431396,476570204
3416,16743528,2430359,476571241
3417,16743582,2431495,476570105
3418,16743825,2436620,476564980
3419,16743852,2436439,476565161
3420,16745238,2420433,476581167
3421,16745283,2430983,476570617
3422,16745328,2420833,476580767
3423,16745382,2425989,476575611
3424,16745823,2426258,476575342
3425,16745832,2426254,476575346
3426,16748235,2436231,476565369
3427,16748253,2440029,476561571
3428,16748325,2436240,476565360
3429,16748352,2439408,476562192
3430,16748523,2430011,476571589
3431,16748532,2430002,476571598
3432,16752348,2421417,476580183
3433,16752384,2431881,476569719
3434,16752438,2426089,476575511
3435,16752483,2435946,476565654
3436,16752834,2431705,476569895
3437,16752843,2432334,476569266
3438,16753248,2426089,476575511
3439,16753284,2432014,476569586
3440,16753428,2421229,476580371
3441,16753482,2426515,476575085
3442,16753824,2436287,476565313
3443,16753842,2435613,476565987
3444,16754238,2421381,476580219
3445,16754283,2431227,476570373
3446,16754328,2419903,476581697
3447,16754382,2425778,476575822
3448,16754823,2426203,476575397
3449,16754832,2426169,476575431
3450,16758234,2425271,476576329
3451,16758243,2426120,476575480
3452,16758324,2426116,476575484
3453,16758342,2425270,476576330
3454,16758423,2425272,476576328
3455,16758432,2425027,476576573
3456,16782345,2415649,476585951
3457,16782354,2420977,476580623
3458,16782435,2420769,476580831
3459,16782453,2425172,476576428
3460,16782534,2425173,476576427
3461,16782543,2421180,476580420
3462,16783245,2420974,476580626
3463,16783254,2421072,476580528
3464,16783425,2425280,476576320
3465,16783452,2415747,476585853
3466,16783524,2425068,476576532
3467,16783542,2424859,476576741
3468,16784235,2425271,476576329
3469,16784253,2425068,476576532
3470,16784325,2421180,476580420
3471,16784352,2424863,476576737
3472,16784523,2415739,476585861
3473,16784532,2415750,476585850
3474,16785234,2415871,476585729
3475,16785243,2420580,476581020
3476,16785324,2420574,476581026
3477,16785342,2415766,476585834
3478,16785423,2415871,476585729
3479,16785432,2415619,476585981
3480,16823457,2425578,476576022
3481,16823475,2435703,476565897
3482,16823547,2431217,476570383
3483,16823574,2440284,476561316
3484,16823745,2436773,476564827
3485,16823754,2436709,476564891
3486,16824357,2430711,476570889
3487,16824375,2436116,476565484
3488,16824537,2436209,476565391
3489,16824573,2440871,476560729
3490,16824735,2444951,476556649
3491,16824753,2445062,476556538
3492,16825347,2436118,476565482
3493,16825374,2444866,476556734
3494,16825437,2431624,476569976
3495,16825473,2441571,476560029
3496,16825734,2441017,476560583
3497,16825743,2440547,476561053
3498,16827345,2435172,476566428
3499,16827354,2436304,476565296
3500,16827435,2436310,476565290
3501,16827453,2436273,476565327
3502,16827534,2436280,476565320
3503,16827543,2435398,476566202
3504,16832457,2430916,476570684
3505,16832475,2436342,476565258
3506,16832547,2431224,476570376
3507,16832574,2440889,476560711
3508,16832745,2436996,476564604
3509,16832754,2436671,476564929
3510,16834257,2435348,476566252
3511,16834275,2436915,476564685
3512,16834527,2430934,476570666
3513,16834572,2430487,476571113
3514,16834725,2441834,476559766
3515,16834752,2440214,476561386
3516,16835247,2436086,476565514
3517,16835274,2445144,476556456
3518,16835427,2436312,476565288
3519,16835472,2436347,476565253
3520,16835724,2444321,476557279
3521,16835742,2444098,476557502
3522,16837245,2440575,476561025
3523,16837254,2440202,476561398
3524,16837425,2444874,476556726
3525,16837452,2439603,476561997
3526,16837524,2444613,476556987
3527,16837542,2440021,476561579
3528,16842357,2435333,476566267
3529,16842375,2436897,476564703
3530,16842537,2435885,476565715
3531,16842573,2445255,476556345
3532,16842735,2445735,476555865
3533,16842753,2444842,476556758
3534,16843257,2431282,476570318
3535,16843275,2435592,476566008
3536,16843527,2436101,476565499
3537,16843572,2436064,476565536
3538,16843725,2440900,476560700
3539,16843752,2440338,476561262
3540,16845237,2430983,476570617
3541,16845273,2440351,476561249
3542,16845327,2431088,476570512
3543,16845372,2435666,476565934
3544,16845723,2430318,476571282
3545,16845732,2430319,476571281
3546,16847235,2440029,476561571
3547,16847253,2439748,476561852
3548,16847325,2439974,476561626
3549,16847352,2439412,476562188
3550,16847523,2434410,476567190
3551,16847532,2434198,476567402
3552,16852347,2431032,476570568
3553,16852374,2441186,476560414
3554,16852437,2435540,476566060
3555,16852473,2445269,476556331
3556,16852734,2439828,476561772
3557,16852743,2440898,476560702
3558,16853247,2435543,476566057
3559,16853274,2441052,476560548
3560,16853427,2431090,476570510
3561,16853472,2436053,476565547
3562,16853724,2444603,476556997
3563,16853742,2443272,476558328
3564,16854237,2431227,476570373
3565,16854273,2440942,476560658
3566,16854327,2429743,476571857
3567,16854372,2435355,476566245
3568,16854723,2434652,476566948
3569,16854732,2434605,476566995
3570,16857234,2425068,476576532
3571,16857243,2426096,476575504
3572,16857324,2426088,476575512
3573,16857342,2425040,476576560
3574,16857423,2425050,476576550
3575,16857432,2424618,476576982
3576,16872345,2420456,476581144
3577,16872354,2421830,476579770
3578,16872435,2421705,476579895
3579,16872453,2426120,476575480
3580,16872534,2426113,476575487
3581,16872543,2421854,476579746
3582,16873245,2421830,476579770
3583,16873254,2421837,476579763
3584,16873425,2426143,476575457
3585,16873452,2420574,476581026
3586,16873524,2426100,476575500
3587,16873542,2426055,476575545
3588,16874235,2426120,476575480
3589,16874253,2426096,476575504
3590,16874325,2421852,476579748
3591,16874352,2426072,476575528
3592,16874523,2420542,476581058
3593,16874532,2420554,476581046
3594,16875234,2420580,476581020
3595,16875243,2424953,476576647
3596,16875324,2424935,476576665
3597,16875342,2420468,476581132
3598,16875423,2420572,476581028
3599,16875432,2420219,476581381
3600,17234568,2420345,476581255
3601,17234586,2429863,476571737
3602,17234658,2425357,476576243
3603,17234685,2434785,476566815
3604,17234856,2430982,476570618
3605,17234865,2431202,476570398
3606,17235468,2425461,476576139
3607,17235486,2430667,476570933
3608,17235648,2430638,476570962
3609,17235684,2436073,476565527
3610,17235846,2440038,476561562
3611,17235864,2440357,476561243
3612,17236458,2430828,476570772
3613,17236485,2440058,476561542
3614,17236548,2425848,476575752
3615,17236584,2436382,476565218
3616,17236845,2436477,476565123
3617,17236854,2436071,476565529
3618,17238456,2430598,476571002
3619,17238465,2431884,476569716
3620,17238546,2431902,476569698
3621,17238564,2431898,476569702
3622,17238645,2431929,476569671
3623,17238654,2431211,476570389
3624,17243568,2425461,476576139
3625,17243586,2430678,476570922
3626,17243658,2425564,476576036
3627,17243685,2435486,476566114
3628,17243856,2431604,476569996
3629,17243865,2431400,476570200
3630,17245368,2434583,476567017
3631,17245386,2435900,476565700
3632,17245638,2430784,476570816
3633,17245683,2435435,476566165
3634,17245836,2442044,476559556
3635,17245863,2440890,476560710
3636,17246358,2434832,476566768
3637,17246385,2444846,476556754
3638,17246538,2435262,476566338
3639,17246583,2436723,476564877
3640,17246835,2445060,476556540
3641,17246853,2445077,476556523
3642,17248356,2440665,476560935
3643,17248365,2440560,476561040
3644,17248536,2445678,476555922
3645,17248563,2440964,476560636
3646,17248635,2445450,476556150
3647,17248653,2441068,476560532
3648,17253468,2434278,476567322
3649,17253486,2435677,476565923
3650,17253648,2434826,476566774
3651,17253684,2444855,476556745
3652,17253846,2445049,476556551
3653,17253864,2444549,476557051
3654,17254368,2425948,476575652
3655,17254386,2430475,476571125
3656,17254638,2435458,476566142
3657,17254683,2436723,476564877
3658,17254836,2440791,476560809
3659,17254863,2441081,476560519
3660,17256348,2430922,476570678
3661,17256384,2441077,476560523
3662,17256438,2430855,476570745
3663,17256483,2436717,476564883
3664,17256834,2436395,476565205
3665,17256843,2436397,476565203
3666,17258346,2441525,476560075
3667,17258364,2444837,476556763
3668,17258436,2441436,476560164
3669,17258463,2444844,476556756
3670,17258634,2440270,476561330
3671,17258643,2440062,476561538
3672,17263458,2430558,476571042
3673,17263485,2441056,476560544
3674,17263548,2434833,476566767
3675,17263584,2445067,476556533
3676,17263845,2440295,476561305
3677,17263854,2441442,476560158
3678,17264358,2435041,476566559
3679,17264385,2440945,476560655
3680,17264538,2430631,476570969
3681,17264583,2436717,476564883
3682,17264835,2445641,476555959
3683,17264853,2444840,476556760
3684,17265348,2430846,476570754
3685,17265384,2440860,476560740
3686,17265438,2424817,476576783
3687,17265483,2435407,476566193
3688,17265834,2436421,476565179
3689,17265843,2436073,476565527
3690,17268345,2435211,476566389
3691,17268354,2436315,476565285
3692,17268435,2436315,476565285
3693,17268453,2435496,476566104
3694,17268534,2435519,476566081
3695,17268543,2434772,476566828
3696,17283456,2425261,476576339
3697,17283465,2430499,476571101
3698,17283546,2430294,476571306
3699,17283564,2434905,476566695
3700,17283645,2434910,476566690
3701,17283654,2430880,476570720
3702,17284356,2430798,476570802
3703,17284365,2430805,476570795
3704,17284536,2435800,476565800
3705,17284563,2430499,476571101
3706,17284635,2435471,476566129
3707,17284653,2435671,476565929
3708,17285346,2435703,476565897
3709,17285364,2435674,476565926
3710,17285436,2431217,476570383
3711,17285463,2435894,476565706
3712,17285634,2430568,476571032
3713,17285643,2430672,476570928
3714,17286345,2430610,476570990
3715,17286354,2435136,476566464
3716,17286435,2435123,476566477
3717,17286453,2430688,476570912
3718,17286534,2430819,476570781
3719,17286543,2429846,476571754
3720,17324568,2425357,476576243
3721,17324586,2430805,476570795
3722,17324658,2426058,476575542
3723,17324685,2435505,476566095
3724,17324856,2431594,476570006
3725,17324865,2431441,476570159
3726,17325468,2425564,476576036
3727,17325486,2430567,476571033
3728,17325648,2431051,476570549
3729,17325684,2436410,476565190
3730,17325846,2440346,476561254
3731,17325864,2440575,476561025
3732,17326458,2431043,476570557
3733,17326485,2440254,476561346
3734,17326548,2425831,476575769
3735,17326584,2436378,476565222
3736,17326845,2436507,476565093
3737,17326854,2436081,476565519
3738,17328456,2431090,476570510
3739,17328465,2431905,476569695
3740,17328546,2431701,476569899
3741,17328564,2431892,476569708
3742,17328645,2431900,476569700
3743,17328654,2431072,476570528
3744,17342568,2430638,476570962
3745,17342586,2435511,476566089
3746,17342658,2431051,476570549
3747,17342685,2436702,476564898
3748,17342856,2432325,476569275
3749,17342865,2432314,476569286
3750,17345268,2430784,476570816
3751,17345286,2431644,476569956
3752,17345628,2421309,476580291
3753,17345682,2425693,476575907
3754,17345826,2436972,476564628
3755,17345862,2435263,476566337
3756,17346258,2439639,476561961
3757,17346285,2441846,476559754
3758,17346528,2430991,476570609
3759,17346582,2431298,476570302
3760,17346825,2441989,476559611
3761,17346852,2440553,476561047
3762,17348256,2437539,476564061
3763,17348265,2437628,476563972
3764,17348526,2441989,476559611
3765,17348562,2436121,476565479
3766,17348625,2442401,476559199
3767,17348652,2436917,476564683
3768,17352468,2434826,476566774
3769,17352486,2435849,476565751
3770,17352648,2439793,476561807
3771,17352684,2446041,476555559
3772,17352846,2445546,476556054
3773,17352864,2445457,476556143
3774,17354268,2435458,476566142
3775,17354286,2436191,476565409
3776,17354628,2430692,476570908
3777,17354682,2431092,476570508
3778,17354826,2437802,476563798
3779,17354862,2436058,476565542
3780,17356248,2435438,476566162
3781,17356284,2441202,476560398
3782,17356428,2435053,476566547
3783,17356482,2435879,476565721
3784,17356824,2440881,476560719
3785,17356842,2440829,476560771
3786,17358246,2445945,476555655
3787,17358264,2446524,476555076
3788,17358426,2446664,476554936
3789,17358462,2444414,476557186
3790,17358624,2445241,476556359
3791,17358642,2444423,476557177
3792,17362458,2439519,476562081
3793,17362485,2445623,476555977
3794,17362548,2435089,476566511
3795,17362584,2445229,476556371
3796,17362845,2442011,476559589
3797,17362854,2441746,476559854
3798,17364258,2444018,476557582
3799,17364285,2446065,476555535
3800,17364528,2435053,476566547
3801,17364582,2435698,476565902
3802,17364825,2446664,476554936
3803,17364852,2444812,476556788
3804,17365248,2439696,476561904
3805,17365284,2442433,476559167
3806,17365428,2430789,476570811
3807,17365482,2431181,476570419
3808,17365824,2441569,476560031
3809,17365842,2440839,476560761
3810,17368245,2441659,476559941
3811,17368254,2441390,476560210
3812,17368425,2446087,476555513
3813,17368452,2440621,476560979
3814,17368524,2445262,476556338
3815,17368542,2440234,476561366
3816,17382456,2435468,476566132
3817,17382465,2436111,476565489
3818,17382546,2435887,476565713
3819,17382564,2436662,476564938
3820,17382645,2436644,476564956
3821,17382654,2435378,476566222
3822,17384256,2440278,476561322
3823,17384265,2440882,476560718
3824,17384526,2440881,476560719
3825,17384562,2430474,476571126
3826,17384625,2445241,476556359
3827,17384652,2436048,476565552
3828,17385246,2444869,476556731
3829,17385264,2445140,476556460
3830,17385426,2441569,476560031
3831,17385462,2436331,476565269
3832,17385624,2440333,476561267
3833,17385642,2435645,476565955
3834,17386245,2441166,476560434
3835,17386254,2441040,476560560
3836,17386425,2445262,476556338
3837,17386452,2436038,476565562
3838,17386524,2440951,476560649
3839,17386542,2435347,476566253
3840,17423568,2430828,476570772
3841,17423586,2435518,476566082
3842,17423658,2431043,476570557
3843,17423685,2436696,476564904
3844,17423856,2432317,476569283
3845,17423865,2432291,476569309
3846,17425368,2434832,476566768
3847,17425386,2436055,476565545
3848,17425638,2439639,476561961
3849,17425683,2441282,476560318
3850,17425836,2446220,476555380
3851,17425863,2445865,476555735
3852,17426358,2439893,476561707
3853,17426385,2445237,476556363
3854,17426538,2435968,476565632
3855,17426583,2441477,476560123
3856,17426835,2446529,476555071
3857,17426853,2445682,476555918
3858,17428356,2441564,476560036
3859,17428365,2441680,476559920
3860,17428536,2445746,476555854
3861,17428563,2441557,476560043
3862,17428635,2445766,476555834
3863,17428653,2441055,476560545
3864,17432568,2425848,476575752
3865,17432586,2430586,476571014
3866,17432658,2425831,476575769
3867,17432685,2435192,476566408
3868,17432856,2430976,476570624
3869,17432865,2430670,476570930
3870,17435268,2435262,476566338
3871,17435286,2436104,476565496
3872,17435628,2430991,476570609
3873,17435682,2431303,476570297
3874,17435826,2437833,476563767
3875,17435862,2436446,476565154
3876,17436258,2435968,476565632
3877,17436285,2441914,476559686
3878,17436528,2431153,476570447
3879,17436582,2431370,476570230
3880,17436825,2441993,476559607
3881,17436852,2440931,476560669
3882,17438256,2436805,476564795
3883,17438265,2436492,476565108
3884,17438526,2441993,476559607
3885,17438562,2436468,476565132
3886,17438625,2441887,476559713
3887,17438652,2436256,476565344
3888,17452368,2430922,476570678
3889,17452386,2431192,476570408
3890,17452638,2435438,476566162
3891,17452683,2441394,476560206
3892,17452836,2441414,476560186
3893,17452863,2441582,476560018
3894,17453268,2430855,476570745
3895,17453286,2431190,476570410
3896,17453628,2435053,476566547
3897,17453682,2435506,476566094
3898,17453826,2436455,476565145
3899,17453862,2436392,476565208
3900,17456238,2421277,476580323
3901,17456283,2430934,476570666
3902,17456328,2421285,476580315
3903,17456382,2426411,476575189
3904,17456823,2426062,476575538
3905,17456832,2426063,476575537
3906,17458236,2437010,476564590
3907,17458263,2441834,476559766
3908,17458326,2437321,476564279
3909,17458362,2441110,476560490
3910,17458623,2434555,476567045
3911,17458632,2434546,476567054
3912,17462358,2435111,476566489
3913,17462385,2440960,476560640
3914,17462538,2438994,476562606
3915,17462583,2445229,476556371
3916,17462835,2445178,476556422
3917,17462853,2446130,476555470
3918,17463258,2439099,476562501
3919,17463285,2440849,476560751
3920,17463528,2433790,476567810
3921,17463582,2435257,476566343
3922,17463825,2445547,476556053
3923,17463852,2444589,476557011
3924,17465238,2430359,476571241
3925,17465283,2436312,476565288
3926,17465328,2430006,476571594
3927,17465382,2434992,476566608
3928,17465823,2430783,476570817
3929,17465832,2430777,476570823
3930,17468235,2439877,476561723
3931,17468253,2444874,476556726
3932,17468325,2440965,476560635
3933,17468352,2443714,476557886
3934,17468523,2438960,476562640
3935,17468532,2438937,476562663
3936,17482356,2436764,476564836
3937,17482365,2436990,476564610
3938,17482536,2444950,476556650
3939,17482563,2441822,476559778
3940,17482635,2445730,476555870
3941,17482653,2440881,476560719
3942,17483256,2436485,476565115
3943,17483265,2436446,476565154
3944,17483526,2445077,476556523
3945,17483562,2440214,476561386
3946,17483625,2444849,476556751
3947,17483652,2440335,476561265
3948,17485236,2441024,476560576
3949,17485263,2444321,476557279
3950,17485326,2440566,476561034
3951,17485362,2444106,476557494
3952,17485623,2430314,476571286
3953,17485632,2430318,476571282
3954,17486235,2439835,476561765
3955,17486253,2444613,476556987
3956,17486325,2440892,476560708
3957,17486352,2443280,476558320
3958,17486523,2434653,476566947
3959,17486532,2434623,476566977
3960,17523468,2430558,476571042
3961,17523486,2431293,476570307
3962,17523648,2439519,476562081
3963,17523684,2441858,476559742
3964,17523846,2441281,476560319
3965,17523864,2440796,476560804
3966,17524368,2435041,476566559
3967,17524386,2435304,476566296
3968,17524638,2444018,476557582
3969,17524683,2445475,476556125
3970,17524836,2445294,476556306
3971,17524863,2445689,476555911
3972,17526348,2435111,476566489
3973,17526384,2444959,476556641
3974,17526438,2439099,476562501
3975,17526483,2445246,476556354
3976,17526834,2441268,476560332
3977,17526843,2441478,476560122
3978,17528346,2441063,476560537
3979,17528364,2445847,476555753
3980,17528436,2441996,476559604
3981,17528463,2446125,476555475
3982,17528634,2440852,476560748
3983,17528643,2440841,476560759
3984,17532468,2434833,476566767
3985,17532486,2435290,476566310
3986,17532648,2435089,476566511
3987,17532684,2440687,476560913
3988,17532846,2440854,476560746
3989,17532864,2435681,476565919
3990,17534268,2430631,476570969
3991,17534286,2430673,476570927
3992,17534628,2435053,476566547
3993,17534682,2435285,476566315
3994,17534826,2436455,476565145
3995,17534862,2436104,476565496
3996,17536248,2438994,476562606
3997,17536284,2445458,476556142
3998,17536428,2433790,476567810
3999,17536482,2435245,476566355
4000,17536824,2445077,476556523
4001,17536842,2444421,476557179
4002,17538246,2445268,476556332
4003,17538264,2440808,476560792
4004,17538426,2445547,476556053
4005,17538462,2444711,476556889
4006,17538624,2444849,476556751
4007,17538642,2439622,476561978
4008,17542368,2430846,476570754
4009,17542386,2430896,476570704
4010,17542638,2439696,476561904
4011,17542683,2441465,476560135
4012,17542836,2441180,476560420
4013,17542863,2441051,476560549
4014,17543268,2424817,476576783
4015,17543286,2424924,476576676
4016,17543628,2430789,476570811
4017,17543682,2430977,476570623
4018,17543826,2431108,476570492
4019,17543862,2431109,476570491
4020,17546238,2430359,476571241
4021,17546283,2436101,476565499
4022,17546328,2430006,476571594
4023,17546382,2434706,476566894
4024,17546823,2430585,476571015
4025,17546832,2430583,476571017
4026,17548236,2436620,476564980
4027,17548263,2440900,476560700
4028,17548326,2436104,476565496
4029,17548362,2436170,476565430
4030,17548623,2430961,476570639
4031,17548632,2430941,476570659
4032,17562348,2421263,476580337
4033,17562384,2431824,476569776
4034,17562438,2426067,476575533
4035,17562483,2435911,476565689
4036,17562834,2431487,476570113
4037,17562843,2432318,476569282
4038,17563248,2426067,476575533
4039,17563284,2432026,476569574
4040,17563428,2420335,476581265
4041,17563482,2425973,476575627
4042,17563824,2436288,476565312
4043,17563842,2435225,476566375
4044,17564238,2421229,476580371
4045,17564283,2431090,476570510
4046,17564328,2420216,476581384
4047,17564382,2425882,476575718
4048,17564823,2426002,476575598
4049,17564832,2425967,476575633
4050,17568234,2425280,476576320
4051,17568243,2426143,476575457
4052,17568324,2426143,476575457
4053,17568342,2425273,476576327
4054,17568423,2425297,476576303
4055,17568432,2425250,476576350
4056,17582346,2435081,476566519
4057,17582364,2440590,476561010
4058,17582436,2436322,476565278
4059,17582463,2444863,476556737
4060,17582634,2440032,476561568
4061,17582643,2439990,476561610
4062,17583246,2436300,476565300
4063,17583264,2440206,476561394
4064,17583426,2436288,476565312
4065,17583462,2439610,476561990
4066,17583624,2440063,476561537
4067,17583642,2439397,476562203
4068,17584236,2436287,476565313
4069,17584263,2444603,476556997
4070,17584326,2435183,476566417
4071,17584362,2440023,476561577
4072,17584623,2434422,476567178
4073,17584632,2434306,476567294
4074,17586234,2425068,476576532
4075,17586243,2426100,476575500
4076,17586324,2426096,476575504
4077,17586342,2425046,476576554
4078,17586423,2425064,476576536
4079,17586432,2424832,476576768
4080,17623458,2420973,476580627
4081,17623485,2431524,476570076
4082,17623548,2426367,476575233
4083,17623584,2436386,476565214
4084,17623845,2432205,476569395
4085,17623854,2432486,476569114
4086,17624358,2426161,476575439
4087,17624385,2432214,476569386
4088,17624538,2430665,476570935
4089,17624583,2436701,476564899
4090,17624835,2441068,476560532
4091,17624853,2441370,476560230
4092,17625348,2430441,476571159
4093,17625384,2440667,476560933
4094,17625438,2426006,476575594
4095,17625483,2436382,476565218
4096,17625834,2436770,476564830
4097,17625843,2436196,476565404
4098,17628345,2430591,476571009
4099,17628354,2431913,476569687
4100,17628435,2431928,476569672
4101,17628453,2432202,476569398
4102,17628534,2432222,476569378
4103,17628543,2431622,476569978
4104,17632458,2426367,476575233
