class_id,representative,lex_rank,class_size,avoid_9,avoid_10,avoid_11,avoid_12,avoid_13,avoid_14
1,12345678,0,56,362815,3626197,39832877,476591309,,
2,12345768,2,20,362815,3626197,39832878,476591411,,
3,12345786,3,40,362815,3626196,39832788,476586602,,
4,12346578,6,32,362815,3626197,39832878,476591415,6162162531,
5,12346758,8,32,362815,3626195,39832703,476582320,,
6,12346785,9,32,362815,3626196,39832781,476585888,,
7,12346857,10,32,362815,3626195,39832701,476582106,,
8,12346875,11,32,362815,3626195,39832699,476581904,,
9,12347658,14,16,362815,3626197,39832878,476591425,6162163721,
10,12347685,15,32,362815,3626195,39832699,476581899,,
11,12347856,16,16,362815,3626196,39832782,476585996,,
12,12347865,17,32,362815,3626196,39832783,476586093,,
13,12348675,21,16,362815,3626196,39832785,476586299,,
14,12354678,24,18,362815,3626197,39832878,476591415,6162162556,
15,12354768,26,12,362815,3626197,39832879,476591518,,
16,12354786,27,24,362815,3626196,39832788,476586614,6161962922,
17,12356478,30,48,362815,3626195,39832699,476581940,,
18,12356748,32,24,362815,3626195,39832689,476580913,,
19,12356784,33,24,362815,3626196,39832781,476585836,,
20,12356847,34,24,362815,3626193,39832521,476572515,,
21,12356874,35,24,362815,3626195,39832690,476580960,,
22,12357468,36,24,362815,3626194,39832614,476577632,,
23,12357486,37,24,362815,3626193,39832523,476572724,,
24,12357648,38,24,362815,3626194,39832610,476577233,,
25,12357684,39,24,362815,3626195,39832692,476581160,,
26,12357846,40,24,362815,3626194,39832603,476576502,,
27,12357864,41,24,362815,3626194,39832606,476576773,,
28,12358467,42,24,362815,3626193,39832525,476572917,,
29,12358476,43,24,362815,3626194,39832609,476577139,,
30,12358647,44,24,362815,3626192,39832436,476568210,,
31,12358674,45,24,362815,3626194,39832606,476576774,,
32,12358746,46,24,362815,3626193,39832521,476572500,,
33,12358764,47,24,362815,3626195,39832692,476581209,,
34,12365478,54,24,362815,3626197,39832878,476591429,6162164257,
35,12365748,56,24,362815,3626194,39832610,476577226,,
36,12365784,57,24,362815,3626195,39832690,476580972,,
37,12365847,58,24,362815,3626194,39832606,476576834,,
38,12365874,59,24,362815,3626195,39832689,476580888,,
39,12367458,60,12,362815,3626195,39832691,476581136,,
40,12367485,61,24,362815,3626194,39832600,476576201,,
41,12367548,62,24,362815,3626195,39832693,476581321,,
42,12367584,63,24,362815,3626194,39832604,476576576,,
43,12367845,64,24,362815,3626196,39832778,476585537,,
44,12367854,65,24,362815,3626196,39832778,476585536,,
45,12368475,67,12,362815,3626193,39832519,476572321,,
46,12368547,68,24,362815,3626193,39832522,476572613,,
47,12368574,69,24,362815,3626194,39832608,476576995,,
48,12368745,70,24,362815,3626195,39832688,476580764,,
49,12368754,71,24,362815,3626195,39832690,476580980,,
50,12375648,80,12,362815,3626195,39832696,476581633,,
51,12375684,81,24,362815,3626194,39832602,476576380,6161525174,
52,12375846,82,12,362815,3626193,39832520,476572414,,
53,12375864,83,24,362815,3626194,39832608,476576985,,
54,12376548,86,12,362815,3626197,39832878,476591425,6162163864,
55,12376584,87,24,362815,3626195,39832691,476581100,,
56,12376845,88,24,362815,3626195,39832688,476580762,,
57,12376854,89,24,362815,3626195,39832692,476581184,,
58,12378564,93,24,362815,3626196,39832781,476585862,6161916114,
59,12378645,94,12,362815,3626196,39832776,476585347,6161884999,
60,12378654,95,24,362815,3626196,39832783,476586063,,
61,12385674,105,12,362815,3626196,39832777,476585441,6161890214,
62,12385764,107,12,362815,3626194,39832610,476577180,,
63,12386574,111,12,362815,3626194,39832607,476576874,,
64,12386754,113,24,362815,3626196,39832782,476585966,,
65,12435768,122,8,362815,3626197,39832879,476591517,,
66,12435786,123,16,362815,3626196,39832789,476586704,6161967673,
67,12436578,126,8,362815,3626197,39832879,476591522,,
68,12436758,128,16,362815,3626195,39832703,476582332,6161794935,
69,12436785,129,16,362815,3626196,39832781,476585893,6161919521,
70,12436857,130,16,362815,3626195,39832701,476582116,6161781329,
71,12436875,131,16,362815,3626195,39832699,476581912,6161769174,
72,12437658,134,8,362815,3626197,39832879,476591532,6162170394,
73,12437685,135,16,362815,3626195,39832699,476581907,6161768566,
74,12437856,136,8,362815,3626196,39832782,476586002,6161926432,
75,12437865,137,16,362815,3626196,39832783,476586100,6161932030,
76,12438675,141,8,362815,3626196,39832785,476586307,6161944595,
77,12453768,146,16,362815,3626195,39832699,476581952,,
78,12453786,147,32,362815,3626195,39832687,476580739,,
79,12456378,150,16,362815,3626195,39832685,476580517,,
80,12456738,152,16,362815,3626195,39832689,476580834,,
81,12456783,153,16,362815,3626196,39832781,476585861,6161915548,
82,12456837,154,16,362815,3626193,39832510,476571373,,
83,12456873,155,16,362815,3626195,39832690,476580940,,
84,12457368,156,16,362815,3626192,39832432,476567849,,
85,12457386,157,16,362815,3626192,39832421,476566720,6161125545,
86,12457638,158,16,362815,3626194,39832597,476575877,6161495880,
87,12457683,159,16,362815,3626195,39832689,476580851,6161703378,
88,12457836,160,16,362815,3626193,39832503,476570694,,
89,12457863,161,16,362815,3626194,39832597,476575872,,
90,12458367,162,16,362815,3626193,39832496,476570074,,
91,12458376,163,16,362815,3626193,39832506,476571047,,
92,12458637,164,16,362815,3626192,39832419,476566494,,
93,12458673,165,16,362815,3626194,39832599,476576070,6161506147,
94,12458736,166,16,362815,3626193,39832497,476570132,,
95,12458763,167,16,362815,3626195,39832685,476580449,,
96,12463578,168,16,362815,3626194,39832610,476577262,,
97,12463758,170,16,362815,3626192,39832434,476568061,,
98,12463785,171,16,362815,3626192,39832425,476567136,,
99,12463857,172,16,362815,3626192,39832425,476567143,,
100,12463875,173,16,362815,3626192,39832427,476567366,,
101,12465378,174,32,362815,3626194,39832606,476576851,,
102,12465738,176,16,362815,3626194,39832599,476576070,6161506790,
103,12465783,177,16,362815,3626195,39832689,476580851,6161703430,
104,12465837,178,16,362815,3626193,39832507,476571100,,
105,12465873,179,16,362815,3626195,39832688,476580745,6161696964,
106,12467358,180,16,362815,3626193,39832507,476571145,,
107,12467385,181,16,362815,3626193,39832501,476570485,,
108,12467538,182,16,362815,3626193,39832511,476571504,,
109,12467583,183,16,362815,3626193,39832517,476572049,,
110,12467835,184,16,362815,3626194,39832598,476575940,,
111,12467853,185,16,362815,3626194,39832599,476576067,6161505901,
112,12468357,186,16,362815,3626192,39832421,476566700,,
113,12468375,187,16,362815,3626191,39832334,476562216,,
114,12468537,188,16,362815,3626191,39832335,476562308,,
115,12468573,189,16,362815,3626193,39832515,476571869,,
116,12468735,190,16,362815,3626193,39832507,476571051,,
117,12468753,191,16,362815,3626193,39832513,476571669,,
118,12473568,192,16,362815,3626192,39832432,476567869,,
119,12473586,193,16,362815,3626191,39832346,476563483,,
120,12473658,194,16,362815,3626193,39832519,476572391,,
121,12473685,195,16,362815,3626191,39832342,476563058,,
122,12473856,196,16,362815,3626192,39832425,476567131,,
123,12473865,197,16,362815,3626192,39832422,476566862,,
124,12475368,198,16,362815,3626191,39832343,476563156,,
125,12475386,199,16,362815,3626191,39832338,476562649,,
126,12475638,200,16,362815,3626193,39832509,476571317,,
127,12475683,201,16,362815,3626193,39832514,476571754,6161334319,
128,12475836,202,16,362815,3626191,39832337,476562511,,
129,12475863,203,16,362815,3626193,39832515,476571877,,
130,12476358,204,16,362815,3626192,39832429,476567546,,
131,12476385,205,16,362815,3626192,39832410,476565646,,
132,12476538,206,16,362815,3626194,39832602,476576443,,
133,12476583,207,16,362815,3626195,39832684,476580357,,
134,12476835,208,16,362815,3626193,39832504,476570771,,
135,12476853,209,16,362815,3626193,39832513,476571668,,
136,12478356,210,16,362815,3626193,39832504,476570811,6161282679,
137,12478365,211,16,362815,3626193,39832502,476570605,,
138,12478536,212,16,362815,3626192,39832415,476566112,,
139,12478563,213,16,362815,3626194,39832596,476575782,,
140,12478635,214,16,362815,3626193,39832503,476570692,,
141,12478653,215,16,362815,3626194,39832597,476575863,,
142,12483567,216,16,362815,3626193,39832514,476571823,,
143,12483576,217,16,362815,3626193,39832507,476571154,,
144,12483657,218,16,362815,3626193,39832511,476571540,,
145,12483675,219,16,362815,3626193,39832508,476571229,,
146,12483756,220,16,362815,3626193,39832511,476571515,,
147,12483765,221,16,362815,3626194,39832604,476576619,,
148,12485367,222,16,362815,3626192,39832419,476566518,,
149,12485376,223,16,362815,3626192,39832415,476566153,,
150,12485637,224,16,362815,3626192,39832413,476565899,,
151,12485673,225,16,362815,3626194,39832598,476575963,,
152,12485736,226,16,362815,3626191,39832335,476562313,,
153,12485763,227,16,362815,3626193,39832511,476571467,6161318410,
154,12486357,228,16,362815,3626191,39832335,476562310,,
155,12486375,229,16,362815,3626191,39832337,476562523,,
156,12486537,230,16,362815,3626192,39832413,476565927,,
157,12486573,231,16,362815,3626193,39832509,476571266,,
158,12486735,232,16,362815,3626193,39832507,476571089,,
159,12486753,233,16,362815,3626194,39832599,476576067,6161506240,
160,12487356,234,16,362815,3626193,39832497,476570148,,
161,12487365,235,16,362815,3626193,39832503,476570721,,
162,12487536,236,16,362815,3626192,39832419,476566507,,
163,12487563,237,16,362815,3626194,39832597,476575861,,
164,12487635,238,16,362815,3626193,39832510,476571390,,
165,12487653,239,16,362815,3626195,39832692,476581182,,
166,12543768,266,8,362815,3626197,39832879,476591532,6162170482,
167,12543786,267,16,362815,3626196,39832788,476586614,6161963150,
168,12546738,272,16,362815,3626194,39832597,476575877,6161495899,
169,12546783,273,16,362815,3626195,39832690,476580953,,
170,12546837,274,16,362815,3626193,39832503,476570719,,
171,12546873,275,16,362815,3626195,39832683,476580255,,
172,12547368,276,16,362815,3626193,39832519,476572373,,
173,12547386,277,16,362815,3626192,39832425,476567160,,
174,12547638,278,16,362815,3626194,39832596,476575817,,
175,12547683,279,16,362815,3626195,39832688,476580749,,
176,12547836,280,16,362815,3626193,39832502,476570603,,
177,12547863,281,16,362815,3626194,39832595,476575666,,
178,12548367,282,16,362815,3626193,39832508,476571244,,
179,12548376,283,16,362815,3626194,39832598,476576031,,
180,12548637,284,16,362815,3626192,39832415,476566137,,
181,12548673,285,16,362815,3626194,39832595,476575664,,
182,12548736,286,16,362815,3626193,39832504,476570806,,
183,12548763,287,16,362815,3626195,39832685,476580461,,
184,12563478,288,8,362815,3626195,39832687,476580749,,
185,12563748,290,16,362815,3626193,39832507,476571129,,
186,12563784,291,16,362815,3626193,39832500,476570404,,
187,12563847,292,16,362815,3626192,39832418,476566410,,
188,12563874,293,16,362815,3626193,39832499,476570311,,
189,12564378,294,16,362815,3626195,39832689,476580935,,
190,12564738,296,16,362815,3626193,39832511,476571494,,
191,12564783,297,16,362815,3626194,39832593,476575467,,
192,12564837,298,16,362815,3626193,39832503,476570688,,
193,12564873,299,16,362815,3626194,39832591,476575252,,
194,12567348,300,16,362815,3626195,39832683,476580252,,
195,12567384,301,16,362815,3626194,39832595,476575607,,
196,12567438,302,16,362815,3626195,39832683,476580250,,
197,12567483,303,16,362815,3626194,39832596,476575744,,
198,12567834,304,16,362815,3626196,39832778,476585531,6161894595,
199,12567843,305,16,362815,3626196,39832778,476585531,6161894563,
200,12568347,306,16,362815,3626193,39832501,476570484,,
201,12568374,307,16,362815,3626192,39832414,476565983,,
202,12568437,308,16,362815,3626193,39832494,476569823,,
203,12568473,309,16,362815,3626192,39832424,476566964,,
204,12568734,310,16,362815,3626195,39832683,476580224,,
205,12568743,311,16,362815,3626195,39832683,476580229,,
206,12573648,314,8,362815,3626192,39832427,476567368,,
207,12573684,315,16,362815,3626191,39832333,476562131,6160939190,
208,12573846,316,8,362815,3626192,39832415,476566078,,
209,12573864,317,16,362815,3626191,39832330,476561818,,
210,12574368,318,16,362815,3626192,39832429,476567550,,
211,12574386,319,16,362815,3626192,39832419,476566554,,
212,12574638,320,16,362815,3626193,39832515,476571936,6161350278,
213,12574683,321,16,362815,3626193,39832511,476571467,6161318559,
214,12574836,322,16,362815,3626191,39832332,476562023,,
215,12574863,323,16,362815,3626192,39832422,476566792,,
216,12576348,324,16,362815,3626194,39832592,476575389,6161468184,
217,12576384,325,16,362815,3626193,39832500,476570360,,
218,12576438,326,16,362815,3626194,39832598,476576012,,
219,12576483,327,16,362815,3626193,39832509,476571246,6161304501,
220,12576834,328,16,362815,3626195,39832685,476580432,6161677827,
221,12576843,329,16,362815,3626195,39832685,476580441,,
222,12578346,330,16,362815,3626194,39832592,476575338,,
223,12578364,331,16,362815,3626192,39832419,476566486,,
224,12578436,332,16,362815,3626193,39832503,476570677,,
225,12578463,333,16,362815,3626193,39832512,476571584,,
226,12578634,334,16,362815,3626194,39832599,476576028,,
227,12578643,335,16,362815,3626194,39832599,476576050,,
228,12583674,339,8,362815,3626192,39832406,476565238,,
229,12583764,341,8,362815,3626193,39832501,476570534,,
230,12584367,342,16,362815,3626193,39832498,476570270,,
231,12584376,343,16,362815,3626193,39832505,476570943,,
232,12584637,344,16,362815,3626191,39832331,476561921,,
233,12584673,345,16,362815,3626192,39832425,476567071,,
234,12584736,346,16,362815,3626192,39832421,476566720,6161125480,
235,12584763,347,16,362815,3626193,39832503,476570712,,
236,12586347,348,16,362815,3626192,39832412,476565808,,
237,12586374,349,16,362815,3626191,39832334,476562192,6160940395,
238,12586437,350,16,362815,3626192,39832416,476566189,,
239,12586473,351,16,362815,3626191,39832339,476562675,,
240,12586734,352,16,362815,3626194,39832599,476576044,6161503391,
241,12586743,353,16,362815,3626194,39832599,476576044,6161503416,
242,12587346,354,16,362815,3626193,39832503,476570657,,
243,12587364,355,16,362815,3626192,39832417,476566276,,
244,12587436,356,16,362815,3626193,39832493,476569734,,
245,12587463,357,16,362815,3626192,39832428,476567379,,
246,12587634,358,16,362815,3626195,39832681,476580041,,
247,12587643,359,16,362815,3626195,39832683,476580269,,
248,12645378,390,8,362815,3626195,39832692,476581258,,
249,12645738,392,16,362815,3626193,39832509,476571297,,
250,12645783,393,16,362815,3626194,39832595,476575655,,
251,12645837,394,16,362815,3626193,39832500,476570405,,
252,12645873,395,16,362815,3626194,39832591,476575244,,
253,12647358,396,8,362815,3626192,39832427,476567367,,
254,12647385,397,16,362815,3626191,39832332,476562026,,
255,12647538,398,16,362815,3626193,39832515,476571936,6161350216,
256,12647583,399,16,362815,3626193,39832511,476571471,,
257,12647835,400,16,362815,3626192,39832416,476566221,,
258,12647853,401,16,362815,3626192,39832426,476567188,,
259,12648375,403,8,362815,3626192,39832416,476566210,,
260,12648537,404,16,362815,3626191,39832335,476562326,,
261,12648573,405,16,362815,3626192,39832423,476566889,,
262,12648735,406,16,362815,3626192,39832419,476566490,,
263,12648753,407,16,362815,3626193,39832510,476571408,,
264,12654378,414,8,362815,3626197,39832878,476591429,6162164375,
265,12654738,416,16,362815,3626194,39832602,476576430,,
266,12654783,417,16,362815,3626195,39832685,476580452,,
267,12654837,418,16,362815,3626194,39832601,476576289,,
268,12654873,419,16,362815,3626195,39832685,476580458,,
269,12657348,420,16,362815,3626194,39832592,476575389,6161468122,
270,12657384,421,16,362815,3626193,39832503,476570648,,
271,12657438,422,16,362815,3626194,39832598,476576020,,
272,12657483,423,16,362815,3626193,39832511,476571462,,
273,12657834,424,16,362815,3626195,39832683,476580227,,
274,12657843,425,16,362815,3626195,39832683,476580241,,
275,12658347,426,16,362815,3626193,39832499,476570272,,
276,12658374,427,16,362815,3626192,39832417,476566270,,
277,12658437,428,16,362815,3626193,39832502,476570627,,
278,12658473,429,16,362815,3626193,39832508,476571190,,
279,12658734,430,16,362815,3626195,39832682,476580129,,
280,12658743,431,16,362815,3626195,39832682,476580149,,
281,12674538,440,16,362815,3626195,39832688,476580795,,
282,12674583,441,16,362815,3626194,39832592,476575365,,
283,12674835,442,16,362815,3626192,39832420,476566584,,
284,12674853,443,16,362815,3626193,39832512,476571575,,
285,12675348,444,8,362815,3626195,39832679,476579880,,
286,12675384,445,16,362815,3626193,39832499,476570290,,
287,12675438,446,16,362815,3626195,39832693,476581286,,
288,12675483,447,16,362815,3626194,39832593,476575432,,
289,12675834,448,16,362815,3626194,39832598,476575923,,
290,12675843,449,16,362815,3626194,39832600,476576163,,
291,12678345,450,8,362815,3626196,39832778,476585523,,
292,12678354,451,16,362815,3626195,39832688,476580703,,
293,12678435,452,16,362815,3626195,39832688,476580704,,
294,12678453,453,16,362815,3626196,39832777,476585429,6161888754,
295,12678534,454,16,362815,3626196,39832776,476585301,,
296,12678543,455,16,362815,3626196,39832778,476585544,,
297,12684537,464,16,362815,3626193,39832503,476570678,6161273201,
298,12684573,465,16,362815,3626193,39832509,476571264,6161306361,
299,12684735,466,16,362815,3626192,39832419,476566498,,
300,12684753,467,16,362815,3626192,39832430,476567607,,
301,12685374,469,8,362815,3626191,39832338,476562605,,
302,12685437,470,16,362815,3626193,39832511,476571497,,
303,12685473,471,16,362815,3626192,39832424,476566990,6161139367,
304,12685734,472,16,362815,3626194,39832600,476576152,6161510298,
305,12685743,473,16,362815,3626194,39832604,476576582,,
306,12687354,475,8,362815,3626195,39832675,476579429,,
307,12687435,476,16,362815,3626195,39832675,476579424,,
308,12687453,477,16,362815,3626195,39832687,476580629,6161689505,
309,12687534,478,16,362815,3626195,39832687,476580605,,
310,12687543,479,16,362815,3626195,39832690,476580950,6161709481,
311,12745638,512,8,362815,3626195,39832680,476579956,,
312,12745683,513,16,362815,3626194,39832594,476575522,,
313,12745836,514,8,362815,3626192,39832406,476565219,,
314,12745863,515,16,362815,3626192,39832425,476567060,,
315,12746538,518,8,362815,3626193,39832514,476571824,,
316,12746583,519,16,362815,3626193,39832505,476570857,,
317,12746835,520,16,362815,3626191,39832334,476562186,,
318,12746853,521,16,362815,3626191,39832339,476562678,,
319,12748563,525,16,362815,3626193,39832509,476571281,6161308287,
320,12748635,526,8,362815,3626191,39832338,476562600,,
321,12748653,527,16,362815,3626192,39832424,476566990,6161139307,
322,12754638,536,8,362815,3626193,39832514,476571803,,
323,12754683,537,16,362815,3626193,39832507,476571038,,
324,12754836,538,8,362815,3626193,39832498,476570190,,
325,12754863,539,16,362815,3626193,39832503,476570698,,
326,12756438,542,16,362815,3626195,39832690,476580999,,
327,12756483,543,16,362815,3626194,39832595,476575643,,
328,12756834,544,16,362815,3626194,39832598,476575916,,
329,12756843,545,16,362815,3626194,39832598,476575930,6161496049,
330,12758436,548,16,362815,3626192,39832419,476566496,,
331,12758463,549,16,362815,3626192,39832427,476567289,,
332,12758634,550,16,362815,3626194,39832600,476576152,6161510305,
333,12758643,551,16,362815,3626194,39832602,476576366,,
334,12764583,561,16,362815,3626194,39832593,476575437,,
335,12764853,563,16,362815,3626192,39832430,476567590,,
336,12765438,566,8,362815,3626197,39832878,476591425,6162163839,
337,12765483,567,16,362815,3626195,39832691,476581065,,
338,12765834,568,16,362815,3626195,39832681,476580042,,
339,12765843,569,16,362815,3626195,39832684,476580376,,
340,12768435,572,8,362815,3626195,39832675,476579441,,
341,12768453,573,16,362815,3626195,39832687,476580629,6161689462,
342,12768534,574,16,362815,3626195,39832687,476580619,,
343,12768543,575,16,362815,3626195,39832692,476581167,6161723147,
344,12784563,585,16,362815,3626196,39832777,476585429,6161888703,
345,12784653,587,16,362815,3626194,39832602,476576357,,
346,12785463,591,16,362815,3626194,39832602,476576339,6161520335,
347,12785634,592,8,362815,3626196,39832781,476585863,,
348,12785643,593,16,362815,3626196,39832779,476585654,,
349,12786453,597,16,362815,3626196,39832777,476585446,,
350,12786534,598,8,362815,3626196,39832776,476585319,,
351,12786543,599,16,362815,3626196,39832783,476586088,,
352,12845673,633,8,362815,3626196,39832777,476585411,,
353,12845763,635,8,362815,3626194,39832596,476575742,,
354,12846573,639,8,362815,3626194,39832599,476576038,6161502464,
355,12846753,641,16,362815,3626193,39832513,476571670,,
356,12847653,647,8,362815,3626194,39832596,476575825,,
357,12854673,657,8,362815,3626194,39832596,476575734,6161484414,
358,12854763,659,8,362815,3626194,39832594,476575565,,
359,12856473,663,16,362815,3626193,39832513,476571645,,
360,12856743,665,16,362815,3626196,39832777,476585425,,
361,12857463,669,16,362815,3626193,39832521,476572502,,
362,12857643,671,16,362815,3626194,39832604,476576585,,
363,12865473,687,8,362815,3626194,39832593,476575480,6161472470,
364,12865743,689,16,362815,3626194,39832603,476576476,,
365,12867453,693,8,362815,3626196,39832782,476585965,,
366,12867543,695,16,362815,3626196,39832782,476585973,,
367,12875643,713,8,362815,3626196,39832780,476585762,,
368,13245768,722,2,362815,3626197,39832879,476591513,,
369,13245786,723,8,362815,3626196,39832789,476586704,6161967608,
370,13246758,728,8,362815,3626195,39832704,476582418,,
371,13246785,729,8,362815,3626196,39832782,476585986,,
372,13246857,730,8,362815,3626195,39832702,476582204,,
373,13246875,731,8,362815,3626195,39832700,476582002,,
374,13247658,734,4,362815,3626197,39832879,476591527,,
375,13247685,735,8,362815,3626195,39832700,476581997,,
376,13247856,736,4,362815,3626196,39832783,476586094,,
377,13247865,737,8,362815,3626196,39832784,476586191,,
378,13248675,741,4,362815,3626196,39832786,476586397,,
379,13254768,746,2,362815,3626197,39832880,476591621,,
380,13254786,747,8,362815,3626196,39832789,476586716,,
381,13256748,752,8,362815,3626195,39832689,476580918,,
382,13256784,753,8,362815,3626196,39832781,476585841,,
383,13256847,754,8,362815,3626193,39832521,476572519,,
384,13256874,755,8,362815,3626195,39832690,476580964,,
385,13257468,756,8,362815,3626194,39832614,476577642,,
386,13257486,757,8,362815,3626193,39832523,476572732,,
387,13257648,758,8,362815,3626194,39832610,476577241,,
388,13257684,759,8,362815,3626195,39832692,476581164,,
389,13257846,760,8,362815,3626194,39832603,476576506,,
390,13257864,761,8,362815,3626194,39832606,476576777,,
391,13258467,762,8,362815,3626193,39832525,476572925,,
392,13258476,763,8,362815,3626194,39832609,476577149,,
393,13258647,764,8,362815,3626192,39832436,476568214,,
394,13258674,765,8,362815,3626194,39832606,476576778,6161548414,
395,13258746,766,8,362815,3626193,39832521,476572504,,
396,13258764,767,8,362815,3626195,39832692,476581217,,
397,13265748,776,8,362815,3626194,39832610,476577234,,
398,13265784,777,8,362815,3626195,39832690,476580976,,
399,13265847,778,8,362815,3626194,39832606,476576841,,
400,13265874,779,8,362815,3626195,39832689,476580892,,
401,13267458,780,4,362815,3626195,39832691,476581142,,
402,13267485,781,8,362815,3626194,39832600,476576202,,
403,13267548,782,8,362815,3626195,39832693,476581328,,
404,13267584,783,8,362815,3626194,39832604,476576578,,
405,13267845,784,8,362815,3626196,39832778,476585539,,
406,13267854,785,8,362815,3626196,39832778,476585538,,
407,13268475,787,4,362815,3626193,39832519,476572325,,
408,13268547,788,8,362815,3626193,39832522,476572618,,
409,13268574,789,8,362815,3626194,39832608,476576999,,
410,13268745,790,8,362815,3626195,39832688,476580765,,
411,13268754,791,8,362815,3626195,39832690,476580983,,
412,13275648,800,4,362815,3626195,39832696,476581641,,
413,13275684,801,8,362815,3626194,39832602,476576380,6161525289,
414,13275846,802,4,362815,3626193,39832520,476572419,,
415,13275864,803,8,362815,3626194,39832608,476576989,,
416,13276548,806,4,362815,3626197,39832879,476591528,,
417,13276584,807,8,362815,3626195,39832691,476581107,,
418,13276845,808,8,362815,3626195,39832688,476580763,6161699193,
419,13276854,809,8,362815,3626195,39832692,476581189,,
420,13278564,813,8,362815,3626196,39832781,476585866,,
421,13278645,814,4,362815,3626196,39832776,476585347,6161885101,
422,13278654,815,8,362815,3626196,39832783,476586070,,
423,13285674,825,4,362815,3626196,39832777,476585441,6161890298,
424,13285764,827,4,362815,3626194,39832610,476577184,,
425,13286574,831,4,362815,3626194,39832607,476576875,,
426,13286754,833,8,362815,3626196,39832782,476585971,,
427,13425786,843,16,362815,3626194,39832618,476577951,,
428,13426758,848,4,362815,3626194,39832606,476576815,6161552875,85472873492
429,13426785,849,8,362815,3626195,39832691,476581010,6161710867,
430,13426857,850,8,362815,3626194,39832606,476576778,6161548535,
431,13426875,851,8,362815,3626194,39832606,476576759,6161546381,
432,13427568,852,4,362815,3626194,39832606,476576815,6161552875,85472873496
433,13427586,853,8,362815,3626194,39832606,476576778,6161548537,
434,13427658,854,8,362815,3626195,39832703,476582332,6161795115,
435,13427685,855,8,362815,3626194,39832606,476576746,6161544872,
436,13427856,856,8,362815,3626195,39832691,476581031,,
437,13427865,857,8,362815,3626195,39832691,476581038,6161714061,
438,13428567,858,8,362815,3626195,39832691,476581010,6161710863,
439,13428576,859,8,362815,3626194,39832606,476576759,6161546377,
440,13428657,860,8,362815,3626194,39832606,476576746,6161544870,
441,13428675,861,8,362815,3626195,39832692,476581161,,
442,13428756,862,8,362815,3626195,39832691,476581038,6161714067,
443,13452786,867,16,362815,3626195,39832684,476580337,6161672996,
444,13456728,872,4,362815,3626195,39832693,476581255,,
445,13456782,873,8,362815,3626196,39832785,476586282,,
446,13456827,874,8,362815,3626193,39832514,476571737,6161332269,
447,13456872,875,8,362815,3626195,39832694,476581365,,
448,13457268,876,8,362815,3626192,39832425,476567093,,
449,13457286,877,8,362815,3626192,39832421,476566617,,
450,13457628,878,8,362815,3626194,39832601,476576243,6161514813,
451,13457682,879,8,362815,3626195,39832693,476581258,6161727608,
452,13457826,880,8,362815,3626193,39832503,476570618,6161265965,
453,13457862,881,8,362815,3626194,39832601,476576242,6161514802,
454,13458267,882,8,362815,3626193,39832500,476570288,6161245544,
455,13458276,883,8,362815,3626193,39832503,476570645,,
456,13458627,884,8,362815,3626192,39832423,476566815,,
457,13458672,885,8,362815,3626194,39832603,476576453,,
458,13458726,886,8,362815,3626193,39832501,476570398,,
459,13458762,887,8,362815,3626195,39832689,476580842,,
460,13462758,890,8,362815,3626191,39832336,476562438,,
461,13462785,891,8,362815,3626192,39832414,476565958,,
462,13462857,892,8,362815,3626191,39832333,476562069,,
463,13462875,893,8,362815,3626192,39832411,476565722,,
464,13465728,896,8,362815,3626194,39832600,476576139,,
465,13465782,897,8,362815,3626195,39832691,476581057,,
466,13465827,898,8,362815,3626193,39832506,476570933,,
467,13465872,899,8,362815,3626195,39832690,476580950,6161709124,
468,13467258,900,8,362815,3626192,39832411,476565710,,
469,13467285,901,8,362815,3626192,39832414,476565906,,
470,13467528,902,8,362815,3626193,39832504,476570772,,
471,13467582,903,8,362815,3626193,39832515,476571879,,
472,13467825,904,8,362815,3626193,39832507,476571002,,
473,13467852,905,8,362815,3626194,39832594,476575561,,
474,13468257,906,8,362815,3626191,39832324,476561162,,
475,13468275,907,8,362815,3626191,39832321,476560845,,
476,13468527,908,8,362815,3626191,39832328,476561542,,
477,13468572,909,8,362815,3626193,39832513,476571662,6161329309,
478,13468725,910,8,362815,3626193,39832494,476569716,,
479,13468752,911,8,362815,3626193,39832510,476571349,,
480,13472568,912,4,362815,3626192,39832407,476565393,,
481,13472586,913,8,362815,3626191,39832323,476561172,,
482,13472658,914,8,362815,3626192,39832419,476566579,,
483,13472685,915,8,362815,3626191,39832323,476561105,,
484,13472856,916,8,362815,3626192,39832409,476565479,6161050536,
485,13472865,917,8,362815,3626192,39832409,476565457,,
486,13475268,918,8,362815,3626191,39832330,476561805,,
487,13475286,919,8,362815,3626191,39832327,476561473,,
488,13475628,920,8,362815,3626193,39832506,476570962,6161288528,
489,13475682,921,8,362815,3626193,39832514,476571775,,
490,13475826,922,8,362815,3626191,39832328,476561562,,
491,13475862,923,8,362815,3626193,39832515,476571868,,
492,13476258,924,8,362815,3626192,39832409,476565549,,
493,13476285,925,8,362815,3626192,39832402,476564719,,
494,13476528,926,8,362815,3626194,39832596,476575752,,
495,13476582,927,8,362815,3626195,39832688,476580729,6161695089,
496,13476825,928,8,362815,3626193,39832494,476569698,6161211060,
497,13476852,929,8,362815,3626193,39832510,476571343,6161309607,
498,13478256,930,8,362815,3626193,39832492,476569504,,
499,13478265,931,8,362815,3626193,39832492,476569495,,
500,13478526,932,8,362815,3626192,39832406,476565123,,
501,13478562,933,8,362815,3626194,39832593,476575449,,
