a,pattern,containing_hosts,component_total,component_pairs_tested,separation_failures,max_beta0,first_max_witness
7,1256473,1581,1584,3,0,2,125748693
7,1256734,1579,1584,5,0,2,125783946
7,1256743,1579,1584,5,0,2,125784963
7,1257346,1581,1584,3,0,2,125739468
7,1257364,1582,1584,2,0,2,127958364
7,1257436,1582,1584,2,0,2,127943658
7,1257463,1581,1584,3,0,2,125749683
7,1257634,1580,1584,4,0,2,125769834
7,1257643,1580,1584,4,0,2,125769843
7,1263457,1580,1584,4,0,2,126384579
7,1263475,1582,1584,2,0,2,128563497
7,1263547,1581,1584,3,0,2,128354769
7,1263574,1583,1584,1,0,2,341285796
7,1263745,1581,1584,3,0,2,126384957
7,1263754,1582,1584,2,0,2,128395476
7,1264357,1581,1584,3,0,2,128436579
7,1264375,1581,1584,3,0,2,128436597
7,1264537,1580,1584,4,0,2,126485739
7,1264573,1581,1584,3,0,2,126485793
7,1264735,1582,1584,2,0,2,128694735
7,1264753,1581,1584,3,0,2,126485973
7,1265347,1580,1584,4,0,2,126587349
7,1265374,1582,1584,2,0,2,126587394
7,1265437,1578,1584,6,0,2,126587439
7,1265473,1580,1584,4,0,2,126587493
7,1265734,1580,1584,4,0,2,126587934
7,1265743,1580,1584,4,0,2,126587943
7,1267345,1579,1584,5,0,2,126839457
7,1267354,1580,1584,4,0,2,128935476
7,1267435,1580,1584,4,0,2,128943657
7,1267453,1579,1584,6,0,3,128967453
7,1267534,1579,1584,5,0,2,126859734
7,1267543,1579,1584,5,0,2,126859743
7,1273456,1579,1584,5,0,2,127394568
7,1273465,1580,1584,4,0,2,129346587
7,1273546,1580,1584,4,0,2,129354768
7,1273564,1581,1584,3,0,2,129357486
7,1273645,1581,1584,3,0,2,129364857
7,1273654,1580,1584,4,0,2,129365874
7,1274356,1580,1584,4,0,2,129436578
7,1274365,1580,1584,5,0,3,129436587
7,1274536,1581,1584,3,0,2,129463758
7,1274563,1579,1584,5,0,2,127495683
7,1274635,1581,1584,3,0,2,129463857
7,1274653,1581,1584,3,0,2,129465873
7,1275346,1581,1584,3,0,2,129537468
7,1275364,1581,1584,3,0,2,129537486
7,1275436,1580,1584,4,0,2,129547638
7,1275463,1581,1584,3,0,2,129547683
7,1275634,1579,1584,6,0,3,129785634
7,1275643,1579,1584,5,0,2,127596843
7,1276345,1579,1584,5,0,2,127698345
7,1276354,1580,1584,4,0,2,127698354
7,1276435,1580,1584,4,0,2,127698435
7,1276453,1579,1584,5,0,2,127698453
7,1276534,1579,1584,5,0,2,127698534
7,1276543,1578,1584,6,0,2,127698543
7,1324567,1578,1584,6,0,2,132458967
7,1324576,1578,1584,6,0,2,132457698
7,1324657,1578,1584,6,0,2,132465879
7,1324675,1579,1584,5,0,2,132468597
7,1324756,1579,1584,5,0,2,132475968
7,1324765,1578,1584,6,0,2,132476985
7,1325467,1578,1584,7,0,3,132547689
7,1325476,1578,1584,9,0,4,132547698
7,1325647,1580,1584,4,0,2,132547869
7,1325674,1579,1584,5,0,2,132547896
7,1325746,1580,1584,4,0,2,132547968
7,1325764,1580,1584,4,0,2,132547986
7,1326457,1580,1584,4,0,2,132548679
7,1326475,1580,1584,4,0,2,132548697
7,1326547,1578,1584,6,0,2,132548769
7,1326574,1580,1584,4,0,2,132548796
7,1326745,1579,1584,6,0,3,132896745
7,1326754,1579,1584,5,0,2,132548976
7,1327456,1579,1584,5,0,2,132549678
7,1327465,1580,1584,4,0,2,132549687
7,1327546,1580,1584,4,0,2,132549768
7,1327564,1579,1584,5,0,2,132549786
7,1327645,1579,1584,5,0,2,132549867
7,1327654,1578,1584,6,0,2,132549876
7,1342567,1580,1584,4,0,2,134258967
7,1342576,1580,1584,4,0,2,134257698
7,1342657,1580,1584,4,0,2,134265879
7,1342675,1580,1584,4,0,2,134268597
7,1342756,1580,1584,4,0,2,134275968
7,1342765,1580,1584,4,0,2,134276985
7,1345267,1580,1584,4,0,2,134528967
7,1345276,1580,1584,4,0,2,134527698
7,1345627,1580,1584,4,0,2,134785629
7,1345672,1579,1584,5,0,2,134589672
7,1345726,1582,1584,2,0,2,136745928
7,1345762,1580,1584,4,0,2,134576982
7,1346257,1583,1584,1,0,2,156348279
7,1346275,1583,1584,1,0,2,156348297
7,1346527,1581,1584,3,0,2,134658729
7,1346572,1580,1584,4,0,2,134658792
7,1346725,1582,1584,2,0,2,134896725
7,1346752,1581,1584,3,0,2,134685972
7,1347256,1582,1584,2,0,2,134927856
7,1347265,1582,1584,2,0,2,134926587
7,1347526,1583,1584,1,0,2,156349728
7,1347562,1581,1584,3,0,2,134759682
7,1347625,1582,1584,2,0,2,134769825
7,1347652,1580,1584,4,0,2,134769852
7,1352467,1581,1584,3,0,2,135248967
7,1352476,1581,1584,3,0,2,135247698
7,1352647,1583,1584,1,0,2,135274869
7,1352674,1583,1584,1,0,2,135289674
7,1352746,1583,1584,1,0,2,135274968
7,1352764,1583,1584,1,0,2,135276984
7,1354267,1581,1584,3,0,2,135428967
7,1354276,1581,1584,3,0,2,135427698
7,1354627,1581,1584,3,0,2,135476829
7,1354672,1580,1584,4,0,2,135476892
7,1354726,1582,1584,2,0,2,135476928
7,1354762,1580,1584,5,0,3,135476982
7,1356247,1582,1584,2,0,2,135728469
7,1356274,1582,1584,2,0,2,135728496
7,1356427,1582,1584,2,0,2,135748629
7,1356472,1582,1584,2,0,2,135748692
7,1356724,1581,1584,3,0,2,135782946
7,1356742,1581,1584,3,0,2,135784962
7,1357246,1583,1584,1,0,2,135729468
7,1357264,1584,1584,0,0,1,123579486
7,1357426,1584,1584,0,0,1,123579648
7,1357462,1582,1584,2,0,2,135749682
7,1357624,1582,1584,2,0,2,135769824
7,1357642,1582,1584,2,0,2,135769842
7,1362457,1583,1584,1,0,2,138267459
7,1362475,1584,1584,0,0,1,123584697
7,1362547,1582,1584,2,0,2,138254769
7,1362574,1584,1584,0,0,1,123584796
7,1362745,1583,1584,1,0,2,138296745
7,1362754,1583,1584,1,0,2,138295476
7,1364257,1584,1584,0,0,1,123586479
7,1364275,1584,1584,0,0,1,123586497
7,1364527,1582,1584,2,0,2,136485729
7,1364572,1582,1584,2,0,2,136485792
7,1364725,1584,1584,0,0,1,123586947
7,1364752,1582,1584,2,0,2,136485972
7,1365247,1583,1584,1,0,2,136587249
7,1365274,1583,1584,1,0,2,136587294
7,1365427,1581,1584,3,0,2,136587429
7,1365472,1580,1584,4,0,2,136587492
7,1365724,1582,1584,2,0,2,136587924
7,1365742,1582,1584,2,0,2,136587942
7,1367245,1582,1584,2,0,2,138926745
7,1367254,1582,1584,2,0,2,138925476
7,1367425,1583,1584,1,0,2,138967425
7,1367452,1581,1584,4,0,3,138967452
7,1367524,1582,1584,2,0,2,136859724
7,1367542,1581,1584,3,0,2,136859742
7,1372456,1582,1584,2,0,2,139247856
7,1372465,1582,1584,2,0,2,139246587
7,1372546,1582,1584,2,0,2,139254768
7,1372564,1582,1584,2,0,2,139257486
7,1372645,1582,1584,2,0,2,139264857
7,1372654,1581,1584,3,0,2,139265874
7,1374256,1583,1584,1,0,2,139427856
7,1374265,1583,1584,1,0,2,139426587
7,1374526,1583,1584,1,0,2,139674528
7,1374562,1581,1584,3,0,2,137495682
7,1374625,1584,1584,0,0,1,123596847
7,1374652,1582,1584,2,0,2,139465872
7,1375246,1584,1584,0,0,1,123597468
7,1375264,1584,1584,0,0,1,123597486
7,1375426,1583,1584,1,0,2,139547628
7,1375462,1582,1584,2,0,2,139547682
7,1375624,1582,1584,2,0,2,137596824
7,1375642,1581,1584,3,0,2,137596842
7,1376245,1582,1584,2,0,2,137698245
7,1376254,1582,1584,2,0,2,137698254
7,1376425,1583,1584,1,0,2,137698425
7,1376452,1581,1584,3,0,2,137698452
7,1376524,1582,1584,2,0,2,137698524
7,1376542,1580,1584,4,0,2,137698542
7,1423567,1580,1584,4,0,2,142358967
7,1423576,1580,1584,4,0,2,142357698
7,1423657,1580,1584,4,0,2,142365879
7,1423675,1580,1584,4,0,2,142368597
7,1423756,1580,1584,4,0,2,142375968
7,1423765,1580,1584,4,0,2,142376985
7,1425367,1581,1584,3,0,2,142538967
7,1425376,1581,1584,3,0,2,142537698
7,1425637,1583,1584,1,0,2,142785639
7,1425673,1582,1584,2,0,2,142589673
7,1425736,1584,1584,0,0,1,123647958
7,1425763,1582,1584,2,0,2,142576983
7,1426357,1583,1584,1,0,2,142638579
7,1426375,1583,1584,1,0,2,142638597
7,1426537,1582,1584,2,0,2,142658739
7,1426573,1582,1584,2,0,2,142658793
7,1426735,1583,1584,1,0,2,142896735
7,1426753,1582,1584,2,0,2,142685973
7,1427356,1583,1584,1,0,2,142937856
7,1427365,1583,1584,1,0,2,142936587
7,1427536,1584,1584,0,0,1,123649758
7,1427563,1582,1584,2,0,2,142759683
7,1427635,1583,1584,1,0,2,142769835
7,1427653,1581,1584,3,0,2,142769853
7,1432567,1578,1584,6,0,2,143258967
7,1432576,1578,1584,6,0,2,143257698
7,1432657,1578,1584,6,0,2,143265879
7,1432675,1579,1584,5,0,2,143268597
7,1432756,1579,1584,5,0,2,143275968
7,1432765,1578,1584,6,0,2,143276985
7,1435267,1581,1584,3,0,2,143528967
7,1435276,1581,1584,3,0,2,143527698
7,1435627,1581,1584,3,0,2,143657829
7,1435672,1580,1584,4,0,2,143589672
7,1435726,1582,1584,2,0,2,143657928
7,1435762,1580,1584,4,0,2,143576982
7,1436257,1582,1584,2,0,2,143658279
7,1436275,1583,1584,1,0,2,143658297
7,1436527,1581,1584,4,0,3,143658729
7,1436572,1580,1584,5,0,3,143658792
7,1436725,1582,1584,2,0,2,143658927
7,1436752,1581,1584,3,0,2,143658972
7,1437256,1582,1584,2,0,2,143659278
7,1437265,1581,1584,3,0,2,143659287
7,1437526,1583,1584,1,0,2,143659728
7,1437562,1581,1584,3,0,2,143659782
7,1437625,1582,1584,2,0,2,143659827
7,1437652,1580,1584,4,0,2,143659872
7,1452367,1580,1584,5,0,3,167452389
7,1452376,1580,1584,5,0,3,167452398
7,1452637,1582,1584,2,0,2,146273859
7,1452673,1582,1584,2,0,2,145289673
7,1452736,1583,1584,1,0,2,167452938
7,1452763,1582,1584,2,0,2,145276983
7,1453267,1580,1584,4,0,2,145328967
7,1453276,1580,1584,4,0,2,145327698
7,1453627,1582,1584,2,0,2,146375829
7,1453672,1581,1584,3,0,2,145389672
7,1453726,1582,1584,2,0,2,146375928
7,1453762,1581,1584,3,0,2,145376982
7,1456237,1580,1584,4,0,2,146728359
7,1456273,1581,1584,3,0,2,146728395
7,1456327,1580,1584,4,0,2,146738529
7,1456372,1581,1584,3,0,2,146738592
7,1456723,1579,1584,5,0,2,145896723
7,1456732,1579,1584,5,0,2,145896732
7,1457236,1582,1584,2,0,2,167459238
7,1457263,1583,1584,1,0,2,167459283
7,1457326,1582,1584,2,0,2,167459328
7,1457362,1583,1584,1,0,2,167459382
7,1457623,1580,1584,4,0,2,145769823
7,1457632,1580,1584,4,0,2,145769832
7,1462357,1582,1584,2,0,2,146283579
7,1462375,1583,1584,1,0,2,168452397
7,1462537,1583,1584,1,0,2,168472539
7,1462573,1584,1584,0,0,1,123684795
7,1462735,1583,1584,1,0,2,146283957
7,1462753,1584,1584,0,0,1,123684975
7,1463257,1583,1584,1,0,2,168325479
7,1463275,1583,1584,1,0,2,168325497
7,1463527,1582,1584,2,0,2,146385729
7,1463572,1582,1584,2,0,2,146385792
7,1463725,1584,1584,0,0,1,123685947
7,1463752,1583,1584,1,0,2,146385972
7,1465237,1581,1584,3,0,2,146587239
7,1465273,1582,1584,2,0,2,146587293
7,1465327,1581,1584,3,0,2,146587329
7,1465372,1582,1584,2,0,2,146587392
7,1465723,1580,1584,4,0,2,146587923
7,1465732,1580,1584,4,0,2,146587932
7,1467235,1581,1584,3,0,2,146829357
7,1467253,1583,1584,1,0,2,148967253
7,1467325,1582,1584,2,0,2,148967325
7,1467352,1582,1584,2,0,2,146839572
7,1467523,1581,1584,3,0,2,146859723
7,1467532,1581,1584,3,0,2,146859732
7,1472356,1582,1584,2,0,2,149237856
7,1472365,1582,1584,2,0,2,149236587
7,1472536,1584,1584,0,0,1,123694758
7,1472563,1583,1584,1,0,2,149278563
7,1472635,1584,1584,0,0,1,123694857
7,1472653,1582,1584,2,0,2,149265873
7,1473256,1582,1584,2,0,2,149327856
7,1473265,1582,1584,2,0,2,149326587
7,1473526,1584,1584,0,0,1,123695748
7,1473562,1583,1584,1,0,2,149378562
7,1473625,1583,1584,1,0,2,169483725
7,1473652,1582,1584,2,0,2,149365872
7,1475236,1583,1584,1,0,2,169745238
7,1475263,1584,1584,0,0,1,123697485
7,1475326,1583,1584,1,0,2,169732548
7,1475362,1584,1584,0,0,1,123697584
7,1475623,1581,1584,3,0,2,147596823
7,1475632,1581,1584,3,0,2,147596832
7,1476235,1582,1584,2,0,2,147698235
7,1476253,1583,1584,1,0,2,147698253
7,1476325,1582,1584,2,0,2,147698325
7,1476352,1583,1584,1,0,2,147698352
7,1476523,1580,1584,4,0,2,147698523
7,1476532,1580,1584,4,0,2,147698532
7,1523467,1580,1584,4,0,2,152348967
7,1523476,1580,1584,4,0,2,152347698
7,1523647,1583,1584,1,0,2,174523869
7,1523674,1582,1584,2,0,2,152389674
7,1523746,1583,1584,1,0,2,174523968
7,1523764,1582,1584,2,0,2,152376984
7,1524367,1581,1584,3,0,2,152438967
7,1524376,1581,1584,3,0,2,152437698
7,1524637,1584,1584,0,0,1,123746859
7,1524673,1583,1584,1,0,2,152489673
7,1524736,1584,1584,0,0,1,123746958
7,1524763,1583,1584,1,0,2,152476983
7,1526347,1582,1584,2,0,2,152738469
7,1526374,1583,1584,1,0,2,152738496
7,1526437,1583,1584,1,0,2,172843659
7,1526473,1584,1584,0,0,1,123748695
7,1526734,1582,1584,2,0,2,152896734
7,1526743,1582,1584,2,0,2,152896743
7,1527346,1582,1584,2,0,2,152739468
7,1527364,1584,1584,0,0,1,123749586
7,1527436,1583,1584,1,0,2,172943658
7,1527463,1584,1584,0,0,1,123749685
7,1527634,1582,1584,2,0,2,152769834
7,1527643,1582,1584,2,0,2,152769843
7,1532467,1581,1584,3,0,2,153248967
7,1532476,1581,1584,3,0,2,153247698
7,1532647,1582,1584,2,0,2,173254869
7,1532674,1582,1584,2,0,2,153289674
7,1532746,1583,1584,1,0,2,173254968
7,1532764,1581,1584,3,0,2,153276984
7,1534267,1580,1584,4,0,2,153428967
7,1534276,1580,1584,4,0,2,153427698
7,1534627,1582,1584,2,0,2,153746829
7,1534672,1581,1584,3,0,2,153489672
7,1534726,1582,1584,2,0,2,153746928
7,1534762,1581,1584,3,0,2,153476982
7,1536247,1583,1584,1,0,2,175836249
7,1536274,1584,1584,0,0,1,123758496
7,1536427,1582,1584,2,0,2,153748629
7,1536472,1582,1584,2,0,2,153748692
7,1536724,1583,1584,1,0,2,153896724
7,1536742,1583,1584,1,0,2,153896742
7,1537246,1584,1584,0,0,1,123759468
7,1537264,1583,1584,1,0,2,175938264
7,1537426,1584,1584,0,0,1,123759648
7,1537462,1583,1584,1,0,2,153749682
7,1537624,1583,1584,1,0,2,153769824
7,1537642,1582,1584,2,0,2,153769842
7,1542367,1580,1584,4,0,2,154238967
7,1542376,1580,1584,4,0,2,154237698
7,1542637,1583,1584,1,0,2,154762839
7,1542673,1582,1584,2,0,2,154289673
7,1542736,1583,1584,1,0,2,154762938
7,1542763,1582,1584,2,0,2,154276983
7,1543267,1578,1584,6,0,2,154328967
7,1543276,1578,1584,6,0,2,154327698
7,1543627,1581,1584,3,0,2,154763829
7,1543672,1580,1584,4,0,2,154389672
7,1543726,1581,1584,3,0,2,154763928
7,1543762,1580,1584,4,0,2,154376982
7,1546237,1581,1584,3,0,2,154768239
7,1546273,1582,1584,2,0,2,154768293
7,1546327,1581,1584,3,0,2,154768329
7,1546372,1582,1584,2,0,2,154768392
7,1546723,1580,1584,4,0,2,154768923
7,1546732,1580,1584,4,0,2,154768932
7,1547236,1582,1584,2,0,2,154769238
7,1547263,1583,1584,1,0,2,154769283
7,1547326,1582,1584,2,0,2,154769328
7,1547362,1582,1584,2,0,2,154769382
7,1547623,1580,1584,5,0,3,154769823
7,1547632,1580,1584,5,0,3,154769832
7,1562347,1580,1584,4,0,2,157283469
7,1562374,1582,1584,2,0,2,178452396
7,1562437,1581,1584,3,0,2,178243659
7,1562473,1583,1584,1,0,2,178562493
7,1562734,1581,1584,3,0,2,157283946
7,1562743,1582,1584,2,0,2,178294365
7,1563247,1581,1584,3,0,2,178325469
7,1563274,1582,1584,2,0,2,178325496
7,1563427,1580,1584,5,0,3,178563429
7,1563472,1581,1584,4,0,3,178563492
7,1563724,1583,1584,1,0,2,178563924
7,1563742,1582,1584,2,0,2,157384962
7,1564237,1580,1584,4,0,2,157486239
7,1564273,1582,1584,2,0,2,157486293
7,1564327,1580,1584,4,0,2,157486329
7,1564372,1581,1584,3,0,2,157486392
7,1564723,1581,1584,3,0,2,157486923
7,1564732,1581,1584,3,0,2,157486932
7,1567234,1579,1584,5,0,2,157829346
7,1567243,1580,1584,4,0,2,158967243
7,1567324,1580,1584,4,0,2,158967324
7,1567342,1579,1584,5,0,2,157839462
7,1567423,1579,1584,5,0,2,157849623
7,1567432,1579,1584,5,0,2,157849632
7,1572346,1581,1584,3,0,2,157293468
7,1572364,1583,1584,1,0,2,179452386
7,1572436,1582,1584,2,0,2,179243658
7,1572463,1584,1584,0,0,1,123794685
7,1572634,1583,1584,1,0,2,179285634
7,1572643,1583,1584,1,0,2,179284365
7,1573246,1582,1584,2,0,2,179325468
7,1573264,1583,1584,1,0,2,179325486
7,1573426,1582,1584,2,0,2,179352648
7,1573462,1582,1584,2,0,2,157394682
7,1573624,1583,1584,1,0,2,179583624
7,1573642,1583,1584,1,0,2,179583642
7,1574236,1582,1584,2,0,2,179426358
7,1574263,1584,1584,0,0,1,123796485
7,1574326,1582,1584,2,0,2,179436528
7,1574362,1583,1584,1,0,2,179436582
7,1574623,1581,1584,3,0,2,157496823
7,1574632,1581,1584,3,0,2,157496832
7,1576234,1580,1584,4,0,2,157698234
7,1576243,1580,1584,4,0,2,157698243
7,1576324,1580,1584,4,0,2,157698324
7,1576342,1580,1584,4,0,2,157698342
7,1576423,1580,1584,4,0,2,157698423
7,1576432,1580,1584,4,0,2,157698432
7,1623457,1580,1584,4,0,2,162834579
7,1623475,1582,1584,2,0,2,182563497
7,1623547,1581,1584,3,0,2,182354769
